cntr_01,dist_x,pang_x,ra_01,dec_01,vfid_01,objname_01,name,band,ra,dec,raerr,decerr,flux,snr,stn,strn,fwhmxfit,fwhmyfit,flag_elong,edgeflag,obsid
2710,37.105684,85.279268,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL100A_J124210.7+323236,green,190.544848,32.543364,0.000008,0.000007,32089.854,18.177,null,5178.511,19.187,10.197,0.531432,f,1342209673
2710,37.470629,84.729549,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL070A_J124210.7+323236,blue,190.544958,32.543472,0.000007,0.000006,21238.198,3.949,null,3601.365,18.366,9.573,0.521219,f,1342257991
2710,38.240851,85.997131,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL070A_J124210.8+323236,blue,190.545233,32.543258,0.000015,0.000012,21321.042,3.984,null,3581.966,18.307,9.703,0.530037,f,1342209672
2710,38.330786,85.867602,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL070A_J124210.8+323236,blue,190.545260,32.543283,0.000001,0.000001,21264.543,3.974,null,3581.531,18.361,9.696,0.528069,t,1342235130
2724,2.018253,-146.465069,1.7937693300E+02,3.2334249100E+01,VFID2723,NGC3991,HPESL100A_J115730.3+322002,green,179.376566,32.333782,0.000013,0.000011,2212.660,13.813,12.380,518.436,17.020,7.884,0.463230,f,1342211801
2724,2.227635,-152.545824,1.7937693300E+02,3.2334249100E+01,VFID2723,NGC3991,HPESL160A_J115730.3+322001,red,179.376595,32.333700,0.000013,0.000011,2462.093,18.959,16.484,267.036,31.474,13.803,0.438534,t,1342211799
2724,3.058673,-154.636438,1.7937693300E+02,3.2334249100E+01,VFID2723,NGC3991,HPESL070A_J115730.3+322001,blue,179.376502,32.333481,0.000018,0.000015,1466.042,9.999,10.249,375.810,14.899,6.704,0.449969,f,1342211799
2724,30.209711,32.545240,1.7937693300E+02,3.2334249100E+01,VFID2723,NGC3991,HPESL070A_J115731.7+322029,blue,179.382276,32.341323,0.000018,0.000016,1764.058,16.970,null,279.018,15.042,null,0.000000,f,1342211799
2725,21.601974,37.489551,1.7943301260E+02,3.2293909800E+01,VFID2724,SDSSJ115742.61+321702.7,HPESL100A_J115744.9+321755,green,179.437333,32.298671,0.000032,0.000027,1759.324,11.962,null,308.704,27.550,null,0.000000,f,1342211801
2725,22.458161,40.334679,1.7943301260E+02,3.2293909800E+01,VFID2724,SDSSJ115742.61+321702.7,HPESL070A_J115745.0+321755,blue,179.437790,32.298665,0.000037,0.000031,1222.182,10.688,null,225.706,18.945,null,0.000000,f,1342211799
2725,25.698496,80.164389,1.7943301260E+02,3.2293909800E+01,VFID2724,SDSSJ115742.61+321702.7,HPESL100A_J115745.9+321742,green,179.441333,32.295129,0.000059,0.000050,1120.488,3.381,null,522.590,20.430,12.461,0.609940,f,1342211801
2725,34.935720,-158.575348,1.7943301260E+02,3.2293909800E+01,VFID2724,SDSSJ115742.61+321702.7,HPESL160A_J115742.9+321706,red,179.428820,32.284876,0.000051,0.000043,1012.946,4.977,3.558,310.943,24.944,null,0.000000,t,1342211799
2728,2.776538,163.299803,1.7940361650E+02,3.2277666400E+01,VFID2727,NGC3994,HPESL100A_J115736.9+321637,green,179.403879,32.276928,0.000008,0.000006,6971.798,360.260,null,63.900,14.579,null,0.000000,f,1342211801
2728,4.181378,166.936286,1.7940361650E+02,3.2277666400E+01,VFID2727,NGC3994,HPESL070A_J115736.9+321636,blue,179.403927,32.276535,0.000013,0.000011,4885.680,240.687,27.883,99.943,14.973,9.338,0.623640,f,1342211799
2761,6.827115,-63.492086,1.7493579600E+02,3.1931240500E+01,VFID2760,NGC3788,HPESL070A_J113944.1+315556,blue,174.933796,31.932087,0.000067,0.000057,927.596,4.414,4.196,329.701,15.561,null,0.000000,f,1342223319
2761,8.772551,163.812050,1.7493579600E+02,3.1931240500E+01,VFID2760,NGC3788,HPESL160A_J113944.7+315544,red,174.936596,31.928900,0.000132,0.000112,2555.279,16.292,5.856,323.727,36.638,null,0.000000,f,1342223319
2761,14.120653,154.446635,1.7493579600E+02,3.1931240500E+01,VFID2760,NGC3788,HPESL070A_J113945.0+315540,blue,174.937790,31.927702,0.000055,0.000047,877.031,4.979,11.178,366.750,15.190,6.709,0.441656,f,1342223319
2761,18.353850,-9.420894,1.7493579600E+02,3.1931240500E+01,VFID2760,NGC3788,HPESL070A_J113944.3+315611,blue,174.934813,31.936270,0.000113,0.000096,1042.244,4.527,null,400.431,13.502,7.438,0.550860,f,1342223319
2765,22.100422,58.664276,1.7492675400E+02,3.1907130500E+01,VFID2764,NGC3786,HPESL070A_J113943.9+315437,blue,174.932931,31.910323,0.000081,0.000069,1112.782,4.618,null,293.264,15.382,8.807,0.572569,f,1342223319
2796,6.346417,-77.026723,1.8604640250E+02,3.1521914100E+01,VFID2795,NGC4359,HPESL100A_J122410.6+313120,green,186.044387,31.522310,0.000128,0.000109,720.694,15.647,null,113.757,14.474,null,0.000000,f,1342257125
2796,9.001963,-75.159185,1.8604640250E+02,3.1521914100E+01,VFID2795,NGC4359,HPESL160A_J122410.4+313121,red,186.043567,31.522555,0.000135,0.000115,965.373,16.232,10.888,103.035,36.840,13.941,0.378429,f,1342257125
2796,24.853221,112.876820,1.8604640250E+02,3.1521914100E+01,VFID2795,NGC4359,HPESL160A_J122412.9+313109,red,186.053864,31.519230,0.000331,0.000282,698.181,9.708,7.922,109.023,27.600,null,0.000000,f,1342257125
2796,29.700020,112.630265,1.8604640250E+02,3.1521914100E+01,VFID2795,NGC4359,HPESL100A_J122413.2+313107,green,186.055335,31.518739,0.000277,0.000236,393.014,9.224,null,104.132,20.136,null,0.000000,f,1342257125
2882,14.040182,93.548720,1.8846306000E+02,3.0277521100E+01,VFID2881,NGC4525,HPESL100A_J123352.2+301638,green,188.467567,30.277280,0.000261,0.000226,234.847,5.795,null,104.955,15.606,null,0.000000,f,1342257471
2882,18.603004,-93.885903,1.8846306000E+02,3.0277521100E+01,VFID2881,NGC4525,HPESL100A_J123349.7+301638,green,188.457090,30.277171,0.000392,0.000339,321.894,7.504,null,94.831,18.423,null,0.000000,f,1342257471
3020,5.669139,145.255831,1.5675475500E+02,2.8639346400E+01,VFID3019,NGC3245A,HPESL160A_J102701.3+283817,red,156.755778,28.638052,0.000344,0.000302,330.801,8.071,8.414,62.594,41.078,13.433,0.327020,f,1342255930
3027,1.339414,-11.090887,1.6205070450E+02,2.8601805200E+01,VFID3026,NGC3380,HPESL160A_J104812.1+283608,red,162.050623,28.602170,0.000148,0.000130,1232.672,18.882,7.116,102.110,31.971,null,0.000000,f,1342255920
3085,5.596674,-65.252377,1.6601226900E+02,2.8036785600E+01,VFID3084,NGC3512,HPESL160A_J110402.5+280215,red,166.010669,28.037436,0.000519,0.000459,2208.031,24.842,11.031,162.992,35.226,null,0.000000,f,1342255296
3096,6.477287,104.516579,1.8899034150E+02,2.7959683700E+01,VFID3095,NGC4559,HPESL160A_J123558.1+275733,red,188.992313,27.959233,0.000023,0.000021,2023.677,13.775,2.932,289.196,28.608,26.246,0.917417,t,1342187067
3096,9.758902,115.717397,1.8899034150E+02,2.7959683700E+01,VFID3095,NGC4559,HPESL100A_J123558.3+275731,green,188.993106,27.958507,0.000026,0.000023,1965.603,13.429,null,386.347,14.679,11.101,0.756273,f,1342187068
3096,11.050450,117.357618,1.8899034150E+02,2.7959683700E+01,VFID3095,NGC4559,HPESL070A_J123558.4+275730,blue,188.993428,27.958273,0.000037,0.000033,1087.924,7.288,6.842,329.603,11.549,8.408,0.728023,f,1342187067
3096,15.267269,-125.503986,1.8899034150E+02,2.7959683700E+01,VFID3095,NGC4559,HPESL070A_J123556.7+275726,blue,188.986433,27.957221,0.000091,0.000080,1202.722,4.465,null,364.917,12.861,6.714,0.522038,f,1342187067
3106,1.110849,-50.374075,1.6281605700E+02,2.7848747900E+01,VFID3105,UGC05958,HPESL160A_J105115.7+275056,red,162.815788,27.848945,0.000183,0.000162,509.051,12.828,4.190,67.587,31.167,11.349,0.364124,f,1342255924
3157,7.518584,-123.152667,1.6358719500E+02,2.7239904700E+01,VFID3156,UGC06023,HPESL100A_J105420.4+271420,green,163.585228,27.238763,0.000084,0.000075,1859.144,18.538,null,232.855,22.713,null,0.000000,f,1342255688
3157,8.996579,74.224928,1.6358719500E+02,2.7239904700E+01,VFID3156,UGC06023,HPESL160A_J105421.5+271426,red,163.589900,27.240584,0.000118,0.000105,2501.911,23.201,13.504,206.854,27.515,null,0.000000,f,1342255688
3157,12.115712,85.600908,1.6358719500E+02,2.7239904700E+01,VFID3156,UGC06023,HPESL100A_J105421.8+271425,green,163.590969,27.240163,0.000038,0.000034,1965.641,21.249,null,235.828,17.405,14.186,0.815061,f,1342255688
3175,10.083416,-149.237749,1.7013253350E+02,2.6963350000E+01,VFID3174,NGC3629,HPESL160A_J112031.4+265739,red,170.130926,26.960943,0.000524,0.000467,769.071,10.418,4.130,106.617,32.442,null,0.000000,f,1342255509
3175,38.707823,-174.213313,1.7013253350E+02,2.6963350000E+01,VFID3174,NGC3629,HPESL100A_J112031.5+265710,green,170.131317,26.952653,0.000372,0.000331,208.073,3.008,null,111.192,19.846,null,0.000000,f,1342255509
3222,3.068424,34.177277,1.5892522200E+02,2.6125884600E+01,VFID3221,PGC031387,HPESL100A_J103542.1+260736,green,158.925755,26.126590,0.000064,0.000058,508.083,23.326,16.561,74.899,14.873,9.258,0.622470,f,1342255934
3235,1.844391,134.423705,1.8908659800E+02,2.5987521400E+01,VFID3234,NGC4565,HPESL160A_J123620.8+255914,red,189.087005,25.987163,0.000038,0.000034,7231.154,22.891,3.904,663.922,29.682,null,0.000000,f,1342257997
3235,2.911361,138.285908,1.8908659800E+02,2.5987521400E+01,VFID3234,NGC4565,HPESL160A_J123620.9+255913,red,189.087197,25.986918,0.000083,0.000075,7665.412,24.047,4.045,657.986,25.574,null,0.000000,f,1342257995
3235,20.449368,147.512808,1.8908659800E+02,2.5987521400E+01,VFID3234,NGC4565,HPESL100A_J123621.6+255858,green,189.089992,25.982730,0.000024,0.000021,3650.886,10.349,null,676.860,29.584,6.567,0.221984,f,1342257997
3254,12.048288,29.930589,1.9294073100E+02,2.5776202800E+01,VFID3253,NGC4747,HPESL160A_J125146.2+254645,red,192.942585,25.779103,0.000075,0.000068,1469.195,8.213,7.917,383.629,33.693,13.305,0.394887,f,1342258030
3254,22.208480,-150.356134,1.9294073100E+02,2.5776202800E+01,VFID3253,NGC4747,HPESL100A_J125144.9+254615,green,192.937343,25.770841,0.000024,0.000021,2331.316,30.418,16.189,285.084,13.999,10.421,0.744392,f,1342258030
3287,7.907191,-141.092750,1.9261087500E+02,2.5500750000E+01,VFID3286,NGC4725,HPESL160A_J125026.2+252957,red,192.609347,25.499041,0.000037,0.000034,1058.141,13.798,9.571,114.225,55.844,20.070,0.359399,t,1342198481
3287,9.577797,8.625002,1.9261087500E+02,2.5500750000E+01,VFID3286,NGC4725,HPESL100A_J125026.7+253012,green,192.611317,25.503380,0.000078,0.000070,906.902,15.147,null,120.077,21.553,null,0.000000,f,1342198482
3287,22.332881,-152.540757,1.9261087500E+02,2.5500750000E+01,VFID3286,NGC4725,HPESL070A_J125025.8+252943,blue,192.607706,25.495245,0.000217,0.000196,284.862,3.925,null,128.065,23.083,null,0.000000,f,1342198481
3301,1.731971,-109.303097,1.5523807350E+02,2.5364921100E+01,VFID3300,UGC05588,HPESL100A_J102057.0+252153,green,155.237571,25.364762,0.000035,0.000032,2111.093,84.969,null,78.388,16.535,13.640,0.824946,f,1342255471
3460,0.747037,178.041882,1.6314890250E+02,2.2934143000E+01,VFID3459,NGC3437,HPESL160A_J105235.7+225602,red,163.148910,22.933936,0.000023,0.000021,11590.091,30.980,24.356,1010.390,24.658,13.196,0.535173,f,1342255300
3460,20.020207,-67.958508,1.6314890250E+02,2.2934143000E+01,VFID3459,NGC3437,HPESL100A_J105234.3+225610,green,163.143305,22.936230,0.000015,0.000014,8887.047,14.300,null,1523.792,18.178,10.321,0.567764,f,1342255300
3503,5.162765,-94.953774,1.8439180650E+02,2.2540261800E+01,VFID3502,UGC07321,HPESL100A_J121733.6+223224,green,184.390260,22.540138,0.000091,0.000084,322.207,9.845,7.095,83.475,22.417,7.365,0.328539,f,1342246146
3547,2.054539,-105.296618,1.5444935250E+02,2.1873328100E+01,VFID3546,NGC3187,HPESL100A_J101747.7+215223,green,154.448759,21.873178,0.000075,0.000070,933.267,11.505,null,185.372,21.746,null,0.000000,f,1342207146
3547,10.317803,126.755871,1.5444935250E+02,2.1873328100E+01,VFID3546,NGC3187,HPESL160A_J101748.4+215218,red,154.451827,21.871613,0.000064,0.000059,1471.900,15.763,11.811,154.234,36.088,null,0.000000,t,1342207145
3547,10.333661,137.894432,1.5444935250E+02,2.1873328100E+01,VFID3546,NGC3187,HPESL070A_J101748.3+215216,blue,154.451426,21.871198,0.000103,0.000095,490.068,5.964,5.172,181.250,26.052,7.267,0.278934,f,1342207145
3547,21.264216,-55.578882,1.5444935250E+02,2.1873328100E+01,VFID3546,NGC3187,HPESL160A_J101746.5+215236,red,154.444102,21.876667,0.000055,0.000051,1080.092,14.038,11.346,129.662,26.611,null,0.000000,t,1342207145
3547,24.777698,120.067552,1.5444935250E+02,2.1873328100E+01,VFID3546,NGC3187,HPESL070A_J101749.3+215212,blue,154.455771,21.869880,0.000120,0.000111,368.268,5.786,6.733,160.728,12.640,null,0.000000,f,1342207145
3547,25.777412,-53.394530,1.5444935250E+02,2.1873328100E+01,VFID3546,NGC3187,HPESL070A_J101746.3+215239,blue,154.443158,21.877598,0.000109,0.000101,372.208,7.291,7.424,159.228,16.067,null,0.000000,f,1342207145
3552,9.383678,-94.663209,1.5452605050E+02,2.1832681500E+01,VFID3551,NGC3190,HPESL160A_J101805.5+214957,red,154.523252,21.832470,0.000010,0.000009,6500.987,29.078,15.803,584.439,24.466,11.378,0.465058,t,1342207145
3552,19.375077,131.002629,1.5452605050E+02,2.1832681500E+01,VFID3551,NGC3190,HPESL100A_J101807.3+214945,green,154.530426,21.829150,0.000029,0.000027,2077.435,4.035,null,1386.160,14.142,null,0.000000,f,1342207146
3552,19.842357,130.859743,1.5452605050E+02,2.1832681500E+01,VFID3551,NGC3190,HPESL070A_J101807.3+214945,blue,154.530541,21.829076,0.000092,0.000086,808.763,2.097,null,611.179,15.998,7.998,0.499941,f,1342207145
3552,35.935068,-72.744701,1.5452605050E+02,2.1832681500E+01,VFID3551,NGC3190,HPESL100A_J101803.7+215008,green,154.515781,21.835642,0.000025,0.000023,2319.084,4.715,5.797,1451.802,21.704,8.909,0.410458,f,1342207146
3565,6.677332,-158.797574,1.5869707500E+02,2.1648270800E+01,VFID3564,NGC3287,HPESL100A_J103447.1+213848,green,158.696353,21.646542,0.000082,0.000076,1807.478,12.781,null,316.023,16.947,null,0.000000,f,1342255942
3565,7.752404,-163.058548,1.5869707500E+02,2.1648270800E+01,VFID3564,NGC3287,HPESL160A_J103447.1+213846,red,158.696400,21.646211,0.000132,0.000122,2406.567,17.160,6.795,251.933,30.187,null,0.000000,f,1342255942
3565,13.622264,-165.253565,1.5869707500E+02,2.1648270800E+01,VFID3564,NGC3287,HPESL100A_J103447.0+213841,green,158.696039,21.644611,0.000095,0.000088,1578.277,13.216,null,299.345,16.440,null,0.000000,f,1342255942
3565,23.694630,10.119967,1.5869707500E+02,2.1648270800E+01,VFID3564,NGC3287,HPESL160A_J103447.6+213917,red,158.698319,21.654750,0.000108,0.000100,2457.509,17.209,8.208,276.731,35.551,19.087,0.536888,f,1342255942
3655,13.707368,61.025742,1.7231371950E+02,2.0583193700E+01,VFID3654,IC0700,HPESL160A_J112916.1+203506,red,172.317278,20.585038,0.000353,0.000331,255.390,8.012,6.870,52.103,25.695,15.319,0.596175,f,1342255523
3758,3.238935,-44.691483,1.8903392250E+02,1.9322670700E+01,VFID3757,NGC4561,HPESL100A_J123607.9+191924,green,189.033252,19.323310,0.000153,0.000144,802.525,15.716,null,99.804,19.268,null,0.000000,f,1342258036
3758,13.333182,120.554206,1.8903392250E+02,1.9322670700E+01,VFID3757,NGC4561,HPESL160A_J123608.9+191915,red,189.037302,19.320788,0.000171,0.000162,711.031,9.148,4.458,135.731,28.136,20.640,0.733606,f,1342258036
3758,15.854088,121.509658,1.8903392250E+02,1.9322670700E+01,VFID3757,NGC4561,HPESL100A_J123609.1+191913,green,189.037901,19.320369,0.000066,0.000062,711.699,10.754,5.801,169.504,14.113,12.108,0.857930,f,1342258036
3758,23.452122,-35.266667,1.8903392250E+02,1.9322670700E+01,VFID3757,NGC4561,HPESL100A_J123607.1+191941,green,189.029936,19.327990,0.000136,0.000128,329.741,5.946,2.636,124.436,17.210,6.986,0.405900,f,1342258036
3758,27.962143,-171.819991,1.8903392250E+02,1.9322670700E+01,VFID3757,NGC4561,HPESL100A_J123607.8+191854,green,189.032751,19.314982,0.000345,0.000326,328.852,3.667,null,165.217,18.231,null,0.000000,f,1342258036
3823,17.093637,27.075360,1.8711380700E+02,1.8415077100E+01,VFID3822,IC3391,HPESL100A_J122827.8+182509,green,187.116085,18.419305,0.000084,0.000080,415.428,9.099,4.071,119.186,13.939,6.081,0.436250,f,1342258038
3844,10.373476,-30.177103,1.7000275200E+02,1.8260463100E+01,VFID3843,UGC06341,HPESL100A_J112000.2+181547,green,170.001227,18.262954,0.000289,0.000275,52.551,3.305,5.446,42.299,28.473,null,0.000000,t,1342255537
3885,31.294534,-160.982001,2.3674534500E+02,1.7884224000E+01,VFID3884,NGC5996,HPESL100A_J154658.1+175234,green,236.742369,17.876006,0.000038,0.000036,801.111,1.480,3.260,1403.803,19.996,9.101,0.455152,f,1342224359
3885,31.906590,-161.359080,2.3674534500E+02,1.7884224000E+01,VFID3884,NGC5996,HPESL070A_J154658.1+175233,blue,236.742368,17.875826,0.000053,0.000050,1545.036,3.056,null,574.044,14.659,7.079,0.482960,f,1342224357
3892,2.315497,91.798589,1.7093973000E+02,1.7818661700E+01,VFID3891,NGC3659,HPESL160A_J112345.7+174907,red,170.940405,17.818642,0.000090,0.000086,2763.917,25.616,14.194,214.356,28.229,null,0.000000,f,1342255535
3892,5.919030,69.476892,1.7093973000E+02,1.7818661700E+01,VFID3891,NGC3659,HPESL100A_J112345.9+174909,green,170.941347,17.819238,0.000036,0.000034,2281.590,19.820,null,310.057,16.803,null,0.000000,f,1342255535
3892,12.911133,-131.794032,1.7093973000E+02,1.7818661700E+01,VFID3891,NGC3659,HPESL100A_J112344.8+174859,green,170.936921,17.816271,0.000038,0.000036,2367.028,29.099,null,193.298,32.700,16.220,0.496034,f,1342255535
3951,7.373756,-75.105045,1.6362301950E+02,1.7343983400E+01,VFID3950,NGC3454,HPESL160A_J105429.0+172040,red,163.620946,17.344510,0.000123,0.000117,1481.813,16.732,12.518,163.526,54.340,10.961,0.201719,f,1342255304
3951,21.057670,120.540819,1.6362301950E+02,1.7343983400E+01,VFID3950,NGC3454,HPESL100A_J105430.7+172028,green,163.628297,17.341011,0.000060,0.000057,744.950,12.974,9.375,160.224,23.648,8.280,0.350138,f,1342255304
3958,0.953743,-94.420520,1.6362950400E+02,1.7284730300E+01,VFID3957,NGC3455,HPESL100A_J105431.0+171705,green,163.629227,17.284710,0.000239,0.000228,1348.350,22.187,null,125.251,25.184,null,0.000000,f,1342255304
3958,5.107613,-82.849849,1.6362950400E+02,1.7284730300E+01,VFID3957,NGC3455,HPESL160A_J105430.7+171706,red,163.628030,17.284907,0.000570,0.000544,1592.376,18.317,11.607,147.224,30.907,null,0.000000,f,1342255304
3959,1.061355,51.766325,1.6176682650E+02,1.7273657200E+01,VFID3958,NGC3370,HPESL100A_J104704.1+171626,green,161.767069,17.273840,0.000024,0.000023,4327.383,31.513,null,318.930,19.163,9.755,0.509052,f,1342255306
3959,1.761221,28.000644,1.6176682650E+02,1.7273657200E+01,VFID3958,NGC3370,HPESL160A_J104704.1+171627,red,161.767067,17.274089,0.000057,0.000054,4992.717,26.172,11.957,389.634,32.773,16.960,0.517498,f,1342255306
3962,1.390009,-143.875360,1.6861388700E+02,1.7260068800E+01,VFID3961,NGC3592,HPESL100A_J111427.2+171535,green,168.613649,17.259757,0.000079,0.000075,483.036,14.202,7.799,96.708,21.714,7.600,0.349982,f,1342255543
3962,11.493229,123.543057,1.6861388700E+02,1.7260068800E+01,VFID3961,NGC3592,HPESL100A_J111428.0+171530,green,168.616673,17.258305,0.000093,0.000089,500.065,15.251,9.208,87.043,17.479,7.947,0.454656,f,1342255543
3967,29.125751,-64.020757,1.7193314100E+02,1.7224115800E+01,VFID3966,NGC3686,HPESL100A_J112742.1+171340,green,171.925526,17.227660,0.000056,0.000053,1086.438,7.071,3.336,383.528,16.802,7.678,0.456958,f,1342255529
3980,1.468735,74.277223,1.8712298250E+02,1.7084898500E+01,VFID3979,NGC4450,HPESL160A_J122829.6+170506,red,187.123393,17.085009,0.000090,0.000086,1496.267,15.658,5.446,196.880,24.202,15.494,0.640169,f,1342258040
3980,33.578315,179.713530,1.8712298250E+02,1.7084898500E+01,VFID3979,NGC4450,HPESL100A_J122829.5+170432,green,187.123031,17.075571,0.000362,0.000346,451.677,3.484,null,245.973,16.732,null,0.000000,f,1342258040
3981,0.704576,-63.986141,1.7179660200E+02,1.7030210500E+01,VFID3980,NGC3684,HPESL160A_J112711.1+170149,red,171.796418,17.030296,0.000124,0.000118,2600.002,18.105,7.271,273.344,31.640,19.721,0.623300,f,1342255527
3981,2.149287,-73.149726,1.7179660200E+02,1.7030210500E+01,VFID3980,NGC3684,HPESL100A_J112711.0+170149,green,171.796004,17.030384,0.000044,0.000042,2337.333,20.991,null,249.742,21.826,7.990,0.366085,f,1342255527
3986,12.213758,43.891704,1.7203920900E+02,1.6920444400E+01,VFID3985,NGC3691,HPESL160A_J112810.0+165522,red,172.041668,16.922889,0.000143,0.000137,1138.576,12.451,9.215,150.462,37.294,null,0.000000,f,1342255525
3986,14.614890,37.058602,1.7203920900E+02,1.6920444400E+01,VFID3985,NGC3691,HPESL100A_J112810.0+165525,green,172.041766,16.923684,0.000083,0.000080,764.112,10.793,null,181.306,15.067,null,0.000000,f,1342255525
3986,19.439163,-140.025193,1.7203920900E+02,1.6920444400E+01,VFID3985,NGC3691,HPESL100A_J112808.5+165459,green,172.035583,16.916306,0.000122,0.000117,759.619,10.028,null,193.768,25.694,null,0.000000,f,1342255525
3994,17.820350,23.044671,1.7162419650E+02,1.6863291800E+01,VFID3993,NGC3681,HPESL100A_J112630.2+165204,green,171.626221,16.867847,0.000165,0.000158,469.842,6.738,null,152.092,16.635,9.217,0.554056,f,1342255531
3995,6.685594,-54.479959,1.8791476050E+02,1.6852793400E+01,VFID3994,NGC4498,HPESL160A_J123139.1+165114,red,187.913181,16.853872,0.000118,0.000113,1290.785,13.175,5.599,169.872,49.598,14.412,0.290571,f,1342258042
3995,22.607901,118.523729,1.8791476050E+02,1.6852793400E+01,VFID3994,NGC4498,HPESL160A_J123140.9+165059,red,187.920526,16.849794,0.000144,0.000138,1557.943,16.099,7.027,166.488,30.086,21.934,0.729032,f,1342258042
3995,23.839365,117.125772,1.8791476050E+02,1.6852793400E+01,VFID3994,NGC4498,HPESL100A_J123141.0+165059,green,187.920919,16.849774,0.000093,0.000089,1013.326,13.394,null,183.476,15.145,12.439,0.821330,f,1342258042
4017,5.260352,-111.889623,1.8801362700E+02,1.6687697300E+01,VFID4016,NGC4502,HPESL160A_J123202.9+164114,red,188.012212,16.687153,0.000263,0.000252,401.768,9.090,3.134,72.486,27.460,null,0.000000,f,1342258044
4030,1.203167,-154.394307,1.7072755800E+02,1.6590197200E+01,VFID4029,NGC3655,HPESL160A_J112254.5+163524,red,170.727407,16.589896,0.000027,0.000026,12703.010,45.302,21.540,727.492,25.904,18.463,0.712769,f,1342255533
4047,1.421900,117.858303,1.8635618850E+02,1.6469974200E+01,VFID4046,NGC4383,HPESL100A_J122525.5+162811,green,186.356553,16.469790,0.000007,0.000007,9229.351,217.413,20.845,142.886,16.013,7.834,0.489236,f,1342257723
4058,15.765414,61.996185,1.9092775050E+02,1.6393507200E+01,VFID4057,NGC4651,HPESL160A_J124343.6+162344,red,190.931781,16.395563,0.000072,0.000069,4944.250,17.527,6.837,585.707,42.732,null,0.000000,f,1342258508
4058,17.895594,-115.314303,1.9092775050E+02,1.6393507200E+01,VFID4057,NGC4651,HPESL100A_J124341.5+162329,green,190.923066,16.391382,0.000035,0.000033,3619.335,10.746,null,711.457,19.151,9.521,0.497173,f,1342258508
4058,18.168820,67.433217,1.9092775050E+02,1.6393507200E+01,VFID4057,NGC4651,HPESL100A_J124343.8+162344,green,190.932609,16.395444,0.000022,0.000021,4058.660,14.725,null,662.880,19.120,9.251,0.483855,f,1342258508
4093,2.464731,-118.774071,1.8089990700E+02,1.6055500300E+01,VFID4092,PGC038113,HPESL100A_J120335.8+160319,green,180.899283,16.055171,0.000033,0.000032,1493.708,68.523,null,70.387,16.439,12.490,0.759759,f,1342257469
4105,21.405541,84.423403,1.8272731500E+02,1.5946273700E+01,VFID4104,PGC038779,HPESL100A_J121056.0+155649,green,182.733470,15.946851,0.000369,0.000354,65.354,6.660,3.093,41.720,47.363,null,0.000000,f,1342198147
4116,4.285953,-34.439793,1.9318433250E+02,1.5847765500E+01,VFID4115,NGC4758,HPESL160A_J125244.0+155055,red,193.183633,15.848747,0.000062,0.000059,1621.880,17.081,11.457,177.845,36.208,12.806,0.353688,f,1342258442
4120,1.957350,78.964302,1.8572866650E+02,1.5822249200E+01,VFID4119,NGC4321,HPESL100A_J122255.0+154920,green,185.729221,15.822353,0.000012,0.000012,18311.668,202.619,null,282.187,27.418,null,0.000000,f,1342212439
4120,3.361030,104.585599,1.8572866650E+02,1.5822249200E+01,VFID4119,NGC4321,HPESL070A_J122255.1+154919,blue,185.729606,15.822014,0.000020,0.000019,11848.148,73.763,null,374.014,23.083,null,0.000000,f,1342212438
4136,4.462978,-48.176972,1.8649623750E+02,1.5670822300E+01,VFID4135,NGC4396,HPESL100A_J122558.8+154018,green,186.495278,15.671649,0.000048,0.000046,1639.365,26.025,null,146.083,14.333,9.183,0.640660,f,1342258064
4144,10.917679,51.264979,1.8871177500E+02,1.5551327000E+01,VFID4143,NGC4540,HPESL100A_J123451.4+153312,green,188.714231,15.553225,0.000049,0.000048,2061.469,13.433,null,331.498,19.669,8.182,0.415997,f,1342258046
4144,12.716397,54.629773,1.8871177500E+02,1.5551327000E+01,VFID4143,NGC4540,HPESL160A_J123451.5+153312,red,188.714765,15.553372,0.000107,0.000103,2402.446,15.519,7.405,286.226,34.732,null,0.000000,f,1342258046
4144,14.136157,-132.082028,1.8871177500E+02,1.5551327000E+01,VFID4143,NGC4540,HPESL160A_J123450.1+153255,red,188.708750,15.548695,0.000176,0.000170,2432.288,15.996,5.638,250.134,58.706,null,0.000000,f,1342258046
4145,2.454588,-22.525622,1.8563060850E+02,1.5537813600E+01,VFID4144,NGC4312,HPESL100A_J122231.2+153218,green,185.630337,15.538443,0.000031,0.000030,4796.254,131.353,46.017,143.909,24.046,12.872,0.535331,f,1342198147
4165,6.034971,150.121417,1.8848616300E+02,1.5354724400E+01,VFID4164,IC0800,HPESL160A_J123356.8+152112,red,188.487029,15.353271,0.000185,0.000179,1134.272,20.449,8.181,92.921,31.731,18.711,0.589661,f,1342258048
4166,2.090650,-126.289294,1.7505626550E+02,1.5342330700E+01,VFID4165,NGC3800,HPESL070A_J114013.3+152031,blue,175.055780,15.341987,0.000007,0.000007,5237.513,97.826,19.178,183.462,16.993,7.861,0.462614,f,1342221865
