cntr_01,dist_x,pang_x,ra_01,dec_01,vfid_01,name,nameH,band,ra,dec,raerr,decerr,flux,snr,stn,strn,fwhmxfit,fwhmyfit,flag_elong,edgeflag,obsid
4610,29.520193,159.668025,188.45,12.78,VFID4609,PGC041744,HPESL100A_J123349.3+124620,green,188.455769,12.77236,0.000464,0.000453,77.79,6.456,5.133,40.973,25.325,null,0,f,1342199776
4616,28.853396,178.477564,183.18,12.76,VFID4615,PGC1415716,HPESL100A_J121242.7+124517,green,183.17807,12.754859,0.000432,0.000421,32.982,3.698,1.998,31.191,43.025,null,0,f,1342198147
4623,13.039419,-36.925631,187.42,12.74,VFID4622,[KHL2017]UCD39,HPESL100A_J122941.0+124438,green,187.420916,12.743896,0.000346,0.000337,92.865,10.351,5.183,45.926,22.672,12.685,0.55952,f,1342199776
4634,12.197038,120.69499,183.45,12.69,VFID4633,PGC039031,HPESL100A_J121348.9+124120,green,183.453934,12.688818,0.000364,0.000356,40.95,6.26,4.816,34.512,26.764,null,0,f,1342198147
4642,0.548064,-159.755766,186.44,12.66,VFID4641,NGC4388,HPESL160A_J122546.7+123943,red,186.44477,12.661957,0.000031,0.00003,8460.215,5.698,14.004,967.52,30.014,13.775,0.45896,f,1342199776
4670,18.708875,-27.666729,186.74,12.59,VFID4669,[KHL2017]UCD23,HPESL100A_J122655.9+123549,green,186.733199,12.596886,0.000503,0.00049,1.041,3.493,2.991,37.867,26.569,null,0,f,1342199776
4684,13.960058,-32.246234,186.85,12.55,VFID4683,[KHL2017]UCD24,HPESL100A_J122722.3+123311,green,186.843202,12.553039,0.00047,0.000459,43.038,3.046,1.782,46.551,42.408,null,0,f,1342199776
4710,3.534048,163.687308,184.29,12.45,VFID4709,IC3099,HPESL160A_J121709.3+122711,red,184.288877,12.452964,0.00019,0.000186,373.726,14.199,10.46,43.925,35.794,13.533,0.378081,f,1342198147
4711,18.163731,-45.329998,187.35,12.45,VFID4710,PGC041156,HPESL100A_J122922.6+122715,green,187.344321,12.45429,0.000372,0.000363,76.004,6.462,4.157,37.484,29.917,null,0,f,1342199776
4724,16.927636,-62.201477,187.71,12.39,VFID4723,NGC4486,HPESL070A_J123048.5+122334,blue,187.702105,12.392712,0.000067,0.000066,259.902,23.93,9.479,27.97,19.651,5.831,0.29671,f,1342224344
4725,3.114356,1.489728,184.39,12.39,VFID4724,IC3105,HPESL100A_J121733.7+122319,green,184.390451,12.388662,0.000452,0.000442,112.947,9.508,5.685,38.355,22.431,null,0,f,1342198147
4728,29.981007,-86.518715,187.83,12.38,VFID4727,[KHL2017]M87UCD-1,HPESL100A_J123117.2+122234,green,187.821781,12.376046,0.000497,0.000485,62.017,7.469,3.294,33.887,40.436,null,0,f,1342199776
4732,5.27133,115.843027,191.19,12.35,VFID4731,IC3718,HPESL160A_J124445.7+122104,red,191.190665,12.351056,0.000396,0.000386,197.51,4.799,2.032,59.448,30.885,16.58,0.536837,f,1342258452
4738,6.062528,-3.593757,188.02,12.34,VFID4737,null,HPESL100A_J123204.3+122036,green,188.018222,12.343395,0.000336,0.000328,17.465,3.513,2.975,47.759,40.384,null,0,f,1342199776
4745,18.86858,-120.811922,187.86,12.33,VFID4744,[KHL2017]M87UCD-32,HPESL100A_J123124.1+121922,green,187.850601,12.322805,0.000467,0.000456,10.066,6.672,4.436,40.55,24.833,11.627,0.46819,f,1342199776
4760,2.272793,92.637546,187.74,12.27,VFID4759,NGC4486A,HPESL100A_J123057.8+121614,green,187.741166,12.270436,0.000231,0.000225,76.186,10.43,8.127,46.386,28.42,12.622,0.44413,f,1342199776
4766,28.721403,66.60711,184.24,12.26,VFID4765,PGC039370,HPESL100A_J121700.0+121600,green,184.250293,12.266663,0.000486,0.000476,36.554,5.139,2.973,29.309,25.169,null,0,f,1342198147
4768,5.659086,147.959357,186.39,12.26,VFID4767,IC3311,HPESL100A_J122533.2+121533,green,186.388593,12.259135,0.000509,0.000497,256.565,8.489,5.631,123.805,22.255,null,0,f,1342187265
4779,0.949634,25.922114,186.01,12.20,VFID4778,NGC4351,HPESL160A_J122401.4+121218,red,186.006202,12.204882,0.00019,0.000186,1123.247,12.78,9.899,125.157,28.475,17.291,0.607256,f,1342187265
4793,3.465484,37.767962,185.65,12.16,VFID4792,PGC040100,HPESL160A_J122236.0+120931,red,185.650028,12.158677,0.000595,0.000582,124.347,2.592,3.01,75.001,51.318,null,0,f,1342187265
4809,17.839386,39.594686,187.04,12.09,VFID4808,IC0794,HPESL160A_J122809.3+120550,red,187.039058,12.097113,0.000639,0.000625,58.862,3.146,1.972,31.092,67.538,null,0,f,1342199776
4811,2.369139,112.207518,192.98,12.08,VFID4810,NGC4746,HPESL100A_J125155.3+120458,green,192.980732,12.082914,0.000015,0.000014,6599.059,27.076,null,690.199,29.257,8.897,0.304082,f,1342258587
4817,1.575171,19.776807,166.76,12.06,VFID4816,UGC06169,HPESL160A_J110703.4+120338,red,166.764171,12.060519,0.000109,0.000107,873.07,19.311,8.739,77.172,30.485,14.157,0.464398,f,1342255559
4830,11.416187,65.242198,187.91,11.99,VFID4829,[KHL2017]M87UCD-25,HPESL100A_J123139.2+115929,green,187.913483,11.991288,0.000465,0.000455,37.85,5.872,3.484,35.136,25.812,null,0,f,1342199776
4854,6.859518,21.082077,190.30,11.89,VFID4853,NGC4607,HPESL100A_J124112.4+115318,green,190.301914,11.888247,0.000008,0.000008,4982.667,45.06,15.091,364.483,14.217,6.986,0.491416,f,1342258460
4856,22.565943,-157.421539,183.74,11.86,VFID4855,PGC039144,HPESL100A_J121458.0+115130,green,183.74174,11.858412,0.000351,0.000344,71.47,7.865,5.241,36.401,23.447,null,0,f,1342198147
4862,1.04547,-0.0636,189.43,11.82,VFID4861,NGC4579,HPESL160A_J123743.5+114906,red,189.431379,11.818425,0.000013,0.000013,2611.083,40.48,11.018,148.399,24.298,13.734,0.565224,t,1342212664
4866,0.94955,147.59382,185.66,11.80,VFID4865,NGC4313,HPESL100A_J122238.5+114803,green,185.660643,11.800759,0.000214,0.00021,2681.976,44.485,28.707,229.697,32.297,12.275,0.380056,f,1342187265
4887,2.766913,-179.190026,160.99,11.70,VFID4886,NGC3351,HPESL070A_J104357.7+114210,blue,160.990406,11.702916,0.00001,0.00001,16945.344,370.804,31.501,172.985,13.023,null,0,f,1342210456
4917,6.184074,168.996207,185.32,11.51,VFID4916,NGC4294,HPESL160A_J122117.9+113032,red,185.3246,11.508933,0.000155,0.000152,2375.931,10.138,8.762,245.33,31.318,null,0,f,1342199776
4918,18.266467,119.302373,185.42,11.50,VFID4917,NGC4299,HPESL160A_J122141.6+113001,red,185.423514,11.500361,0.00049,0.000481,1802.516,8.582,8.014,212.625,63.669,null,0,f,1342187265
4933,24.922375,86.991814,190.73,11.44,VFID4932,null,HPESL100A_J124255.7+112619,green,190.73247,11.438598,0.000373,0.000366,98.604,3.512,3.382,73.21,23.055,null,0,f,1342258456
4945,2.649671,81.578741,185.82,11.37,VFID4944,NGC4330,HPESL160A_J122317.2+112205,red,185.821883,11.367947,0.000065,0.000063,2228.878,12.185,13.783,221.146,37.371,14.963,0.4004,f,1342199776
4950,0.768918,6.039693,171.11,11.34,VFID4949,NGC3666,HPESL100A_J112426.0+112032,green,171.108597,11.342357,0.000022,0.000022,3718.79,25.496,null,381.884,23.446,9.334,0.398084,f,1342255551
4962,0.189999,-124.478585,189.14,11.26,VFID4961,NGC4567,HPESL160A_J123632.7+111529,red,189.13639,11.257927,0.000014,0.000013,2801.007,16.722,2.335,398.603,31.032,18.219,0.587098,t,1342201174
4963,28.978491,-163.468347,189.14,11.24,VFID4962,NGC4568,HPESL100A_J123633.7+111352,green,189.140505,11.231184,0.00001,0.00001,7087.805,3.745,null,4180.373,24.115,14.174,0.587785,f,1342201176
4974,4.872164,126.943771,190.24,11.18,VFID4973,IC3652,HPESL100A_J124058.8+111101,green,190.245114,11.183653,0.000422,0.000416,13.849,3.82,2.668,63.592,29.443,null,0,f,1342199776
5009,35.861487,-155.064631,186.68,10.90,VFID5008,PGC040732,HPESL100A_J122642.9+105344,green,186.67908,10.895692,0.000374,0.000367,49.756,2.283,null,119.564,31.555,null,0,f,1342187265
5013,6.366689,48.114046,183.19,10.87,VFID5012,NGC4178,HPESL100A_J121246.6+105201,green,183.194236,10.866891,0.000025,0.000024,1633.917,16.418,5.732,215.537,19.04,7.254,0.380972,f,1342257715
5031,3.187411,-0.36249,167.48,10.72,VFID5030,NGC3547,HPESL100A_J110955.9+104318,green,167.482997,10.721723,0.000033,0.000033,2662.712,42.358,null,152.111,18.875,10.612,0.562233,f,1342255553
5066,15.860994,133.492672,186.46,10.46,VFID5065,NGC4390,HPESL100A_J122551.4+102722,green,186.464353,10.456017,0.000203,0.0002,529.183,13.432,8.791,137.312,33.676,23.608,0.701043,f,1342199776
5076,0.58772,146.624338,182.04,10.38,VFID5075,NGC4119,HPESL100A_J120809.6+102244,green,182.040109,10.378768,0.000021,0.000021,1346.629,72.758,30.522,69.769,14.292,7.345,0.513953,f,1342257579
5126,0.55606,132.54508,186.34,10.02,VFID5125,NGC4380,HPESL160A_J122522.1+100100,red,186.342401,10.016699,0.000126,0.000124,1291.841,18.575,6.671,100.706,27.424,18.456,0.672976,f,1342199776
5155,0.747547,-105.414915,218.18,9.89,VFID5154,NGC5669,HPESL100A_J143243.8+095329,green,218.182568,9.891371,0.000056,0.000056,1106.161,17.086,null,158.74,14.28,6.952,0.486821,f,1342259529
5177,22.943868,9.531026,193.46,9.71,VFID5176,NGC4779,HPESL100A_J125351.0+094259,green,193.46289,9.716311,0.000119,0.000118,610.942,4.976,null,242.139,18.077,11.653,0.644643,f,1342259154
5194,24.331369,-129.004781,188.91,9.59,VFID5193,PGC041962,HPESL100A_J123537.2+093507,green,188.905008,9.585176,0.000456,0.00045,35.989,4.678,2.606,41.566,25.227,null,0,f,1342198186
5195,1.166459,-51.980981,183.88,9.58,VFID5194,NGC4207,HPESL100A_J121530.4+093506,green,183.87676,9.58513,0.000011,0.00001,5072.626,71.297,16.819,213.967,19.719,7.125,0.361331,f,1342258066
5207,32.410119,-37.009807,184.55,9.50,VFID5206,IC3118,HPESL100A_J121809.7+093025,green,184.54065,9.506884,0.000488,0.00048,54.424,6.427,2.947,45.435,21.455,10.871,0.50671,f,1342198186
5210,35.231657,-109.161002,186.22,9.49,VFID5209,PGC040435,HPESL100A_J122450.8+092925,green,186.21185,9.490291,0.000494,0.000487,27.62,3.148,2.069,32.693,46.478,null,0,f,1342198186
5220,1.175562,-70.542634,187.07,9.44,VFID5219,NGC4445,HPESL160A_J122815.8+092611,red,187.06612,9.436413,0.000118,0.000117,1329.195,20.456,14.593,92.901,50.376,13.632,0.270607,f,1342198186
5221,1.89514,116.367018,187.23,9.42,VFID5220,PGC041090,HPESL100A_J122855.0+092515,green,187.229428,9.420886,0.000462,0.000455,106.848,9.22,5.865,40.213,30.482,null,0,f,1342198186
5223,2.602665,-68.989638,186.80,9.42,VFID5222,NGC4424,HPESL160A_J122711.5+092515,red,186.798016,9.420702,0.000019,0.000019,3984.538,62.277,38.912,142.62,24.286,11.388,0.468908,f,1342225510
5224,1.01154,-9.432988,172.10,9.41,VFID5223,NGC3692,HPESL100A_J112824.0+092429,green,172.100046,9.407934,0.000054,0.000054,1525.665,14.877,null,235.959,24.677,9.482,0.384245,f,1342255683
5237,22.012642,111.01052,185.68,9.33,VFID5236,NGC4316,HPESL070A_J122243.6+091949,blue,185.681741,9.330403,0.00004,0.00004,857.492,4.349,null,432.655,11.519,null,0,f,1342225506
5242,33.868418,-149.468901,148.71,9.27,VFID5241,NGC3049,HPESL100A_J095448.4+091548,green,148.701864,9.2633,0.000376,0.000371,450.382,1.038,null,1053.935,16.848,null,0,f,1342210451
5245,3.661868,-26.224736,187.17,9.26,VFID5244,NGC4451,HPESL100A_J122840.4+091535,green,187.168465,9.259829,0.000075,0.000074,3318.757,155.322,54.001,70.605,22.313,null,0,f,1342198186
5258,0.731605,-173.246955,188.42,9.17,VFID5257,NGC4522,HPESL100A_J123339.7+091029,green,188.415406,9.174661,0.000032,0.000032,2670.273,81.522,59.468,125.589,25.615,13.818,0.539431,f,1342198186
5266,5.38572,10.01465,188.63,9.15,VFID5265,IC3517,HPESL160A_J123430.9+090922,red,188.629018,9.155988,0.000167,0.000165,149.913,6.493,9.284,30.129,26.428,16.015,0.605996,t,1342257427
5272,3.258427,29.962187,187.57,9.09,VFID5271,IC3430,HPESL100A_J123016.9+090510,green,187.570563,9.086027,0.00036,0.000355,69.936,9.677,5.987,40.888,22.952,14.81,0.645261,f,1342198186
5277,1.228874,-39.715085,185.52,9.04,VFID5276,NGC4307,HPESL160A_J122205.6+090238,red,185.52333,9.043972,0.000048,0.000048,3786.294,16.491,18.088,247.618,41.642,14.675,0.3524,f,1342198186
5293,0.964517,-2.227577,204.38,8.89,VFID5292,NGC5248,HPESL100A_J133732.0+085308,green,204.383409,8.885444,0.000009,0.000009,16946.964,88.561,null,655.542,19.423,14.135,0.727728,f,1342261988
5294,25.98309,94.134717,186.70,8.88,VFID5293,NGC4411B,HPESL100A_J122648.9+085303,green,186.703957,8.884069,0.000476,0.00047,218.96,11.161,5.42,65.506,21.815,null,0,f,1342198186
5324,16.198481,-74.866344,185.49,8.67,VFID5323,UGC07424,HPESL100A_J122156.4+084034,green,185.485134,8.676155,0.000411,0.000405,11.325,4.199,3.41,34.189,31.156,null,0,f,1342198186
5325,23.274709,73.278302,188.38,8.65,VFID5324,NGC4519,HPESL070A_J123331.7+083924,blue,188.382317,8.656575,0.000089,0.000088,522.247,5.25,null,184.439,17.277,null,0,f,1342225550
5336,13.469766,-73.822014,189.42,8.56,VFID5335,PGC042160,HPESL160A_J123740.4+083335,red,189.418549,8.559839,0.000464,0.00046,327.587,9.946,10.78,55.512,28.984,null,0,f,1342198186
5340,8.959489,40.537355,186.06,8.54,VFID5339,NGC4356,HPESL160A_J122415.0+083218,red,186.062551,8.538271,0.000069,0.000068,1434.303,27.197,23.46,81.141,32.523,14.113,0.433948,f,1342198186
5355,3.058114,89.209503,187.50,8.43,VFID5354,PGC1346685,HPESL100A_J122959.7+082555,green,187.498765,8.43183,0.000461,0.000456,45.637,5.995,4.038,37.911,22.577,7.498,0.332092,f,1342198186
5381,13.69168,27.124919,186.51,8.19,VFID5380,PGC040631,HPESL100A_J122601.6+081149,green,186.507052,8.196885,0.000491,0.000485,34.163,5.096,3.321,34.718,30.606,null,0,f,1342198186
5406,1.066431,15.482094,193.68,8.05,VFID5405,NGC4791,HPESL100A_J125443.9+080312,green,193.683191,8.053391,0.000124,0.000123,301.774,13.068,null,69.831,17.862,12.179,0.681814,f,1342259150
5430,2.267446,70.437874,186.69,7.92,VFID5429,NGC4416,HPESL100A_J122646.8+075509,green,186.695183,7.919061,0.000126,0.000125,1223.366,67.655,20.159,58.395,21.528,19.051,0.88493,f,1342198186
5433,6.566377,-68.32319,193.85,7.91,VFID5432,UGC08045,HPESL160A_J125523.0+075438,red,193.845881,7.910576,0.000577,0.000571,379.505,7.618,7.865,73.438,38.717,null,0,f,1342259148
5437,8.512776,57.423417,189.59,7.89,VFID5436,UGC07802,HPESL160A_J123821.3+075334,red,189.588894,7.892772,0.000243,0.000241,396.94,8.911,8.096,65.218,31.944,11.535,0.361091,f,1342258468
5451,2.659196,-16.892345,187.41,7.82,VFID5450,NGC4470,HPESL160A_J122937.7+074929,red,187.407302,7.824817,0.000114,0.000113,2850.422,20.749,23.586,165.224,30.505,null,0,f,1342198186
5475,1.774607,91.287334,188.51,7.70,VFID5474,NGC4526,HPESL070A_J123403.1+074157,blue,188.513042,7.69925,0.000007,0.000007,7843.466,433.617,56.212,108.892,13.235,5.694,0.430205,f,1342225548
5476,1.366232,-5.694479,187.38,7.70,VFID5475,NGC4466,HPESL100A_J122930.5+074148,green,187.377282,7.696797,0.000178,0.000177,636.379,43.664,19.046,47.096,22.838,null,0,f,1342198186
5478,0.8919,36.222443,185.03,7.69,VFID5477,NGC4276,HPESL100A_J122007.5+074131,green,185.031298,7.691882,0.000353,0.00035,456.241,17.433,7.905,84.79,26.655,null,0,f,1342198186
5485,10.11255,23.322811,186.87,7.64,VFID5484,UGC07567,HPESL160A_J122729.4+073847,red,186.872517,7.646267,0.00057,0.000565,81.431,3.895,3.78,34.142,31.071,null,0,f,1342198186
5494,23.102619,133.572801,186.23,7.56,VFID5493,PGC040437,HPESL100A_J122455.2+073309,green,186.230022,7.552512,0.000341,0.000337,86.076,6.333,3.003,47.302,34.342,null,0,f,1342199758
5495,1.170345,77.11328,186.48,7.55,VFID5494,IC3322,HPESL160A_J122554.1+073317,red,186.475799,7.554852,0.000073,0.000072,1443.666,16.772,18.541,117.821,34.963,14.685,0.420009,f,1342198186
5500,26.181645,71.43847,186.26,7.50,VFID5499,PGC040453,HPESL160A_J122504.6+073022,red,186.269341,7.50607,0.000631,0.000626,259.784,4.388,3.24,88.348,28.14,null,0,t,1342225520
5509,4.130254,124.669794,186.23,7.44,VFID5508,NGC4370,HPESL070A_J122455.1+072639,blue,186.229799,7.444048,0.000012,0.000012,1298.556,147.887,29.61,59.589,13.019,5.384,0.413511,f,1342225520
5527,6.44187,-132.704758,186.80,7.26,VFID5526,UGC07557,HPESL160A_J122711.0+071542,red,186.795875,7.261786,0.000529,0.000525,99.006,4.351,2.628,27.525,53.499,26.425,0.493932,f,1342225516
5533,4.429437,123.960951,186.43,7.22,VFID5532,IC3322A,HPESL100A_J122542.7+071259,green,186.428266,7.216451,0.000096,0.000096,2078.387,24.824,17.48,315.277,40.316,13.074,0.324276,f,1342199758
5542,1.115796,-90.476674,185.95,7.19,VFID5541,IC3259,HPESL100A_J122348.4+071112,green,185.951817,7.186655,0.0002,0.000198,423.977,32.377,15.615,49.454,21.719,16.451,0.757443,f,1342198186
5544,16.892941,-128.294194,186.06,7.18,VFID5543,PGC040338,HPESL100A_J122412.9+071020,green,186.053989,7.172192,0.000476,0.000472,17.672,3.854,3.269,31.394,26.587,null,0,f,1342199758
5545,5.206142,-122.527223,166.74,7.17,VFID5544,NGC3526,HPESL160A_J110656.3+071023,red,166.734696,7.173132,0.000122,0.000121,1103.327,17.908,6.93,106.848,39.622,13.632,0.344037,f,1342255575
5547,10.048743,26.083452,188.66,7.16,VFID5546,IC3521,HPESL160A_J123439.8+070946,red,188.665837,7.162664,0.000053,0.000053,1578.12,11.23,19.7,171.94,41.318,null,0,f,1342198186
5572,1.03374,78.82424,186.02,7.04,VFID5571,IC3267,HPESL160A_J122405.6+070229,red,186.023334,7.041381,0.000464,0.000461,522.927,14.015,10.206,50.127,32.051,null,0,f,1342198186
5574,0.272508,-153.608339,183.26,7.04,VFID5573,NGC4180,HPESL070A_J121303.0+070220,blue,183.262748,7.038869,0.000009,0.000009,4806.226,107.866,23.696,170.792,13.233,6.589,0.497906,f,1342224342
5583,0.547073,-162.634695,185.91,6.95,VFID5582,NGC4343,HPESL100A_J122338.6+065714,green,185.911217,6.95393,0.000029,0.000028,2780.181,80.567,48.895,144.55,24.112,11.795,0.489196,f,1342198186
5610,3.815234,64.053917,187.37,6.77,VFID5609,IC3414,HPESL100A_J122929.0+064619,green,187.370853,6.771985,0.000304,0.000303,284.646,20.258,11.083,53.215,27.486,15.7,0.571216,f,1342198186
5626,1.703716,-169.236853,185.72,6.68,VFID5625,IC3229,HPESL100A_J122252.7+064046,green,185.719884,6.679493,0.000489,0.000485,114.23,11.824,5.419,37.368,40.468,15.811,0.390705,f,1342199758
5628,1.70477,57.136295,185.66,6.68,VFID5627,IC3225,HPESL100A_J122239.1+064039,green,185.662983,6.677579,0.000191,0.00019,334.521,17.001,8.885,67.337,43.875,15.218,0.346838,f,1342198186
5633,7.794071,-11.236064,184.50,6.65,VFID5632,IC3115,HPESL160A_J121759.8+063922,red,184.499392,6.656218,0.000301,0.000299,244.752,7.222,4.588,34.78,58.822,null,0,f,1342233044
5638,2.085399,138.698305,186.03,6.61,VFID5637,IC3268,HPESL100A_J122407.5+063627,green,186.031364,6.607587,0.000125,0.000124,1050.905,62.89,28.738,48.903,26.363,null,0,f,1342198186
5653,6.646816,-36.326187,188.58,6.47,VFID5652,NGC4532,HPESL160A_J123419.0+062810,red,188.579523,6.469536,0.000042,0.000041,5542.286,22.179,10.14,613.261,33.114,13.321,0.402286,f,1342258474
5664,1.583769,-16.676688,184.80,6.38,VFID5663,PGC039634,HPESL100A_J121912.3+062255,green,184.801445,6.382021,0.000281,0.000279,87.387,13.001,6.468,34.612,26.108,11.072,0.424064,f,1342199758
5677,12.602605,137.223853,186.86,6.26,VFID5676,NGC4430,HPESL160A_J122726.8+061537,red,186.86206,6.260402,0.000526,0.000523,1149.529,8.756,3.68,149.774,62.887,null,0,f,1342198186
5685,18.659834,-75.438848,164.04,6.17,VFID5684,PGC032861,HPESL070A_J105607.8+061027,blue,164.032768,6.174136,0.000284,0.000282,123.161,3.37,1.481,52.382,19.758,null,0,f,1342247300
5696,0.570803,-39.159721,184.84,6.10,VFID5695,NGC4260,HPESL100A_J121922.2+060556,green,184.842723,6.098967,0.000219,0.000217,217.236,15.266,8.351,50.457,37.449,13.979,0.373279,f,1342199758
5714,1.32515,6.320098,189.80,6.01,VFID5713,NGC4591,HPESL100A_J123912.4+060045,green,189.801815,6.012637,0.000028,0.000028,1228.54,45.012,14.248,78.759,14.032,8.158,0.581405,f,1342258575
5744,2.209303,-144.412917,186.79,5.88,VFID5743,NGC4423,HPESL100A_J122708.9+055249,green,186.787276,5.880165,0.000084,0.000083,478.143,11.894,8.367,107.381,20.996,8.067,0.384223,f,1342258494
5748,38.765199,-32.479722,184.63,5.85,VFID5747,PGC039539,HPESL100A_J121830.3+055132,green,184.62636,5.858904,0.000362,0.000359,66.501,6.541,3.461,35.163,24.08,null,0,f,1342199758
5760,2.187629,177.281385,183.66,5.81,VFID5759,NGC4197,HPESL070A_J121438.5+054818,blue,183.6606,5.804958,0.00002,0.00002,1181.812,7.551,9.09,339.226,13.861,6.221,0.448813,f,1342233046
5772,5.881521,11.05909,186.33,5.74,VFID5771,NGC4376,HPESL100A_J122518.1+054434,green,186.325621,5.742745,0.000152,0.000152,785.874,43.403,19.893,59.959,31.454,19.001,0.604097,f,1342199758
5777,1.874673,-10.332928,186.98,5.72,VFID5776,UGC07579,HPESL160A_J122755.3+054318,red,186.98069,5.72167,0.000126,0.000126,886.617,30.095,37.79,50.866,29.811,12.978,0.435354,f,1342199758
5800,1.119771,49.202801,185.10,5.57,VFID5799,NGC4282,HPESL100A_J122024.3+053423,green,185.101458,5.573059,0.000141,0.000141,205.567,21.111,15.206,43.185,24.793,11.368,0.458521,f,1342199758
5801,7.112518,-134.078343,184.63,5.56,VFID5800,NGC4252,HPESL160A_J121830.5+053329,red,184.627296,5.558104,0.000354,0.000352,206.05,7.704,7.553,42.972,28.237,null,0,f,1342199758
5804,1.302642,11.048213,184.93,5.54,VFID5803,NGC4266,HPESL100A_J121942.2+053219,green,184.926224,5.538713,0.000036,0.000036,1249.21,104.238,48.947,48.21,22.578,11.613,0.514366,f,1342199758
5815,28.498482,-154.74595,184.96,5.46,VFID5814,NGC4270,HPESL100A_J121948.6+052722,green,184.952567,5.456242,0.000415,0.000413,21.479,5.324,2.921,35.666,29.376,null,0,f,1342199758
5843,2.411445,-71.243112,208.74,5.33,VFID5842,NGC5356,HPESL100A_J135458.2+052002,green,208.742892,5.333916,0.000058,0.000058,1210.593,14.63,null,202.437,21.418,9.022,0.421232,f,1342259304
5845,16.52211,119.823509,209.09,5.33,VFID5844,SDSSJ135621.34+051944.3,HPESL160A_J135622.2+051936,red,209.09281,5.326705,0.0006,0.000597,437.619,6.068,5.423,98.872,25.063,null,0,t,1342259302
5847,8.36512,-148.879983,192.49,5.31,VFID5846,NGC4713,HPESL100A_J124957.5+051834,green,192.489781,5.309349,0.000172,0.000171,1563.936,11.921,null,267.475,24.456,null,0,f,1342259144
5853,10.558477,-138.603189,185.78,5.25,VFID5852,NGC4324,HPESL160A_J122305.7+051454,red,185.773793,5.248252,0.000264,0.000263,1235.533,14.261,12.982,146.102,42.688,null,0,f,1342225540
5856,2.899197,179.538854,208.55,5.23,VFID5855,NGC5348,HPESL160A_J135411.2+051335,red,208.546925,5.226481,0.000133,0.000133,674.842,14.944,9.299,74.706,26.231,12.398,0.472634,f,1342259306
5865,9.258558,-53.261195,186.01,5.18,VFID5864,PGC040310,HPESL160A_J122402.7+051056,red,186.011243,5.182124,0.000552,0.00055,169.762,7.338,5.846,31.495,30.406,12.792,0.420704,f,1342199758
5878,26.736592,91.760115,185.51,5.10,VFID5877,UGC07422,HPESL100A_J122203.0+050600,green,185.512891,5.099986,0.000418,0.000416,65.093,1.245,3.763,260.305,21.56,null,0,f,1342199758
5888,10.830394,-75.90634,184.47,5.03,VFID5887,PGC039468,HPESL100A_J121752.1+050140,green,184.467426,5.02786,0.000396,0.000394,54.323,4.839,3.691,35.183,23.374,null,0,f,1342199758
5890,32.686018,30.334704,209.05,5.01,VFID5889,NGC5364,HPESL160A_J135613.0+050121,red,209.054493,5.022493,0.000101,0.000101,1624.333,15.714,4.517,183.311,29.565,14.685,0.496694,f,1342259555
5906,3.520385,-46.877189,220.74,4.89,VFID5905,IC1048,HPESL160A_J144257.8+045325,red,220.740844,4.890351,0.000029,0.000029,3971.688,29.127,20.426,301.632,27.083,12.033,0.444311,f,1342261303
5950,1.883114,165.577611,185.61,4.57,VFID5949,NGC4303A,HPESL070A_J122227.2+043357,blue,185.613534,4.565767,0.000246,0.000245,213.725,12.042,null,49.413,13.924,9.195,0.660409,f,1342225538
5961,38.119494,5.54791,185.48,4.47,VFID5960,NGC4303,HPESL100A_J122155.0+042904,green,185.479441,4.484316,0.000069,0.000069,4234.596,16.147,3.796,980.645,45.307,29.704,0.655619,f,1342199758
5963,0.132905,114.442723,193.31,4.46,VFID5962,NGC4765,HPESL160A_J125314.4+042748,red,193.310392,4.463314,0.00002,0.00002,2335.114,42.397,25.946,104.941,25.92,14.779,0.570159,t,1342248060
5965,10.014346,102.870253,218.35,4.45,VFID5964,NGC5668,HPESL160A_J143324.9+042700,red,218.354015,4.449876,0.000268,0.000267,404.131,3.946,1.258,131.107,44.25,null,0,f,1342259537
5989,0.395097,133.742768,193.95,4.30,VFID5988,NGC4808,HPESL100A_J125548.9+041815,green,193.954067,4.304101,0.000041,0.000041,5890.025,15.682,null,892.948,31.813,11.725,0.368564,f,1342259146
5993,0.679377,-15.754854,187.61,4.25,VFID5992,NGC4480,HPESL160A_J123026.7+041448,red,187.61155,4.246674,0.000222,0.000223,1795.754,10.942,8.6,177.873,47.44,null,0,f,1342199758
5996,0.822797,74.562756,185.07,4.20,VFID5995,UGC07387,HPESL100A_J122017.4+041207,green,185.072726,4.202023,0.000134,0.000134,463.139,29.916,20.517,62.278,32.541,12.256,0.376636,f,1342199758
6018,3.622907,92.820051,186.16,4.00,VFID6017,PGC040408,HPESL100A_J122439.6+035944,green,186.165349,3.995465,0.000389,0.000388,81.32,8.98,5.151,44.589,27.721,10.186,0.367446,f,1342199758
6019,1.825257,100.971303,215.02,3.99,VFID6018,NGC5560,HPESL160A_J142004.5+035934,red,215.018896,3.992657,0.000044,0.000044,3403.009,31.517,19.162,218.223,49.096,12.168,0.247842,f,1342259545
6024,16.946169,149.669912,186.65,3.96,VFID6023,NGC4412,HPESL070A_J122636.6+035739,blue,186.65266,3.960725,0.000051,0.000051,1878.638,10.78,null,199.998,19.179,null,0,f,1342225544
6029,34.064504,96.028729,207.07,3.95,VFID6028,NGC5300,HPESL160A_J134818.3+035700,red,207.076292,3.949883,0.000258,0.000257,395.768,5.631,1.566,98.126,36.496,null,0,f,1342261986
