VFID,RA,DEC,vr,radius,radius_flag,objname,PGC,NSAIDV1,NSAIDV0,AGC,NEDname,HLflag,NSAV1flag,NSAV0flag,A100flag,VFID_V1,COflag,HAflag,HAobsflag,Z0MGSflag,Steerflag,unwiseflag,prefix
VFID5893,116.435166,4.98125,2768.5,35.00428771972656,True,UGC04010,21730,0,0,4010,UGC 04010,True,False,False,True,VFID5910,False,False,False,True,True,False,VFID5893-UGC04010
VFID5894,130.3828155,4.9803368,1943.6,49.33115005493164,True,NGC2644,24425,594558,135430,4533,NGC 2644,True,True,True,True,VFID5911,False,False,False,True,True,True,VFID5894-NGC2644
VFID5895,173.82668700000002,4.9548434,1415.6,9.707809448242188,True,PGC1275866,1275866,147360,30566,213169,WISEA J113518.39+045716.3,True,True,True,True,VFID5912,False,False,False,False,True,True,VFID5895-WISEAJ113518.39+045716.3
VFID5896,144.842976,4.9523997,1892.3,11.171751022338867,True,PGC1275824,1275824,192008,39964,192830,2MASX J09392231+0457091,True,True,True,True,VFID5913,False,False,False,False,True,True,VFID5896-2MASXJ09392231+0457091
VFID5897,185.5456875,4.9518667,1966.6,21.28733253479004,True,PGC040050,40050,667350,161597,0,VCC 0531,True,True,True,False,VFID5914,False,False,True,False,True,True,VFID5897-VCC0531
VFID5898,189.8302635,4.94389,1959.6,10.867289543151855,True,PGC1275680,1275680,0,0,0,WISEA J123919.27+045638.0,True,False,False,False,VFID5915,False,False,False,False,True,True,VFID5898-WISEAJ123919.27+045638.0
VFID5899,134.837502,4.9419436,2468.8,22.293291091918945,True,AGC188732,5059034,0,0,188732,AGC 188732,True,False,False,True,VFID5916,False,False,False,False,True,True,VFID5899-AGC188732
VFID5900,189.841164,4.9366658,1612.7,22.035415649414062,True,PGC042340,42340,0,0,220883,VCC 1789,True,False,False,True,VFID5917,False,False,False,True,True,True,VFID5900-VCC1789
VFID5901,186.32523450000002,4.9249453,2558.2,62.67888259887695,True,NGC4378,40490,628271,141315,7497,NGC 4378,True,True,True,True,VFID5918,False,False,False,True,True,True,VFID5901-NGC4378
VFID5902,160.044576,4.9089248,747.2,47.294437408447266,True,AGC208399,5059118,0,0,208399,PGC1 5059118 NED001,True,False,False,True,VFID5919,False,False,False,False,True,False,VFID5902-PGC15059118NED001
VFID5903,192.60006299999998,4.9060975,650.0,7.615421772003174,True,AGC227972,5060289,0,0,227972,AGC 227972,True,False,False,True,VFID5920,False,False,False,False,True,True,VFID5903-AGC227972
VFID5904,192.694929,4.8899272,720.0,10.259383201599121,True,SDSSJ125046.77+045323.7,3395373,151057,31032,0,WISEA J125046.76+045323.1,True,True,True,False,VFID5921,False,False,False,False,True,True,VFID5904-WISEAJ125046.76+045323.1
VFID5905,220.74156,4.8896824,1584.1,62.534725189208984,True,IC1048,52564,88064,18301,9483,IC 1048,True,True,True,True,VFID5922,True,True,True,True,True,True,VFID5905-IC1048
VFID5906,145.712079,4.8896168,1939.1,28.760597229003906,True,HIPASSJ0942+04,4668301,623375,136041,193813,SDSS J094250.75+045327.5,True,True,True,True,VFID5923,False,False,False,False,True,True,VFID5906-SDSSJ094250.75+045327.5
VFID5907,208.474164,4.8877782,1280.8,18.4348087310791,True,AGC238709,5057594,0,0,238709,AGC 238709,True,False,False,True,VFID5924,False,False,False,False,True,True,VFID5907-AGC238709
VFID5908,169.0000005,4.8758327,2524.0,15.683387756347656,True,AGC219198,5060216,0,0,219198,AGC 219198,True,False,False,True,VFID5925,False,False,False,False,True,True,VFID5908-AGC219198
VFID5909,194.014521,4.8668089,1371.2,30.0,True,AGC227974,5057592,0,0,227974,AGC 227974,True,False,False,True,VFID5926,False,False,False,False,True,False,VFID5909-AGC227974
VFID5910,184.58569799999998,4.8537948,2077.1,26.31002426147461,True,SDSSJ121820.56+045113.6,3394017,149184,30748,0,VCCA 016,True,True,True,False,VFID5927,False,False,False,False,True,True,VFID5910-VCCA016
VFID5911,214.281036,4.8370429,1642.0,9.707809448242188,True,PGC3126117,3126117,86908,17934,242152,WISEA J141707.44+045013.3,True,True,True,True,VFID5928,False,False,False,False,True,True,VFID5911-WISEAJ141707.44+045013.3
VFID5912,146.91084,4.82167,3299.0,10.940372467041016,True,,-1000,0,0,192950,2MASX J09473857+0449179,False,False,False,True,VFID5929,False,False,False,False,True,True,VFID5912-2MASXJ09473857+0449179
VFID5913,181.0182945,4.8129161,2240.0,21.33640480041504,True,SDSSJ120404.33+044847.2,4001803,149035,30738,224236,SDSS J120404.33+044847.2,True,True,True,True,VFID5930,False,False,False,False,True,True,VFID5913-SDSSJ120404.33+044847.2
VFID5914,186.3895005,4.8077998,2472.9,6.5935797691345215,True,PGC040531,40531,628283,141327,0,VCC 0806,True,True,True,False,VFID5931,False,False,False,False,True,True,VFID5914-VCC0806
VFID5915,150.5000085,4.7909582,1677.8,6.984273910522461,True,PGC1273344,1273344,83429,17155,0,WISEA J100200.00+044727.0,True,True,True,False,VFID5932,False,False,False,False,True,True,VFID5915-WISEAJ100200.00+044727.0
VFID5916,184.7339775,4.7860221,1977.1,40.56217575073242,True,NGC4255,39592,628092,141118,0,NGC 4255,True,True,True,False,VFID5933,False,False,False,True,True,True,VFID5916-NGC4255
VFID5917,185.392002,4.7794754,2121.9,34.76332092285156,True,UGC07411,39951,572659,124477,0,UGC 07411,True,True,True,False,VFID5934,False,False,True,True,True,True,VFID5917-UGC07411
VFID5918,184.83801899999997,4.7734191,2065.3,8.243682861328125,True,PGC1273077,1273077,149621,30790,0,WISEA J121921.13+044623.9,True,True,True,False,VFID5935,False,False,False,False,True,True,VFID5918-WISEAJ121921.13+044623.9
VFID5919,220.761804,4.7654492,1700.2,29.724958419799805,True,UGC09485,52574,0,0,9485,UGC 09485,True,False,False,True,VFID5936,False,True,True,True,True,True,VFID5919-UGC09485
VFID5920,235.2764955,4.7527757,1977.0,10.693533897399902,True,SDSSJ154106.34+044510.1,4473692,0,0,258331,SDSS J154106.34+044510.1,True,False,False,True,VFID5937,False,False,False,False,True,True,VFID5920-SDSSJ154106.34+044510.1
VFID5921,189.371076,4.7511242,1642.4,16.48622703552246,True,PGC042143,42143,150024,30847,222314,VCC 1713,True,True,True,True,VFID5938,False,False,False,False,True,True,VFID5921-VCC1713
VFID5922,145.088049,4.7351174,1986.9,13.555678367614746,True,SDSSJ094021.13+044406.3,3998262,82770,17030,192937,WISEA J094021.13+044406.7,True,True,True,True,VFID5939,False,False,False,False,True,True,VFID5922-WISEAJ094021.13+044406.7
VFID5923,157.1824545,4.7343459,1181.7,20.0,True,AGC208394,5059697,0,0,208394,AGC 208394,True,False,False,True,VFID5940,False,False,False,False,True,False,VFID5923-AGC208394
VFID5924,221.584272,4.7329374,1515.8,13.216646194458008,True,SDSSJ144620.21+044358.4,3360387,88152,18316,242625,SDSS J144620.20+044358.4,True,True,True,True,VFID5941,False,False,False,False,True,True,VFID5924-SDSSJ144620.20+044358.4
VFID5925,111.975012,4.6962348,2088.5,30.0,False,HIPASSJ0727+04,4668298,0,0,171494,AGC 171494,True,False,False,True,VFID5942,False,False,False,False,True,False,VFID5925-AGC171494
VFID5926,191.99925000000002,4.6948621,1020.5,23.775039672851562,True,PGC043215,43215,670728,162423,0,CGCG 043-030,True,True,True,False,VFID5943,False,False,False,False,True,True,VFID5926-CGCG043-030
VFID5927,169.5564405,4.6918532,2628.0,10.259383201599121,True,SDSSJ111813.55+044130.6,4000656,146741,30459,214282,SDSS J111813.55+044130.6,True,True,True,True,VFID5944,False,False,False,False,True,True,VFID5927-SDSSJ111813.55+044130.6
VFID5928,145.578957,4.6892147,2035.9,8.89449405670166,True,SDSSJ094218.93+044121.8,3355936,623372,136037,0,WISEA J094218.99+044121.5,True,True,True,False,VFID5945,False,False,False,False,True,True,VFID5928-WISEAJ094218.99+044121.5
VFID5929,171.4166955,4.6764966,1506.5,9.552592277526855,True,SDSSJ112539.99+044035.4,3393428,146655,30413,214318,WISEA J112540.02+044036.0,True,True,True,True,VFID5946,False,False,False,False,True,True,VFID5929-WISEAJ112540.02+044036.0
VFID5930,145.54783350000002,4.6731389,2041.5,63.55083465576172,True,NGC2966,27734,623370,136035,5181,NGC 2966,True,True,True,True,VFID5947,False,False,False,True,True,True,VFID5930-NGC2966
VFID5931,185.63208300000002,4.6697218,2214.0,30.0,False,AGC227956,5060267,0,0,227956,VCCA 080,True,False,False,True,VFID5948,False,False,True,False,True,True,VFID5931-VCCA080
VFID5932,179.7530685,4.6696745,1607.5,10.81735897064209,True,PGC1271536,1271536,148528,30668,213178,WISEA J115900.77+044010.6,True,True,True,True,VFID5949,False,False,False,False,True,True,VFID5932-WISEAJ115900.77+044010.6
VFID5933,169.2549195,4.6622682,1461.8,7.587893962860107,True,SDSSJ111701.18+043944.1,3391758,146353,30296,215186,WISEA J111701.15+043944.2,True,True,True,True,VFID5950,False,False,False,False,True,True,VFID5933-WISEAJ111701.15+043944.2
VFID5934,170.5463025,4.6615455,1304.7,14.659570693969727,True,SDSSJ112211.07+043941.4,4011025,626400,139263,0,WISEA J112211.06+043941.7,True,True,True,False,VFID5951,False,False,False,False,True,True,VFID5934-WISEAJ112211.06+043941.7
VFID5935,184.77138300000001,4.6607961,2348.2,18.28610610961914,True,PGC039621,39621,628100,141126,220344,VCC 0320,True,True,True,True,VFID5952,False,False,False,False,True,True,VFID5935-VCC0320
VFID5936,192.3156,4.6561494,2669.5,26.370676040649414,True,UGC07976,43338,150855,142392,7976,UGC 07976,True,True,True,True,VFID5953,False,False,False,True,True,True,VFID5936-UGC07976
VFID5937,184.001649,4.6508945,2188.1,21.683094024658203,True,PGC039265,39265,0,0,220264,VCC 0172,True,False,False,True,VFID5954,False,False,False,True,True,True,VFID5937-VCC0172
VFID5938,184.5484275,4.6445681,2089.1,21.9847354888916,True,SDSSJ121811.60+043840.2,4002239,149175,30745,224258,WISEA J121811.65+043840.3,True,True,True,True,VFID5955,False,False,False,False,True,True,VFID5938-WISEAJ121811.65+043840.3
VFID5939,169.536324,4.6161782,2337.5,14.03205394744873,True,UGC06317,34529,146740,30458,6317,UGC 06317,True,True,True,True,VFID5956,False,False,False,True,True,True,VFID5939-UGC06317
VFID5940,219.5940075,4.6132348,1704.1,13.493395805358887,True,SDSSJ143822.55+043647.7,4004906,87834,18227,0,WISEA J143822.57+043647.9,True,True,True,False,VFID5957,False,False,False,False,True,True,VFID5940-WISEAJ143822.57+043647.9
VFID5941,169.3632105,4.6047865,1746.9,29.86216163635254,True,UGC06306,34476,0,0,6306,UGC 06306,True,False,False,True,VFID5958,False,False,False,False,True,False,VFID5941-UGC06306
VFID5942,223.180995,4.6046209,1589.0,18.88518524169922,True,SDSSJ145243.39+043616.7,4436980,0,0,249264,SDSS J145243.39+043616.7,True,False,False,True,VFID5959,False,False,False,False,True,True,VFID5942-SDSSJ145243.39+043616.7
VFID5943,185.3186115,4.5956819,2260.3,48.09736251831055,True,NGC4292,39922,572665,124480,0,NGC 4292,True,True,True,False,VFID5960,False,False,True,True,True,True,VFID5943-NGC4292
VFID5944,162.8962875,4.5831879,1039.7,40.84334182739258,True,UGC05974,32570,625427,138215,5974,UGC 05974,True,True,True,True,VFID5961,False,False,False,True,True,True,VFID5944-UGC05974
VFID5945,235.487232,4.5798578,1973.0,21.320581436157227,True,AGC258332,5059379,392731,81254,258332,SDSS J154157.11+043444.9,True,True,True,True,VFID5962,False,False,False,False,True,True,VFID5945-SDSSJ154157.11+043444.9
VFID5946,184.86558,4.5784665,1711.4,19.503890991210938,True,PGC1270208,1270208,149620,30789,0,VCCA 018,True,True,True,False,VFID5963,False,False,False,False,True,True,VFID5946-VCCA018
VFID5947,188.24179949999998,4.5784001,1228.5,31.054264068603516,True,PGC041647,41647,628547,141618,220762,VCC 1468,True,True,True,True,VFID5964,False,False,False,False,True,True,VFID5947-VCC1468
VFID5948,157.905297,4.5727703,1168.6,12.306122779846191,True,SDSSJ103137.27+043422.0,3999555,84739,17449,0,WISEA J103137.28+043421.5,True,True,True,False,VFID5965,False,False,False,False,True,True,VFID5948-WISEAJ103137.28+043421.5
VFID5949,185.6134035,4.5662732,1279.3,34.050323486328125,True,NGC4303A,40087,628205,141242,7439,NGC 4301,True,True,True,True,VFID5966,False,False,True,True,True,True,VFID5949-NGC4301
VFID5950,169.3756515,4.5555312,1613.7,41.98762130737305,True,NGC3611,34478,626246,139090,6305,NGC 3604,True,True,True,True,VFID5967,False,False,False,True,True,True,VFID5950-NGC3604
VFID5951,113.55262499999999,4.5464167,1237.4,27.36032485961914,True,UGC03912,21303,0,0,3912,UGC 03912,True,False,False,True,VFID5968,False,False,False,False,True,False,VFID5951-UGC03912
VFID5952,220.871601,4.5315596,1727.4,22.18815803527832,True,SDSSJ144329.17+043153.5,4004996,88070,18303,242618,WISEA J144329.24+043153.9,True,True,True,True,VFID5969,False,False,True,False,True,True,VFID5952-WISEAJ144329.24+043153.9
VFID5953,160.696059,4.5311351,3212.6,3.6908063888549805,True,SDSSJ104247.04+043152.0,3358164,84933,17487,0,WISEA J104247.04+043152.1,True,True,True,False,VFID5970,False,False,False,False,True,True,VFID5953-WISEAJ104247.04+043152.1
VFID5954,230.7535455,4.5294889,1830.0,18.49785041809082,True,UGC09830,54909,632620,0,9830,UGC 09830,True,True,False,True,VFID5971,False,False,False,True,True,True,VFID5954-UGC09830
VFID5955,149.31878700000001,4.5265981,2137.5,41.22126007080078,True,UGC05347,28741,649436,157619,5347,UGC 05347,True,True,True,True,VFID5972,False,False,False,True,True,True,VFID5955-UGC05347
VFID5956,190.2097305,4.5258124,745.5,19.414278030395508,True,PGC042497,42497,669441,162226,0,VCC 1855,True,True,True,False,VFID5973,False,False,False,False,True,True,VFID5956-VCC1855
VFID5957,236.60235749999998,4.4890846,1860.8,8.956148147583008,True,SDSSJ154624.57+042920.5,4477253,575155,125042,0,WISEA J154624.61+042920.4,True,True,True,False,VFID5974,False,False,False,False,True,True,VFID5957-WISEAJ154624.61+042920.4
VFID5958,184.44735599999998,4.478365,2068.3,20.282489776611328,True,PGC039460,39460,666794,161408,0,VCC 0256,True,True,True,False,VFID5975,False,False,False,False,True,True,VFID5958-VCC0256
VFID5959,148.9073085,4.47672,1943.5,13.999781608581543,True,PGC1268744,1268744,83118,17095,192960,WISEA J095537.76+042836.7,True,True,True,True,VFID5976,False,False,False,False,True,True,VFID5959-WISEAJ095537.76+042836.7
VFID5960,185.47841400000001,4.4737765,1566.8,206.59568786621094,True,NGC4303,40001,628187,141222,7420,MESSIER 061,True,True,True,True,VFID5977,False,False,True,True,True,False,VFID5960-MESSIER061
VFID5961,157.8051645,4.4718409,1176.0,87.52281188964844,True,UGC05708,31037,0,0,5708,UGC 05708,True,False,False,True,VFID5978,False,False,False,True,True,True,VFID5961-UGC05708
VFID5962,193.310358,4.4633294,717.3,34.68336868286133,True,NGC4765,43775,150802,30972,8018,NGC 4765,True,True,True,True,VFID5979,False,False,False,True,True,True,VFID5962-NGC4765
VFID5963,193.064169,4.4575,700.6,27.02151107788086,True,AGC226122,5059229,0,0,226122,AGC 226122,True,False,False,True,VFID5980,False,False,False,False,True,True,VFID5963-AGC226122
VFID5964,218.351295,4.4504957,1582.9,57.163822174072266,True,NGC5668,52018,681862,165200,9363,NGC 5668,True,True,True,True,VFID5981,True,True,True,True,True,True,VFID5964-NGC5668
VFID5965,191.9983995,4.4334002,1038.3,30.0,True,PGC043205,43205,629225,142337,222216,CGCG 043-029,True,True,True,True,VFID5982,False,False,False,False,True,True,VFID5965-CGCG043-029
VFID5966,236.60669399999998,4.427505,3294.9,27.677143096923828,True,UGC10027,56005,575140,125037,0,UGC 10027,True,True,True,False,VFID5983,False,False,False,True,True,True,VFID5966-UGC10027
VFID5967,186.2862495,4.4143111,1233.6,10.025851249694824,True,PGC040469,40469,667633,161693,220538,VCC 0772,True,True,True,True,VFID5984,False,False,False,False,True,True,VFID5967-VCC0772
VFID5968,169.147083,4.4141673,2582.2,7.871152877807617,True,AGC219199,5060218,0,0,219199,AGC 219199,True,False,False,True,VFID5985,False,False,False,False,True,True,VFID5968-AGC219199
VFID5969,232.187691,4.4057192,1735.8,11.644511222839355,True,SDSSJ152845.04+042420.6,4465222,392409,81130,0,2MASS J15284512+0424205,True,True,True,False,VFID5986,False,False,False,False,True,True,VFID5969-2MASSJ15284512+0424205
VFID5970,184.574583,4.4023797,1985.0,15.350455284118652,True,PGC039515,39515,628072,141094,223392,VCC 0282,True,True,True,True,VFID5987,False,False,False,False,True,True,VFID5970-VCC0282
VFID5971,209.11091249999998,4.3966594,1115.7,37.421504974365234,True,UGC08857,49571,0,0,0,UGC 08857,True,False,False,False,VFID5988,False,False,False,True,True,True,VFID5971-UGC08857
VFID5972,185.414892,4.3926907,1142.5,11.458328247070312,True,PGC039967,39967,572663,124479,0,VCC 0489,True,True,True,False,VFID5989,False,False,True,False,True,True,VFID5972-VCC0489
VFID5973,192.357132,4.3924237,2642.4,11.671354293823242,True,PGC1267592,1267592,150856,30987,224304,WISEA J124925.74+042332.2,True,True,True,True,VFID5990,False,False,False,False,True,True,VFID5973-WISEAJ124925.74+042332.2
VFID5974,148.648785,4.3855436,1774.7,15.139839172363281,True,SDSSJ095435.70+042307.8,3356448,83316,17137,192959,WISEA J095435.69+042308.2,True,True,True,True,VFID5991,False,False,False,False,True,True,VFID5974-WISEAJ095435.69+042308.2
VFID5975,191.5058325,4.3811109,642.7,23.371334075927734,True,AGC227970,5059984,0,0,227970,AGC 227970,True,False,False,True,VFID5992,False,False,False,False,True,True,VFID5975-AGC227970
VFID5976,158.00536499999998,4.3461127,1147.0,10.09534740447998,True,SDSSJ103201.29+042045.9,4010658,0,137594,204139,SDSS J103201.28+042045.8,True,False,True,True,VFID5993,False,False,False,False,True,True,VFID5976-SDSSJ103201.28+042045.8
VFID5977,154.2876945,4.3443633,1307.7,17.78775978088379,True,PGC213680,213680,624231,136962,0,SDSS J101709.01+042039.4,True,True,True,False,VFID5994,False,False,False,False,True,True,VFID5977-SDSSJ101709.01+042039.4
VFID5978,191.944191,4.3368279,985.6,111.71751403808594,True,NGC4688,43189,670682,162419,7961,NGC 4688,True,True,True,True,VFID5995,False,False,False,True,True,True,VFID5978-NGC4688
VFID5979,169.1093985,4.3365215,1098.8,28.649778366088867,True,PGC034382,34382,146373,159545,212132,CGCG 039-094,True,True,True,True,VFID5996,False,False,False,True,True,True,VFID5979-CGCG039-094
VFID5980,154.29974249999998,4.3301709,1342.1,24.781139373779297,True,UGC05551,30042,651671,158115,5551,UGC 05551,True,True,True,True,VFID5997,False,False,False,False,True,True,VFID5980-UGC05551
VFID5981,189.618414,4.319094,783.2,102.83033752441406,True,NGC4586,42241,669150,162160,7804,NGC 4586,True,True,True,True,VFID5998,False,False,False,True,True,True,VFID5981-NGC4586
VFID5982,125.40396450000001,4.3170058,758.0,17.554515838623047,True,AGC188955,5058991,0,0,188955,AGC 188955,True,False,False,True,VFID5999,False,False,False,False,True,True,VFID5982-AGC188955
VFID5983,209.589333,4.3169393,869.4,10.0,False,VVDS140092139,4702879,0,0,0,LEDA 4702879,True,False,False,False,VFID6000,False,False,False,False,True,True,VFID5983-LEDA4702879
VFID5984,186.602274,4.3168647,2324.7,8.466207504272461,True,SDSSJ122624.54+041900.8,5064799,572529,124448,0,WISEA J122624.55+041900.5,True,True,True,False,VFID6001,False,False,False,False,True,True,VFID5984-WISEAJ122624.55+041900.5
VFID5985,206.989362,4.3140698,954.2,8.792679786682129,True,SDSSJ134757.44+041850.5,4018203,630644,143883,0,WISEA J134757.41+041849.5,True,True,True,False,VFID6002,False,False,False,False,True,True,VFID5985-WISEAJ134757.41+041849.5
VFID5986,154.51542,4.3097218,1322.0,6.733650207519531,True,AGC208392,5059081,0,0,208392,SDSS J101803.73+041838.1,True,False,False,True,VFID6003,False,False,False,False,True,True,VFID5986-SDSSJ101803.73+041838.1
VFID5987,209.3084865,4.30731,1215.2,18.712045669555664,True,PGC1266441,1266441,153620,31551,0,WISEA J135714.02+041826.3,True,True,True,False,VFID6004,False,False,False,False,True,True,VFID5987-WISEAJ135714.02+041826.3
VFID5988,193.953987,4.3041769,761.1,70.81434631347656,True,NGC4808,44086,592928,142539,8054,NGC 4808,True,True,True,True,VFID6005,False,False,False,True,True,True,VFID5988-NGC4808
VFID5989,148.8252015,4.2699953,1817.5,58.90080642700195,True,NGC3055,28617,649119,157560,5328,NGC 3055,True,True,True,True,VFID6006,False,False,False,True,True,True,VFID5989-NGC3055
VFID5990,186.81601500000002,4.2635097,1633.4,12.05372428894043,True,PGC040825,40825,667867,161797,220602,VCC 0985,True,True,True,True,VFID6007,False,False,False,False,True,True,VFID5990-VCC0985
VFID5991,218.663376,4.2625579,1683.2,49.44486999511719,True,UGC09380,52092,631932,145294,9380,UGC 09380,True,True,True,True,VFID6008,False,True,True,True,True,True,VFID5991-UGC09380
VFID5992,187.6116015,4.246492,2432.0,56.77030944824219,True,NGC4480,41317,668202,161911,7647,NGC 4480,True,True,True,True,VFID6009,False,False,False,True,True,True,VFID5992-NGC4480
VFID5993,157.2002685,4.2342526,2154.4,15.456859588623047,True,PGC030852,30852,624691,137435,200426,VIII Zw 081,True,True,True,True,VFID6010,False,False,False,True,True,True,VFID5993-VIIIZw081
VFID5994,186.060513,4.2259638,1179.3,20.89879608154297,True,PGC040339,40339,572608,124464,220510,UGCA 279,True,True,True,True,VFID6011,False,False,False,False,True,True,VFID5994-UGCA279
VFID5995,185.072505,4.2019622,1732.3,59.72019958496094,True,UGC07387,39794,667129,161514,7387,UGC 07387,True,True,True,True,VFID6012,False,False,False,True,True,True,VFID5995-UGC07387
VFID5996,236.4058365,4.182946,2082.9,26.984928131103516,True,UGC10009,55965,632845,146387,10009,UGC 10009,True,True,True,True,VFID6013,False,False,False,False,True,True,VFID5996-UGC10009
VFID5997,217.38943049999997,4.1704379,1793.4,10.546813011169434,True,SDSSJ142933.41+041013.3,4004746,0,0,0,SDSS J142933.39+041013.1,True,False,False,False,VFID6014,False,False,False,False,True,True,VFID5997-SDSSJ142933.39+041013.1
VFID5998,114.168504,4.1702146,2777.3,35.246925354003906,True,PGC021383,21383,0,0,170793,CGCG 030-004,True,False,False,True,VFID6015,False,False,False,True,True,False,VFID5998-CGCG030-004
VFID5999,193.430436,4.1539875,760.9,9.574613571166992,True,PGC1264260,1264260,151158,31063,224230,WISEA J125343.28+040914.7,True,True,True,True,VFID6016,False,False,False,False,True,True,VFID5999-WISEAJ125343.28+040914.7
VFID6000,215.18142,4.1436158,1669.7,19.86649513244629,True,PGC3125420,3125420,0,0,0,WISEA J142043.55+040837.5,True,False,False,False,VFID6017,False,False,True,False,True,True,VFID6000-WISEAJ142043.55+040837.5
VFID6001,186.8149995,4.1275,2335.0,13.456682205200195,True,AGC227991,5808014,0,0,227991,WISEA J122715.52+040738.7,True,False,False,True,VFID6018,False,False,False,False,True,True,VFID6001-WISEAJ122715.52+040738.7
VFID6002,171.2726355,4.1209962,1608.4,11.171751022338867,True,PGC1263785,1263785,146649,30412,214317,WISEA J112505.49+040715.3,True,True,True,True,VFID6019,False,False,False,False,True,True,VFID6002-WISEAJ112505.49+040715.3
VFID6003,211.0660695,4.1121382,1239.8,36.56968688964844,True,UGC08986,50144,86341,17848,0,UGC 08986,True,True,True,False,VFID6020,False,False,False,False,True,True,VFID6003-UGC08986
VFID6004,168.480063,4.1051993,1603.5,12.621798515319824,True,PGC1263558,1263558,593138,0,219197,WISEA J111355.20+040619.2,True,True,False,True,VFID6021,False,False,False,False,True,True,VFID6004-WISEAJ111355.20+040619.2
VFID6005,189.2041755,4.1045211,841.9,14.12932014465332,True,PGC042087,42087,150578,30927,0,VCC 1687,True,True,True,False,VFID6022,False,False,False,False,True,True,VFID6005-VCC1687
VFID6006,144.3479175,4.0986109,2016.0,12.992497444152832,True,AGC198430,5060143,0,0,198430,AGC 198430,True,False,False,True,VFID6023,False,False,False,False,True,True,VFID6006-AGC198430
VFID6007,185.3274105,4.0763371,1977.1,9.018228530883789,True,PGC039929,39929,667244,161556,220432,VCC 0468,True,True,True,True,VFID6024,False,False,False,False,True,True,VFID6007-VCC0468
VFID6008,193.417506,4.0756352,900.0,9.3782377243042,True,PGC1263098,1263098,151160,31064,224229,WISEA J125340.19+040432.2,True,True,True,True,VFID6025,False,False,False,False,True,True,VFID6008-WISEAJ125340.19+040432.2
VFID6009,194.237841,4.0648152,833.7,24.724143981933594,True,PGC044215,44215,151092,31039,222260,CGCG 043-077,True,True,True,True,VFID6026,False,False,False,True,True,True,VFID6009-CGCG043-077
VFID6010,217.41859050000002,4.0625894,2360.2,15.88990306854248,True,UGC09305,51782,0,0,9305,UGC 09305,True,False,False,True,VFID6027,False,False,False,False,True,True,VFID6010-UGC09305
VFID6011,171.5345985,4.062383,1522.9,12.081511497497559,True,PGC1262899,1262899,146638,30411,214319,SDSS J112608.29+040344.5,True,True,True,True,VFID6028,False,False,False,False,True,True,VFID6011-SDSSJ112608.29+040344.5
VFID6012,190.1080335,4.0501835,793.8,12.221407890319824,True,PGC042454,42454,628764,141854,0,VCC 1839,True,True,True,False,VFID6029,False,False,False,False,True,True,VFID6012-VCC1839
VFID6013,191.0059995,4.02,1016.5,30.0,False,EVCC1111,5098432,0,0,0,SDSS J124401.48+040111.6,True,False,False,False,VFID6030,False,False,False,False,True,True,VFID6013-SDSSJ124401.48+040111.6
VFID6014,193.955094,4.0132501,708.8,47.437442779541016,True,UGC08053,44089,592917,162610,8053,UGC 08053,True,True,True,True,VFID6031,False,False,False,True,True,True,VFID6014-UGC08053
VFID6015,190.43832,4.0065677,796.6,16.036930084228516,True,PGC042596,42596,150467,30912,0,VCC 1887,True,True,True,False,VFID6032,False,False,False,False,True,True,VFID6015-VCC1887
VFID6016,157.983264,4.0033362,2808.8,7.872655868530273,True,2MASXJ10315596+0400122,3357980,84716,17445,0,WISEA J103155.98+040011.9,True,True,True,False,VFID6033,False,False,False,False,True,True,VFID6016-WISEAJ103155.98+040011.9
VFID6017,186.1643415,3.9955141,1757.0,31.26952362060547,True,PGC040408,40408,572542,124450,220524,VCC 0737,True,True,True,True,VFID6034,False,False,False,True,True,True,VFID6017-VCC0737
VFID6018,215.018397,3.992753,1730.2,103.54312133789062,True,NGC5560,51223,680808,164836,9172,NGC 5560,True,True,True,True,VFID6035,True,True,True,True,True,True,VFID6018-NGC5560
VFID6019,195.77457299999998,3.991954,2861.3,48.20823669433594,True,UGC08153,45071,151456,31135,8153,UGC 08153,True,True,True,True,VFID6036,False,False,False,True,True,True,VFID6019-UGC08153
VFID6020,215.133768,3.9832001,1779.5,33.428836822509766,True,NGC5569,51241,680849,164850,9176,NGC 5569,True,True,True,True,VFID6037,False,True,True,True,True,True,VFID6020-NGC5569
VFID6021,229.94958300000002,3.9780556,1712.2,14.897769927978516,True,PGC091432,91432,0,0,252596,FGC 1883,True,False,False,True,VFID6038,False,False,False,False,True,True,VFID6021-FGC1883
VFID6022,195.7048335,3.9767371,2877.2,9.143685340881348,True,SDSSJ130249.15+035836.2,4003051,151448,31134,232136,SDSS J130249.15+035836.2,True,True,True,True,VFID6039,False,False,False,False,True,True,VFID6022-SDSSJ130249.15+035836.2
VFID6023,186.65027700000002,3.9647883,2258.7,44.88706970214844,True,NGC4412,40715,667785,161765,7536,NGC 4412,True,True,True,True,VFID6040,False,False,False,True,True,True,VFID6023-NGC4412
VFID6024,190.629699,3.9597647,735.2,49.90237808227539,True,NGC4630,42688,669756,162274,7871,NGC 4630,True,True,True,True,VFID6041,False,False,False,True,True,True,VFID6024-NGC4630
VFID6025,223.3126245,3.9597557,1477.2,33.046180725097656,True,NGC5770,53201,632272,145672,0,NGC 5770,True,True,True,False,VFID6042,True,False,True,True,True,True,VFID6025-NGC5770
