VFID,RA,DEC,vr,radius,radius_flag,objname,PGC,NSAIDV1,NSAIDV0,AGC,NEDname,HLflag,NSAV1flag,NSAV0flag,A100flag,VFID_V1,COflag,HAflag,HAobsflag,Z0MGSflag,Steerflag,unwiseflag,prefix
VFID1270,132.91898550000002,51.1186927,772.0,38.11722183227539,True,UGC04628,24887,598685,16074,0,UGC 04628,True,True,True,False,VFID1272,False,False,False,True,True,True,VFID1270-UGC04628
VFID1271,139.893513,51.1085471,547.7,29.931001663208008,True,UGC04932,26351,0,0,0,UGC 04932,True,False,False,False,VFID1273,False,False,False,False,True,True,VFID1271-UGC04932
VFID1272,176.1119745,51.058648,1284.7,7.381103038787842,True,PGC2387625,2387625,158430,32574,0,WISEA J114426.82+510330.8,True,True,True,False,VFID1274,False,False,False,False,True,True,VFID1272-WISEAJ114426.82+510330.8
VFID1273,213.2407695,51.0267556,2835.0,4.663790702819824,True,SDSSJ141257.78+510136.3,5075030,613076,0,0,WISEA J141257.79+510136.2,True,True,False,False,VFID1275,False,False,False,False,True,True,VFID1273-WISEAJ141257.79+510136.2
VFID1274,140.511066,50.9766176,635.4,207.0719451904297,True,NGC2841,26512,131988,26877,0,NGC 2841,True,True,True,False,VFID1276,False,False,False,True,True,True,VFID1274-NGC2841
VFID1275,179.85459,50.9616836,970.2,131.5592041015625,True,NGC4026,37760,627596,140569,0,NGC 4026,True,True,True,False,VFID1277,True,True,True,True,True,True,VFID1275-NGC4026
VFID1276,167.400702,50.9264008,894.1,29.5883846282959,True,UGC06202,33837,658038,159365,0,UGC 06202,True,True,True,False,VFID1278,False,False,False,True,True,True,VFID1276-UGC06202
VFID1277,179.60664000000003,50.9170314,916.2,22.29057502746582,True,UGC06956,37682,627555,140528,0,UGC 06956,True,True,True,False,VFID1279,False,True,True,True,True,True,VFID1277-UGC06956
VFID1278,121.9522425,50.9130384,2418.5,9.292258262634277,True,SDSSJ080748.53+505446.6,4017034,372340,76326,0,SDSS J080748.53+505446.6,True,True,True,False,VFID1280,False,False,False,False,True,True,VFID1278-SDSSJ080748.53+505446.6
VFID1279,164.992392,50.9029546,2893.6,17.828763961791992,True,UGC06074,33136,157445,32312,0,UGC 06074,True,True,True,False,VFID1281,False,False,False,False,True,True,VFID1279-UGC06074
VFID1280,211.964526,50.9022674,2136.9,64.45132446289062,True,SDSSJ140751.55+505407.8,4111626,208211,43022,0,SDSS J140751.52+505407.7,True,True,True,False,VFID1282,False,False,False,False,True,True,VFID1280-SDSSJ140751.52+505407.7
VFID1281,170.846736,50.8927081,793.4,66.85305786132812,True,UGC06399,34971,157802,32378,0,UGC 06399,True,True,True,False,VFID1283,False,False,False,True,True,True,VFID1281-UGC06399
VFID1282,212.085867,50.8779131,2395.4,13.338937759399414,True,PGC2384052,2384052,208205,43020,0,2MASXi J1408206+505240,True,True,True,False,VFID1284,False,False,False,False,True,True,VFID1282-2MASXiJ1408206+505240
VFID1283,211.993134,50.8635224,1759.3,15.0,True,SDSSJ140758.48+505148.8,4016145,679734,164570,0,WISEA J140758.34+505148.5,True,True,True,False,VFID1285,False,False,False,False,True,True,VFID1283-WISEAJ140758.34+505148.5
VFID1284,210.0415725,50.8616084,2287.1,55.540889739990234,True,SDSSJ140009.99+505140.9,4111125,630963,144240,0,WISEA J140009.94+505139.9,True,True,True,False,VFID1286,False,False,False,False,True,True,VFID1284-WISEAJ140009.94+505139.9
VFID1285,165.026922,50.8488629,2841.1,28.981525421142578,True,PGC033130,33130,625730,138531,0,MCG +09-18-067,True,True,True,False,VFID1287,False,False,False,False,True,True,VFID1285-MCG+09-18-067
VFID1286,179.217261,50.8170155,886.0,35.573062896728516,True,UGC06922,37550,185205,38575,0,UGC 06922,True,True,True,False,VFID1288,False,False,True,True,True,True,VFID1286-UGC06922
VFID1287,181.4564115,50.7914817,826.6,14.358902931213379,True,SDSSJ120549.54+504729.0,4011364,185468,38615,0,SDSS J120549.54+504729.0,True,True,True,False,VFID1289,False,False,True,False,True,True,VFID1287-SDSSJ120549.54+504729.0
VFID1288,157.786899,50.7857913,934.4,25.125879287719727,True,PGC2381991,2381991,196675,40912,0,SDSS J103108.88+504708.7,True,True,True,False,VFID1290,False,False,False,False,True,True,VFID1288-SDSSJ103108.88+504708.7
VFID1289,158.691315,50.7682516,649.2,37.854827880859375,True,UGC05740,31307,612728,137666,0,UGC 05740,True,True,True,False,VFID1291,False,False,False,True,True,True,VFID1289-UGC05740
VFID1290,120.47157,50.7371623,500.5,73.9811782836914,True,NGC2500,22525,647030,156426,0,NGC 2500,True,True,True,False,VFID1292,False,False,False,True,True,True,VFID1290-NGC2500
VFID1291,211.5899235,50.7251039,1906.5,50.248287200927734,True,NGC5480,50312,679584,43026,0,NGC 5480,True,True,True,False,VFID1293,False,False,False,True,True,True,VFID1291-NGC5480
VFID1292,211.6718295,50.7232928,1898.0,52.85927963256836,True,NGC5481,50331,631224,144521,0,NGC 5481,True,True,True,False,VFID1294,False,False,False,True,True,True,VFID1292-NGC5481
VFID1293,211.762422,50.7207749,2166.4,6.841026306152344,True,PGC2380535,2380535,208212,43023,0,WISEA J140702.98+504314.6,True,True,True,False,VFID1295,False,False,False,False,True,True,VFID1293-WISEAJ140702.98+504314.6
VFID1294,200.07744,50.7204058,2486.4,34.76332092285156,True,UGC08386,46530,338091,68880,0,UGC 08386,True,True,True,False,VFID1296,False,False,False,True,True,True,VFID1294-UGC08386
VFID1295,219.697338,50.717016,2203.5,13.15592098236084,True,PGC084252,84252,209161,43201,0,SBS 1437+509,True,True,True,False,VFID1297,False,False,False,False,True,True,VFID1295-SBS1437+509
VFID1296,211.40769899999998,50.7065209,1889.6,8.93554973602295,True,PGC2380196,2380196,208219,43024,0,SBS 1403+509,True,True,True,False,VFID1298,False,False,False,False,True,True,VFID1296-SBS1403+509
VFID1297,180.078783,50.6527977,743.4,40.74940490722656,True,UGC06992,37832,664836,160884,0,UGC 06992,True,True,True,False,VFID1299,False,True,True,True,True,True,VFID1297-UGC06992
VFID1298,135.38344800000002,50.6155887,712.0,38.381439208984375,True,PGC025347,25347,623019,0,0,MCG +09-15-079,True,True,False,False,VFID1300,False,False,False,True,True,True,VFID1298-MCG+09-15-079
VFID1299,169.2512595,50.5847815,844.0,22.757328033447266,True,PGC034439,34439,157843,32394,0,CGCG 268-012,True,True,True,False,VFID1301,False,False,False,False,True,True,VFID1299-CGCG268-012
VFID1300,123.61241550000001,50.576807,2348.2,15.88990306854248,True,PGC2376829,2376829,48962,9969,0,SDSS J081426.98+503436.7,True,True,True,False,VFID1302,False,False,False,False,True,True,VFID1300-SDSSJ081426.98+503436.7
VFID1301,211.897923,50.545018,2037.0,16.8702392578125,True,PGC2376061,2376061,339234,69037,0,2MFGC 11448,True,True,True,False,VFID1303,False,False,False,False,True,True,VFID1301-2MFGC11448
VFID1302,181.391307,50.5388391,749.4,164.48309326171875,True,NGC4088,38302,627750,140739,0,NGC 4088,True,True,True,False,VFID1304,True,True,True,True,True,True,VFID1302-NGC4088
VFID1303,215.578497,50.5013706,2221.0,39.18512725830078,True,NGC5602,51340,631628,144953,0,NGC 5602,True,True,True,False,VFID1305,False,False,False,True,True,True,VFID1303-NGC5602
VFID1304,179.96030249999998,50.498913,906.0,37.50155258178711,True,PGC2832102,2832102,627607,140583,0,SDSS J115950.81+502955.3,True,True,True,False,VFID1306,False,False,False,False,True,True,VFID1304-SDSSJ115950.81+502955.3
VFID1305,254.65716600000002,50.4906667,3058.0,10.933876037597656,True,PGC059360,59360,633892,147554,0,SBS 1657+505,True,True,True,False,VFID1307,False,False,False,True,True,True,VFID1305-SBS1657+505
VFID1306,182.7680235,50.4849616,777.6,197.29734802246094,True,NGC4157,38795,627869,140872,0,NGC 4157,True,True,True,False,VFID1308,False,False,False,True,True,True,VFID1306-NGC4157
VFID1307,253.58131500000002,50.4755491,2895.0,15.512557029724121,True,PGC059232,59232,633830,147485,0,SBS 1653+505,True,True,True,False,VFID1309,False,False,False,True,True,True,VFID1307-SBS1653+505
VFID1308,173.42720400000002,50.4495567,3000.2,19.016090393066406,True,SDSSJ113342.53+502658.3,3473097,184556,38333,0,WISEA J113342.56+502657.9,True,True,True,False,VFID1310,False,False,False,False,True,True,VFID1308-WISEAJ113342.56+502657.9
VFID1309,214.80314700000002,50.440736,2234.1,13.524500846862793,True,SDSSJ141912.72+502626.5,4004557,208516,43069,0,WISEA J141912.82+502626.3,True,True,True,False,VFID1311,False,False,False,False,True,True,VFID1309-WISEAJ141912.82+502626.3
VFID1310,209.29782600000001,50.4357638,1866.1,27.86899185180664,True,UGC08880,49634,338974,68997,0,UGC 08880,True,True,True,False,VFID1312,False,False,False,True,True,True,VFID1310-UGC08880
VFID1311,179.119875,50.4283889,912.1,74.83784484863281,True,UGC06917,37525,0,0,0,UGC 06917,True,False,False,False,VFID1313,False,False,False,True,True,True,VFID1311-UGC06917
VFID1312,129.04902149999998,50.419086,3244.5,34.603599548339844,True,UGC04505,24160,49936,10200,0,UGC 04505,True,True,True,False,VFID1314,False,False,False,True,True,True,VFID1312-UGC04505
VFID1313,215.4047865,50.3903448,2309.3,34.603599548339844,True,PGC051309,51309,208848,43134,0,CGCG 273-003,True,True,True,False,VFID1315,False,False,False,True,True,True,VFID1313-CGCG273-003
VFID1314,215.45916449999999,50.388359,2375.4,10.118618965148926,True,PGC2371585,2371585,208508,43066,0,SDSS J142150.15+502318.0,True,True,True,False,VFID1316,False,False,False,False,True,True,VFID1314-SDSSJ142150.15+502318.0
VFID1315,150.106332,50.3792251,538.8,18.540491104125977,True,SDSSJ100025.50+502245.1,3998729,196173,40801,0,WISEA J100025.46+502245.0,True,True,True,False,VFID1317,False,False,False,False,True,True,VFID1315-WISEAJ100025.46+502245.0
VFID1316,181.344603,50.3529174,783.7,66.69929504394531,True,NGC4085,38283,665397,161021,0,NGC 4085,True,True,True,False,VFID1318,False,True,True,True,True,True,VFID1316-NGC4085
VFID1317,213.095055,50.3484461,1877.0,48.20823669433594,True,NGC5520,50728,613077,164654,0,NGC 5520,True,True,True,False,VFID1319,False,False,False,True,True,True,VFID1317-NGC5520
VFID1318,186.40158,50.3369699,2475.5,17.183881759643555,True,PGC040525,40525,186142,38790,0,CGCG 269-056,True,True,True,False,VFID1320,False,False,False,True,True,True,VFID1318-CGCG269-056
VFID1319,186.3682785,50.3288651,2505.1,11.644511222839355,True,PGC2369792,2369792,186147,38791,0,WISEA J122528.37+501943.7,True,True,True,False,VFID1321,False,False,False,False,True,True,VFID1319-WISEAJ122528.37+501943.7
VFID1320,142.155879,50.3255002,1509.4,13.712645530700684,True,PGC2369692,2369692,165069,34094,0,WISEA J092837.46+501932.3,True,True,True,False,VFID1322,False,False,False,False,True,True,VFID1320-WISEAJ092837.46+501932.3
VFID1321,173.3056695,50.3023341,3138.3,40.09786605834961,True,UGC06535,35671,184549,38328,0,UGC 06535,True,True,True,False,VFID1323,False,False,False,True,True,False,VFID1321-UGC06535
VFID1322,176.276106,50.3007355,1671.7,7.854548931121826,True,PGC2368928,2368928,184870,38456,0,SDSS J114506.25+501802.4,True,True,True,False,VFID1324,False,False,False,False,True,True,VFID1322-SDSSJ114506.25+501802.4
VFID1323,182.732712,50.288369,888.0,40.46888732910156,True,UGC07176,38767,627868,0,0,UGC 07176,True,True,False,False,VFID1325,False,False,False,False,True,True,VFID1323-UGC07176
VFID1324,218.8392015,50.2864988,2054.9,19.820802688598633,True,PGC2368508,2368508,208953,43157,0,WISEA J143521.41+501711.5,True,True,True,False,VFID1326,False,False,False,False,True,True,VFID1324-WISEAJ143521.41+501711.5
VFID1325,163.28518499999998,50.2847118,1387.7,24.272876739501953,True,UGC05998,32678,157300,138281,0,UGC 05998,True,True,True,False,VFID1327,False,False,False,True,True,True,VFID1325-UGC05998
VFID1326,171.83799,50.2759026,1665.3,24.724143981933594,True,SDSSJ112721.12+501633.3,4074680,184492,38301,0,VV 265a,True,True,True,False,VFID1328,False,False,False,False,True,True,VFID1326-VV265a
VFID1327,158.999187,50.2753939,848.8,9.775100708007812,True,PGC2368186,2368186,157133,32205,0,WISEA J103559.86+501630.8,True,True,True,False,VFID1329,False,False,False,False,True,True,VFID1327-WISEAJ103559.86+501630.8
VFID1328,130.6584555,50.2753435,3142.7,12.975415229797363,True,SDSSJ084238.03+501631.1,3996840,622865,135439,0,WISEA J084238.08+501631.9,True,True,True,False,VFID1330,False,False,False,False,True,True,VFID1328-WISEAJ084238.08+501631.9
VFID1329,140.48854949999998,50.27026,756.1,30.0,False,PGC2807130,2807130,0,0,0,SDSS J092157.26+501612.7,True,False,False,False,VFID1331,False,False,False,False,True,True,VFID1329-SDSSJ092157.26+501612.7
VFID1330,182.8449075,50.269664,780.7,17.503353118896484,True,PGC038825,38825,627878,140881,0,MCG +08-22-082,True,True,True,False,VFID1332,False,False,False,False,True,True,VFID1330-MCG+08-22-082
VFID1331,173.2347405,50.2418947,2932.0,23.180418014526367,True,IC0705,35644,184551,38330,0,IC 0705,True,True,True,False,VFID1333,False,False,False,True,True,True,VFID1331-IC0705
VFID1332,213.1313835,50.2404666,1811.9,14.351414680480957,True,PGC2816084,2816084,339283,69043,0,SBS 1410+504,True,True,True,False,VFID1334,False,False,False,False,True,True,VFID1332-SBS1410+504
VFID1333,210.31124250000002,50.2231023,1766.5,10.402105331420898,True,PGC2366568,2366568,339005,69000,0,SBS 1359+504,True,True,True,False,VFID1335,False,False,False,False,True,True,VFID1333-SBS1359+504
VFID1334,131.3034765,50.2202561,3214.9,10.3543119430542,True,PGC2366508,2366508,49868,10181,0,WISEA J084512.86+501313.9,True,True,True,False,VFID1336,False,False,False,False,True,True,VFID1334-WISEAJ084512.86+501313.9
VFID1335,212.86206149999998,50.2090402,1893.1,22.496826171875,True,UGC09083,50664,631352,144652,0,UGC 09083,True,True,True,False,VFID1337,False,False,False,True,True,True,VFID1335-UGC09083
VFID1336,130.9085805,50.2055329,3225.0,48.31937026977539,True,NGC2639,24506,647811,0,0,NGC 2639,True,True,False,False,VFID1338,False,False,False,True,True,True,VFID1336-NGC2639
VFID1337,218.408676,50.2007783,2140.9,9.640981674194336,True,PGC2365887,2365887,208914,43152,0,2MASS J14333799+5012031,True,True,True,False,VFID1339,False,False,False,False,True,True,VFID1337-2MASSJ14333799+5012031
VFID1338,176.4858495,50.1998014,745.4,31.26952362060547,True,NGC3870,36686,184890,38464,0,NGC 3870,True,True,True,False,VFID1340,False,False,False,True,True,True,VFID1338-NGC3870
VFID1339,139.71756150000002,50.1878767,629.9,20.235841751098633,True,PGC026326,26326,131608,26748,0,MCG +08-17-077,True,True,True,False,VFID1341,False,False,False,False,True,True,VFID1339-MCG+08-17-077
VFID1340,178.490772,50.180105,861.7,22.393463134765625,True,UGC06874,37319,185155,38549,0,UGC 06874,True,True,True,False,VFID1342,False,False,False,False,True,True,VFID1340-UGC06874
VFID1341,172.56306,50.1784642,3186.1,11.405681610107422,True,PGC2365249,2365249,184537,38317,0,WISEA J113015.14+501042.3,True,True,True,False,VFID1343,False,False,False,False,True,True,VFID1341-WISEAJ113015.14+501042.3
VFID1342,173.2222965,50.1591719,3092.7,7.048898696899414,True,PGC2364635,2364635,184550,38329,0,WISEA J113253.32+500933.1,True,True,True,False,VFID1344,False,False,False,False,True,True,VFID1342-WISEAJ113253.32+500933.1
VFID1343,177.80596350000002,50.1568988,932.0,57.163822174072266,True,NGC3922,37072,185132,38541,0,NGC 3922,True,True,True,False,VFID1345,False,False,False,True,True,True,VFID1343-NGC3922
VFID1344,164.244525,50.140611,1377.3,14.358902931213379,True,PGC032915,32915,157264,32259,0,SBS 1054+504,True,True,True,False,VFID1346,False,False,False,False,True,True,VFID1344-SBS1054+504
VFID1345,160.71621150000001,50.1051628,1622.9,11.591009140014648,True,PGC2362930,2362930,157207,32241,0,WISEA J104251.90+500618.8,True,True,True,False,VFID1347,False,False,False,False,True,True,VFID1345-WISEAJ104251.90+500618.8
VFID1346,178.16319000000001,50.0377926,1005.4,39.913631439208984,True,UGC06849,37217,185156,38550,0,UGC 06849,True,True,True,False,VFID1348,False,False,False,True,True,True,VFID1346-UGC06849
VFID1347,210.66443700000002,50.0316261,2060.6,38.507965087890625,True,SDSSJ140239.47+500153.8,4111248,339015,69003,0,SDSS J140239.47+500153.8,True,True,True,False,VFID1349,False,False,False,False,True,True,VFID1347-SDSSJ140239.47+500153.8
VFID1348,210.7533795,50.012159,1915.0,14.064666748046875,True,PGC2816074,2816074,339019,69004,0,SBS 1401+502,True,True,True,False,VFID1350,False,False,False,False,True,True,VFID1348-SBS1401+502
VFID1349,124.835571,50.0096173,506.0,89.56147766113281,True,NGC2552,23340,0,0,0,NGC 2552,True,False,False,False,VFID1351,False,False,False,True,True,True,VFID1349-NGC2552
VFID1350,204.005037,49.9607878,1615.9,65.33129119873047,True,IC0902,47985,338311,68921,0,IC 0902,True,True,True,False,VFID1352,False,False,False,True,True,True,VFID1350-IC0902
VFID1351,217.8788415,49.9588449,2083.4,70.00373840332031,True,NGC5673,51901,631866,145223,0,NGC 5673,True,True,True,False,VFID1353,False,False,False,True,True,True,VFID1351-NGC5673
VFID1352,254.86062450000003,49.9219722,1093.0,33.19871520996094,True,NGC6283,59386,633913,147575,0,NGC 6283,True,True,True,False,VFID1354,False,False,False,True,True,True,VFID1352-NGC6283
VFID1353,180.25493550000002,49.9130128,911.8,28.45255470275879,True,UGC06999,37893,185243,38583,0,UGC 06999,True,True,True,False,VFID1355,False,False,False,False,True,True,VFID1353-UGC06999
VFID1354,143.645127,49.9068124,1995.1,28.45255470275879,True,SDSSJ093434.80+495424.3,4017349,165126,34101,0,SDSS J093434.80+495424.3,True,True,True,False,VFID1356,False,False,False,False,True,True,VFID1354-SDSSJ093434.80+495424.3
VFID1355,218.1135735,49.9047826,2380.6,83.39139556884766,True,IC1029,51955,631885,145245,0,IC 1029,True,True,True,False,VFID1357,False,False,False,True,True,True,VFID1355-IC1029
VFID1356,222.1764225,49.8870104,3103.2,19.016090393066406,True,PGC084298,84298,209258,43221,0,KUG 1447+500,True,True,True,False,VFID1358,False,False,False,False,True,True,VFID1356-KUG1447+500
VFID1357,259.714167,49.8842222,927.8,62.968196868896484,True,UGC10806,60052,0,0,0,UGC 10806,True,False,False,False,VFID1359,False,False,False,True,True,False,VFID1357-UGC10806
VFID1358,259.782165,49.8560114,1019.1,8.976794242858887,True,PGC167108,167108,0,0,0,WISEA J171907.80+495121.0,True,False,False,False,VFID1360,False,False,False,False,True,False,VFID1358-WISEAJ171907.80+495121.0
VFID1359,215.996499,49.83644,2178.5,15.963248252868652,True,SDSSJ142359.17+495011.2,4004652,208820,43129,0,SDSS J142359.16+495011.0,True,True,True,False,VFID1361,False,False,False,False,True,True,VFID1359-SDSSJ142359.16+495011.0
VFID1360,168.5127735,49.819039,2352.0,8.111875534057617,True,PGC2354409,2354409,0,0,0,WISEA J111402.99+494908.2,True,False,False,False,VFID1362,False,False,False,False,True,True,VFID1360-WISEAJ111402.99+494908.2
VFID1361,220.62590550000002,49.8151061,2960.0,26.984928131103516,True,PGC166187,166187,682850,165439,0,PGC1 0166187 NED001,True,True,True,False,VFID1363,False,False,False,False,True,True,VFID1361-PGC10166187NED001
VFID1362,177.002373,49.8083224,924.4,46.57160949707031,True,UGC06773,36825,627331,140267,0,UGC 06773,True,True,True,False,VFID1364,False,False,False,True,True,True,VFID1362-UGC06773
VFID1363,131.024583,49.7939042,1721.1,51.30046081542969,True,UGC04551,24528,622889,135464,0,UGC 04551,True,True,True,False,VFID1365,True,True,True,True,True,True,VFID1363-UGC04551
VFID1364,177.86210549999998,49.7928224,1195.9,23.675329208374023,True,PGC2832085,2832085,185140,38544,0,WISEA J115127.33+494733.7,True,True,True,False,VFID1366,False,False,False,False,True,True,VFID1364-WISEAJ115127.33+494733.7
VFID1365,173.5102545,49.7372652,2890.0,11.752256393432617,True,SDSSJ113402.44+494413.8,4011110,184546,38325,0,WISEA J113402.44+494413.9,True,True,True,False,VFID1367,False,False,False,False,True,True,VFID1365-WISEAJ113402.44+494413.9
VFID1366,163.75967550000001,49.7261725,1370.6,26.18914031982422,True,UGC06029,32800,625547,138340,0,UGC 06029,True,True,True,False,VFID1368,False,False,False,True,True,True,VFID1366-UGC06029
VFID1367,164.70667200000003,49.7160912,832.1,12.221407890319824,True,PGC2351264,2351264,157618,32347,0,WISEA J105849.54+494257.9,True,True,True,False,VFID1369,False,False,False,False,True,True,VFID1367-WISEAJ105849.54+494257.9
VFID1368,221.23246799999998,49.7140121,2936.9,14.897769927978516,True,PGC052664,52664,683037,165494,0,SBS 1443+499,True,True,True,False,VFID1370,False,False,False,True,True,True,VFID1368-SBS1443+499
VFID1369,132.479151,49.6704626,3078.8,15.528204917907715,True,PGC3131999,3131999,78046,16066,0,WISEA J084955.01+494013.1,True,True,True,False,VFID1371,False,False,False,False,True,True,VFID1369-WISEAJ084955.01+494013.1
VFID1370,217.45755450000001,49.6226171,2323.6,79.0899429321289,True,NGC5660,51795,208800,165091,0,NGC 5660,True,True,True,False,VFID1372,False,False,False,True,True,True,VFID1370-NGC5660
VFID1371,228.88374,49.6205189,2523.0,21.238372802734375,True,PGC091426,91426,261586,53629,0,FGC 1874,True,True,True,False,VFID1373,False,False,False,False,True,True,VFID1371-FGC1874
VFID1372,218.3893605,49.6200924,2416.3,11.998342514038086,True,SDSSJ143333.47+493712.1,4016204,209132,43195,0,WISEA J143333.46+493712.0,True,True,True,False,VFID1374,False,False,False,False,True,True,VFID1372-WISEAJ143333.46+493712.0
VFID1373,173.4234045,49.5992826,3056.7,15.59988021850586,True,SDSSJ113341.60+493557.2,3473096,184795,38433,0,SDSS J113341.60+493557.2,True,True,True,False,VFID1375,False,False,False,False,True,True,VFID1373-SDSSJ113341.60+493557.2
VFID1374,181.535652,49.5827722,1115.0,136.8110809326172,True,NGC4100,38370,665481,161045,0,NGC 4100,True,True,True,False,VFID1376,True,True,True,True,True,True,VFID1374-NGC4100
VFID1375,179.99055,49.5642266,1125.1,21.783178329467773,True,PGC037814,37814,664787,160873,0,MCG +08-22-051,True,True,True,False,VFID1377,False,False,False,False,True,True,VFID1375-MCG+08-22-051
VFID1376,217.0903725,49.5614499,670.0,20.517349243164062,True,PGC051694,51694,208814,43127,0,CGCG 247-031,True,True,True,False,VFID1378,False,False,False,False,True,True,VFID1376-CGCG247-031
VFID1377,131.8446975,49.5587013,3042.7,48.430755615234375,True,UGC04587,24688,0,0,0,UGC 04587,True,False,False,False,VFID1379,False,False,False,True,True,True,VFID1377-UGC04587
VFID1378,197.7925185,49.5252399,2501.8,9.640981674194336,True,PGC2345555,2345555,248062,51152,0,SBS 1309+497,True,True,True,False,VFID1380,False,False,False,False,True,True,VFID1378-SBS1309+497
VFID1379,112.57579199999999,49.5197778,3061.1,18.370512008666992,True,UGC03881,21162,0,0,0,UGC 03881,True,False,False,False,VFID1381,False,False,False,True,True,False,VFID1379-UGC03881
VFID1380,210.2080905,49.5165406,1851.0,20.0,True,SDSSJ140049.96+493059.8,4111156,339206,69035,0,WISEA J140049.96+493100.5,True,True,True,False,VFID1382,False,False,False,False,True,True,VFID1380-WISEAJ140049.96+493100.5
VFID1381,133.24341900000002,49.4603876,2879.4,20.189300537109375,True,PGC139147,139147,647956,16058,0,SBS 0849+496,True,True,True,False,VFID1383,False,False,False,True,True,True,VFID1381-SBS0849+496
VFID1382,218.1951975,49.4578642,2104.4,107.67658233642578,True,NGC5676,51978,208759,43117,0,NGC 5676,True,True,True,False,VFID1384,False,False,False,True,True,False,VFID1382-NGC5676
VFID1383,218.499696,49.4510059,2137.4,13.681107521057129,True,PGC052050,52050,208748,43115,0,MCG +08-27-001,True,True,True,False,VFID1385,False,False,False,False,True,True,VFID1383-MCG+08-27-001
VFID1384,210.10015199999998,49.4443045,1992.8,15.744223594665527,True,PGC2343136,2343136,339202,69034,0,SDSS J140024.04+492639.4,True,True,True,False,VFID1386,False,False,False,False,True,True,VFID1384-SDSSJ140024.04+492639.4
VFID1385,225.7624305,49.4328862,3172.2,9.292258262634277,True,PGC2342822,2342822,261039,53532,0,SDSS J150302.97+492558.2,True,True,True,False,VFID1387,False,False,False,False,True,True,VFID1385-SDSSJ150302.97+492558.2
VFID1386,130.2608895,49.4252165,3044.5,18.669008255004883,True,PGC024404,24404,77874,16000,0,SBS 0837+496,True,True,True,False,VFID1388,False,False,False,True,True,True,VFID1386-SBS0837+496
VFID1387,219.1478625,49.4177293,2270.8,20.235841751098633,True,PGC091372,91372,208734,165292,0,FGC 1775,True,True,True,False,VFID1389,False,False,False,False,True,True,VFID1387-FGC1775
VFID1388,169.694616,49.4054077,2632.9,13.744256973266602,True,PGC2342015,2342015,184144,38202,0,SDSS J111846.69+492419.4,True,True,True,False,VFID1390,False,False,False,False,True,True,VFID1388-SDSSJ111846.69+492419.4
VFID1389,224.081559,49.3990864,2348.5,23.287412643432617,True,NGC5795,53402,632299,145708,0,NGC 5795,True,True,True,False,VFID1391,False,False,False,True,True,False,VFID1389-NGC5795
VFID1390,210.2203575,49.3754082,1907.5,35.73725891113281,True,UGC08936,49894,630990,144269,0,UGC 08936,True,True,True,False,VFID1392,False,False,False,False,True,True,VFID1390-UGC08936
VFID1391,217.9513905,49.3733814,2254.1,25.770404815673828,True,SDSSJ143148.23+492225.1,4004779,208770,43119,0,SDSS J143148.24+492225.1,True,True,True,False,VFID1393,False,False,False,False,True,True,VFID1391-SDSSJ143148.24+492225.1
VFID1392,278.502765,49.372501,2055.0,27.613487243652344,True,PGC062055,62055,0,0,0,UGC 11283 NOTES02,True,False,False,False,VFID1394,False,False,False,False,True,False,VFID1392-UGC11283NOTES02
VFID1393,177.188142,49.3582613,798.1,9.228290557861328,True,PGC2340722,2340722,184603,38358,0,WISEA J114845.16+492129.3,True,True,True,False,VFID1395,False,False,False,False,True,True,VFID1393-WISEAJ114845.16+492129.3
VFID1394,173.33256450000002,49.3432701,3111.8,10.28303337097168,True,PGC2340342,2340342,184545,38324,0,WISEA J113319.81+492035.6,True,True,True,False,VFID1396,False,False,False,False,True,True,VFID1394-WISEAJ113319.81+492035.6
VFID1395,173.32031550000002,49.2848758,3086.9,27.36032485961914,True,UGC06538,35674,184548,160070,0,UGC 06538,True,True,True,False,VFID1397,False,False,False,False,True,True,VFID1395-UGC06538
VFID1396,179.322396,49.2832832,784.1,42.37612533569336,True,UGC06930,37584,627511,140483,0,UGC 06930,True,True,True,False,VFID1398,False,False,False,True,True,True,VFID1396-UGC06930
VFID1397,221.5190325,49.280672,2240.4,15.070277214050293,True,SDSSJ144604.57+491650.3,3995335,209216,43216,0,SDSS J144604.56+491650.3,True,True,True,False,VFID1399,False,False,False,False,True,True,VFID1397-SDSSJ144604.56+491650.3
VFID1398,278.469042,49.2785556,1963.9,40.00564193725586,True,IC1291,62049,0,0,0,IC 1291,True,False,False,False,VFID1400,False,False,False,True,True,False,VFID1398-IC1291
VFID1399,141.0666675,49.24915,2692.1,36.738487243652344,True,NGC2856,26648,648440,157236,0,NGC 2856,True,True,True,False,VFID1401,False,False,False,True,True,True,VFID1399-NGC2856
VFID1400,142.2307185,49.2385007,2729.4,44.78383255004883,True,UGC05049,26903,648504,157275,0,UGC 05049,True,True,True,False,VFID1402,False,False,False,True,True,True,VFID1400-UGC05049
VFID1401,160.176561,49.2065907,1502.3,13.871430397033691,True,PGC2336386,2336386,157034,32169,0,SBS 1037+494,True,True,True,False,VFID1403,False,False,False,False,True,True,VFID1401-SBS1037+494
VFID1402,141.0127695,49.2043374,2781.9,38.29316329956055,True,NGC2854,26631,164815,34016,0,NGC 2854,True,True,True,False,VFID1404,False,False,False,True,True,True,VFID1402-NGC2854
