cntr_01,dist_x,pang_x,ra_01,dec_01,vfid_01,name,nameH,band,ra,dec,raerr,decerr,flux,snr,stn,strn,fwhmxfit,fwhmyfit,flag_elong,edgeflag,obsid,vr,70micronsflag,100micronsflag
4030,1.203167,-154.394307,170.73,16.59,VFID4029,NGC3655,HPESL160A_J112254.5+163524,red,170.727407,16.589896,2.70E-05,2.60E-05,12703.01,45.302,21.54,727.492,25.904,18.463,0.712769,f,1342255533,1500.7,FALSE,TRUE
4047,1.4219,117.858303,186.36,16.47,VFID4046,NGC4383,HPESL100A_J122525.5+162811,green,186.356553,16.46979,7.00E-06,7.00E-06,9229.351,217.413,20.845,142.886,16.013,7.834,0.489236,f,1342257723,1707.8,TRUE,FALSE
4058,15.765414,61.996185,190.93,16.39,VFID4057,NGC4651,HPESL160A_J124343.6+162344,red,190.931781,16.395563,7.20E-05,6.90E-05,4944.25,17.527,6.837,585.707,42.732,null,0,f,1342258508,799.8,FALSE,TRUE
4093,2.464731,-118.774071,180.9,16.06,VFID4092,PGC038113,HPESL100A_J120335.8+160319,green,180.899283,16.055171,3.30E-05,3.20E-05,1493.708,68.523,null,70.387,16.439,12.49,0.759759,f,1342257469,909.4,FALSE,TRUE
4116,4.285953,-34.439793,193.18,15.85,VFID4115,NGC4758,HPESL160A_J125244.0+155055,red,193.183633,15.848747,6.20E-05,5.90E-05,1621.88,17.081,11.457,177.845,36.208,12.806,0.353688,f,1342258442,1241.5,FALSE,TRUE
4120,1.95735,78.964302,185.73,15.82,VFID4119,NGC4321,HPESL100A_J122255.0+154920,green,185.729221,15.822353,1.20E-05,1.20E-05,18311.668,202.619,null,282.187,27.418,null,0,f,1342212439,1574,TRUE,TRUE
4136,4.462978,-48.176972,186.5,15.67,VFID4135,NGC4396,HPESL100A_J122558.8+154018,green,186.495278,15.671649,4.80E-05,4.60E-05,1639.365,26.025,null,146.083,14.333,9.183,0.64066,f,1342258064,-115.0999985,FALSE,TRUE
4144,10.917679,51.264979,188.71,15.55,VFID4143,NGC4540,HPESL100A_J123451.4+153312,green,188.714231,15.553225,4.90E-05,4.80E-05,2061.469,13.433,null,331.498,19.669,8.182,0.415997,f,1342258046,1284.7,FALSE,TRUE
4165,6.034971,150.121417,188.49,15.35,VFID4164,IC0800,HPESL160A_J123356.8+152112,red,188.487029,15.353271,0.000185,0.000179,1134.272,20.449,8.181,92.921,31.731,18.711,0.589661,f,1342258048,2333.9,FALSE,TRUE
4166,2.09065,-126.289294,175.06,15.34,VFID4165,NGC3800,HPESL070A_J114013.3+152031,blue,175.05578,15.341987,7.00E-06,7.00E-06,5237.513,97.826,19.178,183.462,16.993,7.861,0.462614,f,1342221865,3299.2,TRUE,TRUE
4169,0.385158,62.417403,184.3,15.32,VFID4168,NGC4237,HPESL100A_J121711.4+151926,green,184.297696,15.323953,4.00E-05,3.80E-05,3832.535,35.941,15.462,345.385,30.009,20.122,0.670528,f,1342198147,863.8,TRUE,FALSE
4171,2.269693,14.157586,189.97,15.3,VFID4170,NGC4595,HPESL160A_J123951.9+151754,red,189.966322,15.298342,0.000266,0.000257,1682.077,19.028,8.401,153.297,33.675,null,0,f,1342258506,630.6,FALSE,TRUE
,,,233.6464,15.19922,VFID4177,NGC5954,,,,,,,,,,,,,,,,,TRUE,TRUE
4180,1.40561,-118.279337,233.63,15.19,VFID4179,NGC5953,HPESL100A_J153432.3+151137,green,233.634619,15.193608,4.00E-06,4.00E-06,12540.216,200.392,26.624,258.618,13.875,11.963,0.862185,f,1342202566,1969.8,TRUE,TRUE
4184,4.630908,25.703079,192.41,15.16,VFID4183,NGC4710,HPESL100A_J124938.9+150958,green,192.41212,15.16613,5.00E-06,5.00E-06,11012.714,179.04,34.84,248.853,13.816,6.977,0.505012,f,1342258444,1103.7,FALSE,TRUE
4189,7.541844,-30.093994,187.98,15.12,VFID4188,IC0797,HPESL160A_J123154.5+150733,red,187.977148,15.125734,8.90E-05,8.60E-05,1483.084,23.627,8.638,106.567,25.172,null,0,f,1342258054,2096.4,FALSE,TRUE
4195,0.313391,-86.934829,186.74,15.05,VFID4194,NGC4419,HPESL160A_J122656.4+150251,red,186.735117,15.047379,2.20E-05,2.10E-05,11266.571,50.02,32.139,604.803,24.578,11.297,0.459646,f,1342258062,-227.8000031,FALSE,TRUE
4204,0.569565,-40.589903,187.18,15,VFID4203,IC3392,HPESL160A_J122843.2+145958,red,187.180156,14.999557,6.30E-05,6.10E-05,3376.195,43.891,27.189,153.325,34.02,16.955,0.498384,f,1342258060,1668.4,FALSE,TRUE
4213,1.995724,-5.23211,183.45,14.9,VFID4212,NGC4192,HPESL070A_J121348.3+145402,blue,183.451376,14.900523,9.00E-06,8.00E-06,4835.848,187.23,61.638,138.77,11.959,6.107,0.510645,f,1342233016,-118.1999969,TRUE,FALSE
4221,30.140406,74.205826,165.01,14.84,VFID4220,NGC3485,HPESL160A_J110004.3+145038,red,165.018293,14.843806,0.000132,0.000128,1266.87,11.522,5.471,186.821,28.839,null,0,f,1342255547,1433.3,FALSE,TRUE
4227,0.695629,-172.438033,168.78,14.79,VFID4226,NGC3596,HPESL160A_J111506.2+144713,red,168.775862,14.78687,6.40E-05,6.20E-05,1730.974,17.024,3.949,210.384,25.954,15.931,0.613806,f,1342255549,1192.5,FALSE,TRUE
4283,18.466927,65.282958,188,14.42,VFID4282,NGC4501,HPESL100A_J123200.4+142520,green,188.001875,14.42218,3.10E-05,3.00E-05,2762.612,6.356,null,1023.232,24.413,9.93,0.406739,f,1342258056,2281.5,FALSE,TRUE
4284,0.470226,140.392545,184.71,14.42,VFID4283,NGC4254,HPESL160A_J121849.6+142500,red,184.706817,14.416691,2.90E-05,2.80E-05,8851.701,5.19,4.404,1051.305,27.808,15.834,0.569414,f,1342198147,2407.4,TRUE,TRUE
4292,0.605619,17.292433,190.66,14.36,VFID4291,NGC4633,HPESL100A_J124237.3+142127,green,190.655656,14.357397,0.000146,0.000141,524.126,13.102,null,92.493,19.697,null,0,f,1342258504,295.6000061,FALSE,TRUE
4312,2.827075,31.835056,194.86,14.17,VFID4311,NGC4866,HPESL100A_J125927.1+141018,green,194.863138,14.171662,0.000141,0.000137,363.196,12.023,8.31,76.946,16.631,7.67,0.461168,f,1342258591,1984.6,FALSE,TRUE
4322,1.012246,150.550714,180.29,14.1,VFID4321,IC0755,HPESL160A_J120110.5+140614,red,180.293775,14.103787,0.000111,0.000108,1011.844,20.811,22.767,87.508,29.911,12.034,0.402315,f,1342257467,1531.3,FALSE,TRUE
4335,0.978589,83.98377,183.77,14.03,VFID4334,IC3061,HPESL070A_J121504.5+140144,blue,183.768895,14.028915,8.80E-05,8.60E-05,351.062,15,null,86.22,26.529,7.453,0.280933,f,1342233018,2317,TRUE,FALSE
4354,23.260479,58.332719,183.91,13.9,VFID4353,NGC4212,HPESL070A_J121540.6+135418,blue,183.919542,13.904967,7.00E-05,6.80E-05,1192.146,3.034,null,491.965,12.737,8.11,0.636738,f,1342233020,-86.5,TRUE,FALSE
4383,0.867225,2.776233,191.94,13.76,VFID4382,NGC4689,HPESL160A_J124745.5+134546,red,191.939933,13.762874,0.000152,0.000148,2460.053,20.871,5.38,212.437,29.963,null,0,f,1342258446,1609,FALSE,TRUE
4388,0.547936,99.454633,160.53,13.75,VFID4387,NGC3338,HPESL160A_J104207.5+134449,red,160.531572,13.746964,0.000176,0.000171,1737.243,14.753,3.075,188.77,30.095,24.516,0.814627,f,1342255310,1297,FALSE,TRUE
4415,37.663692,108.883991,170.07,13.59,VFID4414,NGC3628,HPESL100A_J112019.4+133510,green,170.080938,13.586241,6.00E-06,6.00E-06,22082.434,4.897,null,9670.498,25.328,16.793,0.66302,f,1342256147,845.1,TRUE,TRUE
4446,27.843594,163.710207,183.45,13.42,VFID4445,NGC4189,HPESL100A_J121347.8+132503,green,183.449295,13.41754,9.10E-05,8.90E-05,1338.03,11.531,4.44,368.489,45.976,null,0,f,1342198147,2108.2,TRUE,FALSE
4451,33.091387,9.208275,180.35,13.4,VFID4450,NGC4037,HPESL160A_J120124.0+132436,red,180.350175,13.410093,0.000458,0.000446,299.006,3.562,2.868,132.906,25.075,10.623,0.423672,f,1342257465,928.9,FALSE,TRUE
4454,0.491504,-174.327431,189.77,13.36,VFID4453,IC3611,HPESL100A_J123904.1+132148,green,189.767185,13.363258,0.000271,0.000263,137.651,6.978,10,74.021,14.657,null,0,f,1342258502,2737.6,TRUE,FALSE
4465,16.485464,-124.425592,184.09,13.31,VFID4464,NGC4222,HPESL100A_J121621.7+131817,green,184.090577,13.304694,4.90E-05,4.80E-05,1110.79,19.342,20.117,226.502,48.749,12.422,0.254821,f,1342198147,229.6999969,TRUE,FALSE
4473,10.248956,146.184952,189.18,13.26,VFID4472,IC3583,HPESL160A_J123644.0+131523,red,189.183491,13.2565,4.30E-05,4.20E-05,883.287,18.121,14.159,74.339,35.231,17.315,0.491458,t,1342212668,1120,TRUE,TRUE
4474,23.960394,168.370368,190.72,13.26,VFID4473,NGC4639,HPESL160A_J124252.7+131503,red,190.719715,13.250722,0.000222,0.000216,1260.226,10.621,4.787,193.538,33.827,null,0,f,1342258450,983,FALSE,TRUE
4480,4.236473,-19.780505,193.68,13.24,VFID4479,UGC08032,HPESL100A_J125444.0+131418,green,193.683692,13.238297,6.90E-05,6.70E-05,612.985,19.756,8.511,78.683,20.99,7.412,0.35312,f,1342258589,1118.9,FALSE,TRUE
4497,0.495715,100.594156,183.47,13.17,VFID4496,NGC4193,HPESL160A_J121353.6+131022,red,183.473449,13.172807,6.20E-05,6.10E-05,2379.812,23.369,11.69,125.507,28.03,17.524,0.625206,f,1342198147,2466.7,TRUE,FALSE
,,,189.2081,13.16339,VFID4499,NGC4569,,,,,,,,,,,,,,,,,TRUE,TRUE
4505,0.820398,166.601505,183.98,13.15,VFID4504,NGC4216,HPESL160A_J121554.3+130857,red,183.976338,13.149132,0.000113,0.00011,2002.896,9.809,3.02,208.333,39.606,17.496,0.441739,f,1342198147,134.1999969,TRUE,FALSE
4508,0.797312,83.456962,190.99,13.13,VFID4507,NGC4654,HPESL160A_J124356.6+130736,red,190.98611,13.126542,3.00E-05,3.00E-05,5896.101,22.65,5.439,693.734,24.882,11.63,0.467386,f,1342258448,1043.1,FALSE,TRUE
4511,2.275296,-155.817914,186.53,13.11,VFID4510,NGC4402,HPESL160A_J122607.5+130645,red,186.531357,13.112554,1.70E-05,1.70E-05,9779.217,22.593,11.325,1134.91,34.629,13.471,0.38901,f,1342233036,233.6999969,TRUE,FALSE
4539,0.522171,23.147688,183.82,13.02,VFID4538,NGC4206,HPESL160A_J121516.8+130127,red,183.820166,13.024048,0.000143,0.000139,1357.091,17.708,7.196,98.426,27.528,null,0,f,1342198147,702.1,TRUE,FALSE
4642,0.548064,-159.755766,186.44,12.66,VFID4641,NGC4388,HPESL160A_J122546.7+123943,red,186.44477,12.661957,3.10E-05,3.00E-05,8460.215,5.698,14.004,967.52,30.014,13.775,0.45896,f,1342199776,2514.7,TRUE,FALSE
4724,16.927636,-62.201477,187.71,12.39,VFID4723,NGC4486,HPESL070A_J123048.5+122334,blue,187.702105,12.392712,6.70E-05,6.60E-05,259.902,23.93,9.479,27.97,19.651,5.831,0.29671,f,1342224344,1283.1,TRUE,TRUE
4732,5.27133,115.843027,191.19,12.35,VFID4731,IC3718,HPESL160A_J124445.7+122104,red,191.190665,12.351056,0.000396,0.000386,197.51,4.799,2.032,59.448,30.885,16.58,0.536837,f,1342258452,848.9,FALSE,TRUE
4779,0.949634,25.922114,186.01,12.2,VFID4778,NGC4351,HPESL160A_J122401.4+121218,red,186.006202,12.204882,0.00019,0.000186,1123.247,12.78,9.899,125.157,28.475,17.291,0.607256,f,1342187265,2305.5,TRUE,FALSE
4811,2.369139,112.207518,192.98,12.08,VFID4810,NGC4746,HPESL100A_J125155.3+120458,green,192.980732,12.082914,1.50E-05,1.40E-05,6599.059,27.076,null,690.199,29.257,8.897,0.304082,f,1342258587,1779.8,FALSE,TRUE
4817,1.575171,19.776807,166.76,12.06,VFID4816,UGC06169,HPESL160A_J110703.4+120338,red,166.764171,12.060519,0.000109,0.000107,873.07,19.311,8.739,77.172,30.485,14.157,0.464398,f,1342255559,1550,FALSE,TRUE
,,,190.2397,11.91169,VFID4845,NGC4606,,,,,,,,,,,,,,,,,FALSE,TRUE
4854,6.859518,21.082077,190.3,11.89,VFID4853,NGC4607,HPESL100A_J124112.4+115318,green,190.301914,11.888247,8.00E-06,8.00E-06,4982.667,45.06,15.091,364.483,14.217,6.986,0.491416,f,1342258460,2256.5,FALSE,TRUE
4862,1.04547,-0.0636,189.43,11.82,VFID4861,NGC4579,HPESL160A_J123743.5+114906,red,189.431379,11.818425,1.30E-05,1.30E-05,2611.083,40.48,11.018,148.399,24.298,13.734,0.565224,t,1342212664,1516.9,TRUE,TRUE
4866,0.94955,147.59382,185.66,11.8,VFID4865,NGC4313,HPESL100A_J122238.5+114803,green,185.660643,11.800759,0.000214,0.00021,2681.976,44.485,28.707,229.697,32.297,12.275,0.380056,f,1342187265,1434,TRUE,FALSE
4887,2.766913,-179.190026,160.99,11.7,VFID4886,NGC3351,HPESL070A_J104357.7+114210,blue,160.990406,11.702916,1.00E-05,1.00E-05,16945.344,370.804,31.501,172.985,13.023,null,0,f,1342210456,777.9,TRUE,TRUE
4950,0.768918,6.039693,171.11,11.34,VFID4949,NGC3666,HPESL100A_J112426.0+112032,green,171.108597,11.342357,2.20E-05,2.20E-05,3718.79,25.496,null,381.884,23.446,9.334,0.398084,f,1342255551,1060.3,FALSE,TRUE
4962,0.189999,-124.478585,189.14,11.26,VFID4961,NGC4567,HPESL160A_J123632.7+111529,red,189.13639,11.257927,1.40E-05,1.30E-05,2801.007,16.722,2.335,398.603,31.032,18.219,0.587098,t,1342201174,2261.1,TRUE,TRUE
4963,28.978491,-163.468347,189.14,11.24,VFID4962,NGC4568,HPESL100A_J123633.7+111352,green,189.140505,11.231184,1.00E-05,1.00E-05,7087.805,3.745,null,4180.373,24.115,14.174,0.587785,f,1342201176,2236.2,TRUE,TRUE
5013,6.366689,48.114046,183.19,10.87,VFID5012,NGC4178,HPESL100A_J121246.6+105201,green,183.194236,10.866891,2.50E-05,2.40E-05,1633.917,16.418,5.732,215.537,19.04,7.254,0.380972,f,1342257715,374.7999878,FALSE,TRUE
5031,3.187411,-0.36249,167.48,10.72,VFID5030,NGC3547,HPESL100A_J110955.9+104318,green,167.482997,10.721723,3.30E-05,3.30E-05,2662.712,42.358,null,152.111,18.875,10.612,0.562233,f,1342255553,1581.5,FALSE,TRUE
5076,0.58772,146.624338,182.04,10.38,VFID5075,NGC4119,HPESL100A_J120809.6+102244,green,182.040109,10.378768,2.10E-05,2.10E-05,1346.629,72.758,30.522,69.769,14.292,7.345,0.513953,f,1342257579,1651.8,FALSE,TRUE
5155,0.747547,-105.414915,218.18,9.89,VFID5154,NGC5669,HPESL100A_J143243.8+095329,green,218.182568,9.891371,5.60E-05,5.60E-05,1106.161,17.086,null,158.74,14.28,6.952,0.486821,f,1342259529,1373.7,FALSE,TRUE
5177,22.943868,9.531026,193.46,9.71,VFID5176,NGC4779,HPESL100A_J125351.0+094259,green,193.46289,9.716311,0.000119,0.000118,610.942,4.976,null,242.139,18.077,11.653,0.644643,f,1342259154,2844.4,FALSE,TRUE
5195,1.166459,-51.980981,183.88,9.58,VFID5194,NGC4207,HPESL100A_J121530.4+093506,green,183.87676,9.58513,1.10E-05,1.00E-05,5072.626,71.297,16.819,213.967,19.719,7.125,0.361331,f,1342258066,607.3,FALSE,TRUE
5223,2.602665,-68.989638,186.8,9.42,VFID5222,NGC4424,HPESL160A_J122711.5+092515,red,186.798016,9.420702,1.90E-05,1.90E-05,3984.538,62.277,38.912,142.62,24.286,11.388,0.468908,f,1342225510,440.7999878,TRUE,FALSE
5224,1.01154,-9.432988,172.1,9.41,VFID5223,NGC3692,HPESL100A_J112824.0+092429,green,172.100046,9.407934,5.40E-05,5.40E-05,1525.665,14.877,null,235.959,24.677,9.482,0.384245,f,1342255683,1709.5,FALSE,TRUE
5237,22.012642,111.01052,185.68,9.33,VFID5236,NGC4316,HPESL070A_J122243.6+091949,blue,185.681741,9.330403,4.00E-05,4.00E-05,857.492,4.349,null,432.655,11.519,null,0,f,1342225506,1251.5,TRUE,FALSE
5242,33.868418,-149.468901,148.71,9.27,VFID5241,NGC3049,HPESL100A_J095448.4+091548,green,148.701864,9.2633,0.000376,0.000371,450.382,1.038,null,1053.935,16.848,null,0,f,1342210451,1484.2,TRUE,TRUE
5245,3.661868,-26.224736,187.17,9.26,VFID5244,NGC4451,HPESL100A_J122840.4+091535,green,187.168465,9.259829,7.50E-05,7.40E-05,3318.757,155.322,54.001,70.605,22.313,null,0,f,1342198186,859.5,TRUE,FALSE
5258,0.731605,-173.246955,188.42,9.17,VFID5257,NGC4522,HPESL100A_J123339.7+091029,green,188.415406,9.174661,3.20E-05,3.20E-05,2670.273,81.522,59.468,125.589,25.615,13.818,0.539431,f,1342198186,2320,TRUE,FALSE
5277,1.228874,-39.715085,185.52,9.04,VFID5276,NGC4307,HPESL160A_J122205.6+090238,red,185.52333,9.043972,4.80E-05,4.80E-05,3786.294,16.491,18.088,247.618,41.642,14.675,0.3524,f,1342198186,1058.6,TRUE,FALSE
5293,0.964517,-2.227577,204.38,8.89,VFID5292,NGC5248,HPESL100A_J133732.0+085308,green,204.383409,8.885444,9.00E-06,9.00E-06,16946.964,88.561,null,655.542,19.423,14.135,0.727728,f,1342261988,1152.1,FALSE,TRUE
5325,23.274709,73.278302,188.38,8.65,VFID5324,NGC4519,HPESL070A_J123331.7+083924,blue,188.382317,8.656575,8.90E-05,8.80E-05,522.247,5.25,null,184.439,17.277,null,0,f,1342225550,1221.9,TRUE,FALSE
5406,1.066431,15.482094,193.68,8.05,VFID5405,NGC4791,HPESL100A_J125443.9+080312,green,193.683191,8.053391,0.000124,0.000123,301.774,13.068,null,69.831,17.862,12.179,0.681814,f,1342259150,2524.3,FALSE,TRUE
5430,2.267446,70.437874,186.69,7.92,VFID5429,NGC4416,HPESL100A_J122646.8+075509,green,186.695183,7.919061,0.000126,0.000125,1223.366,67.655,20.159,58.395,21.528,19.051,0.88493,f,1342198186,1390.8,TRUE,FALSE
5433,6.566377,-68.32319,193.85,7.91,VFID5432,UGC08045,HPESL160A_J125523.0+075438,red,193.845881,7.910576,0.000577,0.000571,379.505,7.618,7.865,73.438,38.717,null,0,f,1342259148,2800.9,FALSE,TRUE
5437,8.512776,57.423417,189.59,7.89,VFID5436,UGC07802,HPESL160A_J123821.3+075334,red,189.588894,7.892772,0.000243,0.000241,396.94,8.911,8.096,65.218,31.944,11.535,0.361091,f,1342258468,1774.2,FALSE,TRUE
5475,1.774607,91.287334,188.51,7.7,VFID5474,NGC4526,HPESL070A_J123403.1+074157,blue,188.513042,7.69925,7.00E-06,7.00E-06,7843.466,433.617,56.212,108.892,13.235,5.694,0.430205,f,1342225548,577.1,TRUE,FALSE
5478,0.8919,36.222443,185.03,7.69,VFID5477,NGC4276,HPESL100A_J122007.5+074131,green,185.031298,7.691882,0.000353,0.00035,456.241,17.433,7.905,84.79,26.655,null,0,f,1342198186,2617.4,FALSE,TRUE
5509,4.130254,124.669794,186.23,7.44,VFID5508,NGC4370,HPESL070A_J122455.1+072639,blue,186.229799,7.444048,1.20E-05,1.20E-05,1298.556,147.887,29.61,59.589,13.019,5.384,0.413511,f,1342225520,773.2,TRUE,FALSE
5527,6.44187,-132.704758,186.8,7.26,VFID5526,UGC07557,HPESL160A_J122711.0+071542,red,186.795875,7.261786,0.000529,0.000525,99.006,4.351,2.628,27.525,53.499,26.425,0.493932,f,1342225516,932.6,TRUE,FALSE
5533,4.429437,123.960951,186.43,7.22,VFID5532,IC3322A,HPESL100A_J122542.7+071259,green,186.428266,7.216451,9.60E-05,9.60E-05,2078.387,24.824,17.48,315.277,40.316,13.074,0.324276,f,1342199758,995,TRUE,FALSE
5545,5.206142,-122.527223,166.74,7.17,VFID5544,NGC3526,HPESL160A_J110656.3+071023,red,166.734696,7.173132,0.000122,0.000121,1103.327,17.908,6.93,106.848,39.622,13.632,0.344037,f,1342255575,1417.8,FALSE,TRUE
5547,10.048743,26.083452,188.66,7.16,VFID5546,IC3521,HPESL160A_J123439.8+070946,red,188.665837,7.162664,5.30E-05,5.30E-05,1578.12,11.23,19.7,171.94,41.318,null,0,f,1342198186,594.1,TRUE,TRUE
5574,0.272508,-153.608339,183.26,7.04,VFID5573,NGC4180,HPESL070A_J121303.0+070220,blue,183.262748,7.038869,9.00E-06,9.00E-06,4806.226,107.866,23.696,170.792,13.233,6.589,0.497906,f,1342224342,2175.6,TRUE,FALSE
5583,0.547073,-162.634695,185.91,6.95,VFID5582,NGC4343,HPESL100A_J122338.6+065714,green,185.911217,6.95393,2.90E-05,2.80E-05,2780.181,80.567,48.895,144.55,24.112,11.795,0.489196,f,1342198186,997.4,TRUE,FALSE
5626,1.703716,-169.236853,185.72,6.68,VFID5625,IC3229,HPESL100A_J122252.7+064046,green,185.719884,6.679493,0.000489,0.000485,114.23,11.824,5.419,37.368,40.468,15.811,0.390705,f,1342199758,1543,TRUE,FALSE
5628,1.70477,57.136295,185.66,6.68,VFID5627,IC3225,HPESL100A_J122239.1+064039,green,185.662983,6.677579,0.000191,0.00019,334.521,17.001,8.885,67.337,43.875,15.218,0.346838,f,1342198186,2373.3,TRUE,FALSE
5633,7.794071,-11.236064,184.5,6.65,VFID5632,IC3115,HPESL160A_J121759.8+063922,red,184.499392,6.656218,0.000301,0.000299,244.752,7.222,4.588,34.78,58.822,null,0,f,1342233044,733.7,TRUE,FALSE
5638,2.085399,138.698305,186.03,6.61,VFID5637,IC3268,HPESL100A_J122407.5+063627,green,186.031364,6.607587,0.000125,0.000124,1050.905,62.89,28.738,48.903,26.363,null,0,f,1342198186,727.1,TRUE,FALSE
5653,6.646816,-36.326187,188.58,6.47,VFID5652,NGC4532,HPESL160A_J123419.0+062810,red,188.579523,6.469536,4.20E-05,4.10E-05,5542.286,22.179,10.14,613.261,33.114,13.321,0.402286,f,1342258474,2013.6,FALSE,TRUE
5677,12.602605,137.223853,186.86,6.26,VFID5676,NGC4430,HPESL160A_J122726.8+061537,red,186.86206,6.260402,0.000526,0.000523,1149.529,8.756,3.68,149.774,62.887,null,0,f,1342198186,1447.8,FALSE,TRUE
5714,1.32515,6.320098,189.8,6.01,VFID5713,NGC4591,HPESL100A_J123912.4+060045,green,189.801815,6.012637,2.80E-05,2.80E-05,1228.54,45.012,14.248,78.759,14.032,8.158,0.581405,f,1342258575,2428.3,FALSE,TRUE
5744,2.209303,-144.412917,186.79,5.88,VFID5743,NGC4423,HPESL100A_J122708.9+055249,green,186.787276,5.880165,8.40E-05,8.30E-05,478.143,11.894,8.367,107.381,20.996,8.067,0.384223,f,1342258494,1121.5,TRUE,TRUE
5760,2.187629,177.281385,183.66,5.81,VFID5759,NGC4197,HPESL070A_J121438.5+054818,blue,183.6606,5.804958,2.00E-05,2.00E-05,1181.812,7.551,9.09,339.226,13.861,6.221,0.448813,f,1342233046,2079.5,TRUE,FALSE
5777,1.874673,-10.332928,186.98,5.72,VFID5776,UGC07579,HPESL160A_J122755.3+054318,red,186.98069,5.72167,0.000126,0.000126,886.617,30.095,37.79,50.866,29.811,12.978,0.435354,f,1342199758,2248.5,FALSE,TRUE
5843,2.411445,-71.243112,208.74,5.33,VFID5842,NGC5356,HPESL100A_J135458.2+052002,green,208.742892,5.333916,5.80E-05,5.80E-05,1210.593,14.63,null,202.437,21.418,9.022,0.421232,f,1342259304,1369.8,FALSE,TRUE
5847,8.36512,-148.879983,192.49,5.31,VFID5846,NGC4713,HPESL100A_J124957.5+051834,green,192.489781,5.309349,0.000172,0.000171,1563.936,11.921,null,267.475,24.456,null,0,f,1342259144,651.4,FALSE,TRUE
5853,10.558477,-138.603189,185.78,5.25,VFID5852,NGC4324,HPESL160A_J122305.7+051454,red,185.773793,5.248252,0.000264,0.000263,1235.533,14.261,12.982,146.102,42.688,null,0,f,1342225540,1663.5,TRUE,FALSE
5856,2.899197,179.538854,208.55,5.23,VFID5855,NGC5348,HPESL160A_J135411.2+051335,red,208.546925,5.226481,0.000133,0.000133,674.842,14.944,9.299,74.706,26.231,12.398,0.472634,f,1342259306,1450.3,FALSE,TRUE
5890,32.686018,30.334704,209.05,5.01,VFID5889,NGC5364,HPESL160A_J135613.0+050121,red,209.054493,5.022493,0.000101,0.000101,1624.333,15.714,4.517,183.311,29.565,14.685,0.496694,f,1342259555,1239.7,FALSE,TRUE
5906,3.520385,-46.877189,220.74,4.89,VFID5905,IC1048,HPESL160A_J144257.8+045325,red,220.740844,4.890351,2.90E-05,2.90E-05,3971.688,29.127,20.426,301.632,27.083,12.033,0.444311,f,1342261303,1584.1,FALSE,TRUE
5961,38.119494,5.54791,185.48,4.47,VFID5960,NGC4303,HPESL100A_J122155.0+042904,green,185.479441,4.484316,6.90E-05,6.90E-05,4234.596,16.147,3.796,980.645,45.307,29.704,0.655619,f,1342199758,1566.8,TRUE,FALSE
5963,0.132905,114.442723,193.31,4.46,VFID5962,NGC4765,HPESL160A_J125314.4+042748,red,193.310392,4.463314,2.00E-05,2.00E-05,2335.114,42.397,25.946,104.941,25.92,14.779,0.570159,t,1342248060,717.3,TRUE,TRUE
5965,10.014346,102.870253,218.35,4.45,VFID5964,NGC5668,HPESL160A_J143324.9+042700,red,218.354015,4.449876,0.000268,0.000267,404.131,3.946,1.258,131.107,44.25,null,0,f,1342259537,1582.9,FALSE,TRUE
5989,0.395097,133.742768,193.95,4.3,VFID5988,NGC4808,HPESL100A_J125548.9+041815,green,193.954067,4.304101,4.10E-05,4.10E-05,5890.025,15.682,null,892.948,31.813,11.725,0.368564,f,1342259146,761.1,FALSE,TRUE
5993,0.679377,-15.754854,187.61,4.25,VFID5992,NGC4480,HPESL160A_J123026.7+041448,red,187.61155,4.246674,0.000222,0.000223,1795.754,10.942,8.6,177.873,47.44,null,0,f,1342199758,2432,FALSE,TRUE
5996,0.822797,74.562756,185.07,4.2,VFID5995,UGC07387,HPESL100A_J122017.4+041207,green,185.072726,4.202023,0.000134,0.000134,463.139,29.916,20.517,62.278,32.541,12.256,0.376636,f,1342199758,1732.3,TRUE,FALSE
6019,1.825257,100.971303,215.02,3.99,VFID6018,NGC5560,HPESL160A_J142004.5+035934,red,215.018896,3.992657,4.40E-05,4.40E-05,3403.009,31.517,19.162,218.223,49.096,12.168,0.247842,f,1342259545,1730.2,FALSE,TRUE
,,,215.134,3.983,VFID6020,NGC5569,,,,,,,,,,,,,,,,1779.5,FALSE,TRUE
6024,16.946169,149.669912,186.65,3.96,VFID6023,NGC4412,HPESL070A_J122636.6+035739,blue,186.65266,3.960725,5.10E-05,5.10E-05,1878.638,10.78,null,199.998,19.179,null,0,f,1342225544,2258.7,TRUE,TRUE
6029,34.064504,96.028729,207.07,3.95,VFID6028,NGC5300,HPESL160A_J134818.3+035700,red,207.076292,3.949883,0.000258,0.000257,395.768,5.631,1.566,98.126,36.496,null,0,f,1342261986,1171.4,FALSE,TRUE
,,,215.083,3.934,VFID6033,NGC5566,,,,,,,,,,,,,,,,1529,FALSE,TRUE
6049,5.186063,-13.515227,217.51,3.77,VFID6048,IC1022,HPESL100A_J143001.7+034627,green,217.507343,3.774299,0.000244,0.000244,247.621,10.886,null,73.8,23.765,null,0,f,1342259166,1719.4,FALSE,TRUE
6057,4.275767,123.838832,185.26,3.72,VFID6056,NGC4289,HPESL070A_J122102.5+034317,blue,185.26046,3.721416,2.10E-05,2.10E-05,942.344,35.858,21.593,120.247,16.155,5.468,0.33851,f,1342225534,2609.7,TRUE,FALSE
