|    VFID|                RA|               DEC|                vr|    radius|radius_flag|                  objname|    PGC|NSAIDV1|NSAIDV0|   AGC|                     NEDname|HLflag|NSAV1flag|NSAV0flag|A100flag| VFID_V1|COflag|HAflag|HAobsflag|Z0MGSflag|Steerflag|unwiseflag|                              prefix|Herschelflag|HerschelFlag|
|    char|            double|            double|            double|     float|       char|                     char|   long|   long|   long|  long|                        char|  char|     char|     char|    char|    char|  char|  char|     char|     char|     char|      char|                                char|        char|        char|
|        |                  |                  |                  |    arcsec|           |                         |       |       |       |      |                            |      |         |         |        |        |      |      |         |         |         |          |                                    |            |            |
|    null|              null|              null|              null|      null|       null|                     null|   null|   null|   null|  null|                        null|  null|     null|     null|    null|    null|  null|  null|     null|     null|     null|      null|                                null|        null|        null|
 VFID2891         131.031654          30.119068             2075.9 111.975044        True                  UGC04559   24530  622890  135465   4559                    UGC 04559   True      True      True     True VFID2893   True   True      True      True      True       True                    VFID2891-UGC04559        False        False 
 VFID2895        185.4869085         30.0743312              636.4   28.12686        True                   NGC4308   40011  479909  102878      0                     NGC 4308   True      True      True    False VFID2897  False   True      True      True      True       True                     VFID2895-NGC4308        False        False 
 VFID2896        185.5811235         30.0614441              701.6  31.777613        True                  UGC07438   40062  667367  161603   7438                    UGC 07438   True      True      True     True VFID2898  False  False      True     False      True       True                    VFID2896-UGC07438        False        False 
 VFID2909          185.63331         29.8954364              981.7 110.948456        True                   NGC4314   40097  611360  141243      0                     NGC 4314   True      True      True    False VFID2911   True   True      True      True      True       True                     VFID2909-NGC4314        False        False 
 VFID2919        193.4968185         29.7886376             2101.8 12.6800585        True                 PGC043854   43854  482043  103504 725161                 KUG 1251+300   True      True      True     True VFID2921  False   True      True     False      True       True                 VFID2919-KUG1251+300        False        False 
 VFID2924        185.3337795         29.7154661              908.5  25.593004        True                PGC1875560 1875560  479900  102874      0     SDSS J122120.10+294255.6   True      True      True    False VFID2926  False   True      True     False      True       True     VFID2924-SDSSJ122120.10+294255.6        False        False 
 VFID2927        184.9315545         29.6588449              576.8   17.38286        True                 PGC213976  213976       0       0      0     SDSS J121943.54+293931.7   True     False     False    False VFID2929  False  False      True     False      True       True     VFID2927-SDSSJ121943.54+293931.7        False        False 
 VFID2929        194.4580395         29.6542102             2525.3  26.310024        True                  UGC08076   44370  671942  162674   8076                    UGC 08076   True      True      True     True VFID2931   True   True      True      True      True       True                    VFID2929-UGC08076        False        False 
 VFID2931 128.11203600000002         29.6448939             2043.0  55.681602        True   SDSSJ083226.88+293841.6 5077313  589367   50258 182572     SDSS J083226.88+293841.1   True      True      True     True VFID2933  False  False      True     False      True       True     VFID2931-SDSSJ083226.88+293841.1        False        False 
 VFID2933        184.9607445         29.6143394              917.3 108.923416        True                   NGC4274   39724  628127  141155   7377                     NGC 4274   True      True      True     True VFID2935  False   True      True      True      True       True                     VFID2933-NGC4274        False        False 
 VFID2936        185.9889495         29.5965848              714.0  15.926534        True   SDSSJ122357.33+293547.4 4555424  479877  102870      0    WISEA J122357.36+293548.3   True      True      True    False VFID2938  False  False      True     False      True       True    VFID2936-WISEAJ122357.36+293548.3        False        False 
 VFID2942 142.57052850000002         29.5400317             1700.9  30.487461        True                   NGC2893   26979  623283  135928   5060                     NGC 2893   True      True      True     True VFID2944   True   True      True      True      True       True                     VFID2942-NGC2893        False        False 
 VFID2943         128.346309         29.5387746             2083.4  44.373253        True                   NGC2604   23998  647626  156774   4469                     NGC 2604   True      True      True     True VFID2945   True   True      True      True      True       True                     VFID2943-NGC2604        False        False 
 VFID2945          172.00245         29.5110084             2502.8   42.08441        True                   NGC3687   35285  475081  101649   6463                     NGC 3687   True      True      True     True VFID2947   True   True      True      True      True       True                     VFID2945-NGC3687        False        False 
 VFID2946        172.0171395         29.5106503             2219.0   14.29293        True                 PGC213835  213835  626585  139459      0    WISEA J112804.13+293038.6   True      True      True    False VFID2948  False  False      True     False      True       True    VFID2946-WISEAJ112804.13+293038.6        False        False 
 VFID2947         128.398413         29.4992148             2111.3   16.87024        True                  NGC2604B   24004  244339   50264      0                    NGC 2604B   True      True      True    False VFID2949  False  False      True      True      True       True                    VFID2947-NGC2604B        False        False 
 VFID2948 157.33363200000002         29.4920072             1366.7  70.326866        True                   NGC3254   30895  611236  137460   5685                     NGC 3254   True      True      True     True VFID2950   True   True      True      True      True       True                     VFID2948-NGC3254        False        False 
 VFID2955 148.17458249999999         29.3613892             1459.0  19.077505        True                 AGC190869 5807864       0       0 190869    WISEA J095243.84+292053.9   True     False     False     True VFID2957  False  False      True     False      True       True    VFID2955-WISEAJ095243.84+292053.9        False        False 
 VFID2958 148.18268198068586 29.347946252040252 1457.0101318359375  39.743114        True                      null   -1000  623477       0      0                         null  False      True     False    False VFID2960  False  False      True     False      True       True                            VFID2958-        False        False 
 VFID2959 185.17532699999998         29.3458624              640.5  32.517807        True                   NGC4286   39846  479067  102682   7398                     NGC 4286   True      True      True     True VFID2961  False  False      True      True      True       True                     VFID2959-NGC4286        False        False 
 VFID2960 148.18598446431213  29.34180773494461 1457.0101318359375   5.728971        True                      null   -1000       0  136157      0    WISEA J095244.63+292030.4  False     False      True    False VFID2962  False   True      True     False      True      False    VFID2960-WISEAJ095244.63+292030.4        False        False 
 VFID2962        148.2390585         29.3108332             1657.3  10.118619        True                 PGC028474   28474  412730   85587 190561                 KUG 0950+295   True      True      True     True VFID2964  False  False      True     False      True       True                 VFID2962-KUG0950+295        False        False 
 VFID2963        185.0865645         29.3108028              987.8  36.993145        True                   NGC4283   39800  628144  141175      0                     NGC 4283   True      True      True    False VFID2965  False   True      True      True      True       True                     VFID2963-NGC4283        False        False 
 VFID2966         185.028264           29.28064              621.2    86.7204        True                   NGC4278   39764  611387  141166   7386                     NGC 4278   True      True      True     True VFID2968  False   True      True      True      True       True                     VFID2966-NGC4278        False        False 
 VFID2968        148.0341315         29.2364216             1540.5  42.768227        True                   NGC3032   28424  648865  157495   5292                     NGC 3032   True      True      True     True VFID2970   True  False      True      True      True       True                     VFID2968-NGC3032        False        False 
 VFID2970         209.291433         29.2196111             2246.4   8.914998        True   SDSSJ135709.93+291310.4 4539577  447487   94214      0                       WAS 81   True      True      True    False VFID2972  False   True      True     False      True       True                       VFID2970-WAS81        False        False 
 VFID2975         209.233341         29.1644488             2375.9  70.326866        True                   NGC5375   49604  447514   94217   8865                     NGC 5375   True      True      True     True VFID2977   True   True      True      True      True       True                     VFID2975-NGC5375        False        False 
 VFID2978        144.0313245         29.1120749             1659.3  22.239307        True                 PGC027311   27311  411053   85153 190380                 KUG 0933+293   True      True      True     True VFID2980   True   True      True      True      True       True                 VFID2978-KUG0933+293        False        False 
 VFID2982 209.37500550000001         29.0581356             2257.9  15.949088        True                PGC5065939 5065939  630893  144164 238888    WISEA J135729.48+290332.7   True      True      True     True VFID2984  False  False      True     False      True       True    VFID2982-WISEAJ135729.48+290332.7        False        False 
 VFID2994 151.57563150000001         28.9449561             1361.7  19.684359        True                 PGC029347   29347  495546  107148 200055                     UGCA 201   True      True      True     True VFID2996   True   True      True      True      True       True                     VFID2994-UGCA201        False        False 
 VFID2995        193.6691655         28.9387445             2493.4  54.591026        True                   NGC4793   43939  629388  142509   8033                     NGC 4793   True      True      True     True VFID2997   True   True      True      True      True       True                     VFID2995-NGC4793        False        False 
 VFID2996        193.6889355         28.9250487             2359.8 11.9983425        True                 PGC214037  214037  629389  142511      0          PGC1 0043939 NED002   True      True      True    False VFID2999  False   True      True     False      True       True           VFID2996-PGC10043939NED002        False        False 
 VFID2997         158.194287         28.9204297             1805.2  13.524501        True   SDSSJ103246.63+285513.4 4546806  497681  107761 208562    WISEA J103246.69+285513.2   True      True      True     True VFID3000  False  False      True     False      True       True    VFID2997-WISEAJ103246.69+285513.2        False        False 
 VFID3003 157.77826199999998         28.7965911             1425.4  28.981525        True                   NGC3265   31029  497691  107764   5705                     NGC 3265   True      True      True     True VFID3006   True   True      True      True      True       True                     VFID3003-NGC3265        False        False 
 VFID3009         128.807646          28.753348             2052.2  25.949038        True                  UGC04482   24104  647654  156791   4482                    UGC 04482   True      True      True     True VFID3012  False   True      True      True      True       True                    VFID3009-UGC04482        False        False 
 VFID3014         156.413499         28.6804188             1472.6 15.6718855        True   SDSSJ102539.23+284049.4 4545016  624553  107507 722198    WISEA J102539.27+284049.4   True      True      True     True VFID3017  False  False      True     False      True       True    VFID3014-WISEAJ102539.27+284049.4        False        False 
 VFID3015        200.4706185         28.6688125             2446.9   24.78114        True                  UGC08401   46666  630193  143388   8401                    UGC 08401   True      True      True     True VFID3018  False   True      True     False      True       True                    VFID3015-UGC08401        False        False 
 VFID3019         156.754755         28.6393464             1324.3  69.682106        True                  NGC3245A   30714  497538  107715   5662                    NGC 3245A   True      True      True     True VFID3022   True   True      True      True      True       True                    VFID3019-NGC3245A         True         True 
 VFID3020  186.9749609949816 28.633638591119713 1052.7298583984375  30.364555        True                      null   -1000  628374  141429      0                      VV 279b  False      True      True    False VFID3023  False  False      True     False      True       True                      VFID3020-VV279b        False        False 
 VFID3022        187.0643985         28.6203152              682.2  47.546795        True                   NGC4448   40988  480536  103040   7591                     NGC 4448   True      True      True     True VFID3025   True   True      True      True      True       True                     VFID3022-NGC4448        False        False 
 VFID3024 126.56233650000001         28.6062869             2699.2  10.072128        True   SDSSJ082614.96+283622.6 3996510       0   50201 182559    WISEA J082614.97+283622.5   True     False      True     True VFID3027  False   True      True     False      True       True    VFID3024-WISEAJ082614.97+283622.5        False        False 
 VFID3032        147.7306245         28.5511479             1480.9  66.699295        True                   NGC3026   28351  412489   85541   5279                     NGC 3026   True      True      True     True VFID3035   True   True      True      True      True       True                     VFID3032-NGC3026        False        False 
 VFID3033         157.693953         28.5458839             1804.4       30.0       False   SDSSJ103046.54+283245.1 6749690       0       0      0    WISEA J103046.56+283246.0   True     False     False    False VFID3036  False  False      True     False      True       True    VFID3033-WISEAJ103046.56+283246.0        False        False 
 VFID3035         186.712503         28.5130567             2501.0   14.67634        True                 AGC229290 5808012       0       0 229290    WISEA J122650.98+283048.4   True     False     False     True VFID3038  False  False      True     False      True       True    VFID3035-WISEAJ122650.98+283048.4        False        False 
 VFID3036        158.2310835         28.5116978             1416.4   63.40467        True                   NGC3277   31166  624873  137625   5731                     NGC 3277   True      True      True     True VFID3039   True   True      True      True      True       True                     VFID3036-NGC3277        False        False 
 VFID3037         156.826626         28.5074148             1357.7  108.42296        True                   NGC3245   30744  652853  158347      0                     NGC 3245   True      True      True    False VFID3040   True   True      True      True      True       True                     VFID3037-NGC3245        False        False 
 VFID3040        158.0432745         28.4830799             1581.9   14.22726        True                 PGC031115   31115  497677  107759      0    WISEA J103210.39+282859.1   True      True      True    False VFID3043  False   True      True     False      True       True    VFID3040-WISEAJ103210.39+282859.1        False        False 
 VFID3041 128.82158249999998          28.473466             2153.8  58.630184        True                   NGC2608   24111  622728  135296   4484                     NGC 2608   True      True      True     True VFID3044   True   True      True      True      True       True                     VFID3041-NGC2608        False        False 
 VFID3051         175.103616         28.3738965             1834.5   22.86237        True                  UGC06637   36211  476344  101973   6637                    UGC 06637   True      True      True     True VFID3054   True   True      True      True      True       True                    VFID3051-UGC06637        False        False 
 VFID3062         200.735277         28.3164451             2390.1  46.251015        True                   NGC5117   46746  424718   88353   8411                     NGC 5117   True      True      True     True VFID3065   True   True      True      True      True       True                     VFID3062-NGC5117        False        False 
 VFID3064 196.01131949999998         28.3090372              738.8  15.385841        True                PGC1832164 1832164  427500   89052 233930    WISEA J130402.68+281831.8   True      True      True     True VFID3067  False   True      True     False      True       True    VFID3064-WISEAJ130402.68+281831.8        False        False 
 VFID3076 126.44832149999999         28.1181775             2194.6       30.0        True                  UGC04395   23643  244047   50209   4395                    UGC 04395   True      True      True     True VFID3079   True   True      True      True      True       True                    VFID3076-UGC04395        False        False 
 VFID3084         166.012269         28.0367856             1371.7  47.656403        True                   NGC3512   33432  657348  159215   6128                     NGC 3512   True      True      True     True VFID3087  False   True      True      True      True       True                     VFID3084-NGC3512         True         True 
 VFID3093 165.79679249999998          27.972307             1538.9   74.32266        True                   NGC3504   33371  625828  138642   6118                     NGC 3504   True      True      True     True VFID3096   True   True      True      True      True       True                     VFID3093-NGC3504        False        False 
 VFID3095        188.9903415         27.9596837              813.6  317.04526        True                   NGC4559   42002       0       0   7766                     NGC 4559   True     False     False     True VFID3098   True   True      True      True      True      False                     VFID3095-NGC4559         True         True 
 VFID3098         165.999369         27.9378443             1422.5  17.026339        True   SDSSJ110359.83+275616.1 4571781  472754  100609      0    WISEA J110359.82+275616.0   True      True      True    False VFID3101  False  False      True     False      True       True    VFID3098-WISEAJ110359.82+275616.0        False        False 
 VFID3103         126.435426         27.8745451             2078.2   46.89443        True                    IC2361   23646  244036   50207   4394                      IC 2361   True      True      True     True VFID3106   True   True      True      True      True       True                      VFID3103-IC2361        False        False 
 VFID3116        196.4483085         27.7340646             2531.7  33.428837        True                   NGC4961   45311  483463  104307   8185                     NGC 4961   True      True      True     True VFID3119   True   True      True      True      True       True                     VFID3116-NGC4961        False        False 
 VFID3119        128.4273975         27.7121031             2231.4  25.358366        True                 PGC024012   24012  316628   64477 180350                 KUG 0830+278   True      True      True     True VFID3122   True   True      True      True      True       True                 VFID3119-KUG0830+278        False        False 
 VFID3120        196.4563965         27.7110167             2527.0       30.0        True                PGC2806873 2806873  629823  142963      0                 LSBC D508-01   True      True      True    False VFID3123  False  False      True     False      True      False                 VFID3120-LSBCD508-01        False        False 
 VFID3166        177.2857545         27.0855383             1793.6  17.065588        True                PGC2832084 2832084  627357  140300      0                      BTS 044   True      True      True    False VFID3169  False  False      True     False      True       True                      VFID3166-BTS044        False        False 
 VFID3169        177.2893785         27.0220369             1797.6   76.40491        True                   NGC3900   36914  627358  140301   6786                     NGC 3900   True      True      True     True VFID3172   True   True      True      True      True       True                     VFID3169-NGC3900        False        False 
 VFID3173        200.7317445         26.9807708             2886.7    58.3608        True                   NGC5116   46744  483979  104439   8410                     NGC 5116   True      True      True     True VFID3176   True   True      True      True      True       True                     VFID3173-NGC5116        False        False 
 VFID3174 170.13253350000002           26.96335             1508.8  52.981136        True                   NGC3629   34719  474093  101276   6352                     NGC 3629   True      True      True     True VFID3177   True  False      True      True      True       True                     VFID3174-NGC3629         True         True 
 VFID3183        177.3483855         26.7415879             1843.7   62.82337        True                  UGC06791   36932  663624  160613   6791                    UGC 06791   True      True      True     True VFID3186   True   True      True      True      True       True                    VFID3183-UGC06791        False        False 
 VFID3200        177.5186115         26.4791929             1788.8   45.19821        True                   NGC3912   36979  663695  160627   6801                     NGC 3899   True      True      True     True VFID3203   True   True      True      True      True       True                     VFID3200-NGC3899        False        False 
 VFID3202 126.82232850000001         26.4352253             2033.8   9.270886        True   SDSSJ082717.37+262606.9 4009675  622584       0      0    WISEA J082717.38+262606.7   True      True     False    False VFID3205  False  False      True     False      True       True    VFID3202-WISEAJ082717.38+262606.7        False        False 
 VFID3213         139.759266         26.2700218             2737.6  28.981525        True                   NGC2824   26330  623193  135822      0                     NGC 2824   True      True      True    False VFID3216  False   True      True      True      True       True                     VFID3213-NGC2824        False        False 
 VFID3221         158.925222         26.1258846             1396.4  17.422932        True                 PGC031387   31387  497257  107609 201524                 CGCG 124-041   True      True      True     True VFID3224   True   True      True     False      True       True                 VFID3221-CGCG124-041         True         True 
 VFID3226        189.0832215         26.0837988             1175.0   18.11846        True                PGC2793674 2793674  551108  119897      0                      IC 3571   True      True      True    False VFID3229  False  False      True     False      True       True                      VFID3226-IC3571        False        False 
 VFID3227 126.61998900000002         26.0746774             1968.0   7.398118        True                PGC1761618 1761618  316264   64431      0    WISEA J082628.76+260428.4   True      True      True    False VFID3230  False  False      True     False      True       True    VFID3227-WISEAJ082628.76+260428.4        False        False 
 VFID3234         189.086598         25.9875214             1226.2  502.48285        True                   NGC4565   42038       0  141702   7772                     NGC 4565   True     False      True     True VFID3237  False   True      True      True      True       True                     VFID3234-NGC4565         True         True 
 VFID3235 189.13106023588753 25.982576946116776 1089.2235107421875  17.488682        True                      null   -1000       0  119902      0     SDSS J123626.89+255738.3  False     False      True    False VFID3238  False  False      True     False      True      False     VFID3235-SDSSJ123626.89+255738.3        False        False 
 VFID3236 126.78356250000002           25.97031             2043.7  43.966434        True                   NGC2592   23701  622576  135129      0                     NGC 2592   True      True      True    False VFID3239   True   True      True      True      True       True                     VFID3236-NGC2592        False        False 
 VFID3244 127.34023050000002         25.8857422             2120.9  25.416822        True                PGC3097424 3097424  316141   64407 182568     SDSS J082921.64+255308.7   True      True      True     True VFID3247  False   True      True     False      True       True     VFID3244-SDSSJ082921.64+255308.7        False        False 
 VFID3245         126.821583         25.8789167             2377.9  27.360325        True                   NGC2594   23704  622583  135136 180283                     NGC 2594   True      True      True     True VFID3248   True  False      True      True      True       True                     VFID3245-NGC2594        False        False 
 VFID3246 188.89407300000002         25.8495815             1352.8   57.82575        True                   NGC4562   41955  628606  141687   7758                     NGC 4562   True      True      True     True VFID3249  False   True      True      True      True       True                     VFID3246-NGC4562        False        False 
 VFID3251 127.07691299999999         25.7881479             2266.5  22.086212        True                 PGC087215   87215       0       0 180737                 LSBC D495-03   True     False     False     True VFID3254  False   True      True     False      True       True                 VFID3251-LSBCD495-03        False        False 
 VFID3258        127.3279305         25.7509666             2156.1  11.431974        True   SDSSJ082918.70+254503.4 4074613  316143       0      0     SDSS J082918.70+254503.3   True      True     False    False VFID3261  False  False      True     False      True       True     VFID3258-SDSSJ082918.70+254503.3        False        False 
 VFID3261 126.86532449999999         25.7244256             2245.7  24.384916        True                  UGC04418   23707  316154   64410   4418                    UGC 04418   True      True      True     True VFID3264  False   True      True      True      True       True                    VFID3261-UGC04418        False        False 
 VFID3269        172.0460145         25.6610799             2737.7  44.373253        True                   NGC3689   35294  626593  139467   6467                     NGC 3689   True      True      True     True VFID3272   True   True      True      True      True       True                     VFID3269-NGC3689        False        False 
 VFID3271         135.108792         25.6392778             1812.1  5.0017414        True                 UGC04722C 5072709       0       0      0                   UGC 04722C   True     False     False    False VFID3274  False  False      True     False      True       True                   VFID3271-UGC04722C        False        False 
 VFID3274        135.1000245         25.6140406             1807.6  43.663773        True                  UGC04722   25292  623013  135606   4722                    UGC 04722   True      True      True     True VFID3277   True   True      True      True      True       True                    VFID3274-UGC04722        False        False 
 VFID3276         126.663327         25.5982282             2332.7  10.330498        True                PGC1742356 1742356  316166   64413      0    WISEA J082639.18+253553.5   True      True      True    False VFID3279  False   True      True     False      True       True    VFID3276-WISEAJ082639.18+253553.5        False        False 
 VFID3284        257.1064935         25.5172991             2919.0  37.854828        True                  UGC10721   59676  634074  147742      0                    UGC 10721   True      True      True    False VFID3287   True   True      True      True      True       True                    VFID3284-UGC10721        False        False 
 VFID3285 172.84196699999998         25.5011479             2872.3  18.885185        True                PGC1738874 1738874  519787  112565 212064                 KUG 1128+257   True      True      True     True VFID3288  False   True      True      True      True       True                 VFID3285-KUG1128+257        False        False 
 VFID3287        126.6407115         25.4997887             2150.8   8.056033        True                 PGC023686   23686  316163   64412 182561                 KUG 0823+256   True      True      True     True VFID3290  False  False      True     False      True       True                 VFID3287-KUG0823+256        False        False 
 VFID3289 127.49695200000001         25.4860636             2197.2 12.6217985        True                PGC2806867 2806867  622627  135186 181566                 LSBC D495-02   True      True      True     True VFID3292  False  False      True     False      True       True                 VFID3289-LSBCD495-02        False        False 
 VFID3296         139.272066         25.4292226             1655.9  40.468887        True                  UGC04902   26218  437448   91427   4902                      IC 2450   True      True      True     True VFID3299   True   True      True      True      True       True                      VFID3296-IC2450        False        False 
 VFID3297 138.85744649999998         25.4195028              502.2  7.5356593        True   SDSSJ091525.83+252511.1 4194405       0       0 198507     SDSS J091525.83+252511.1   True     False     False     True VFID3300  False  False      True     False      True       True     VFID3297-SDSSJ091525.83+252511.1        False        False 
 VFID3300        155.2380735         25.3649211             1297.4  16.638771        True                  UGC05588   30263  496587  107442   5588                    UGC 05588   True      True      True     True VFID3303   True   True      True      True      True       True                    VFID3300-UGC05588         True         True 
 VFID3315 126.79591649999999         25.2431618             1951.9  20.096539        True                PGC1729964 1729964  406944   84294 182563     SDSS J082711.01+251435.2   True      True      True     True VFID3318  False  False      True     False      True       True     VFID3315-SDSSJ082711.01+251435.2        False        False 
 VFID3325 127.09305450000001         25.1246843             2173.1  23.611374        True                    IC0508   23762  316117   64403 180293                      IC 0508   True      True      True     True VFID3328  False   True      True      True      True       True                      VFID3325-IC0508        False        False 
 VFID3334        182.4446955          25.026226             2573.8       30.0        True                  UGC07143   38667  550376  119759   7143                    UGC 07143   True      True      True     True VFID3337  False   True      True      True      True       True                    VFID3334-UGC07143        False        False 
 VFID3335        182.4952935          25.018388             2593.5  14.194538        True   SDSSJ120958.86+250106.3 4313980  550377  119760      0    WISEA J120958.90+250106.5   True      True      True    False VFID3338  False   True      True     False      True       True    VFID3335-WISEAJ120958.90+250106.5        False        False 
 VFID3338        124.3376655         24.9626686             2074.3  10.330498        True                 PGC023229   23229  315988   64367      0                 KUG 0814+251   True      True      True    False VFID3341  False  False      True     False      True       True                 VFID3338-KUG0814+251        False        False 
 VFID3346        124.3164045         24.8991072             1898.9  12.306123        True                PGC1719550 1719550  315992   64369      0                  LCSB S1123P   True      True      True    False VFID3349  False  False      True     False      True       True                  VFID3346-LCSBS1123P        False        False 
 VFID3349        124.5273375         24.7964391             1987.3  11.301114        True                    IC2268   23273  316023   64383      0                      IC 2268   True      True      True    False VFID3352  False  False      True     False      True       True                      VFID3349-IC2268        False        False 
 VFID3354 124.50634199999999         24.7360929             2077.3  55.478058        True                    IC2267   23266  622433  134976   4315                      IC 2267   True      True      True     True VFID3357  False  False      True      True      True       True                      VFID3354-IC2267        False        False 
 VFID3357         150.569541         24.7111319             1304.7  69.842735        True                   NGC3098   29067  623736  136430      0                     NGC 3098   True      True      True    False VFID3360   True   True      True      True      True       True                     VFID3357-NGC3098        False        False 
 VFID3358         124.474749         24.6866854             2065.6  10.522556        True   SDSSJ081753.93+244112.0 3996358  316029   64385      0     SDSS J081753.93+244112.0   True      True      True    False VFID3361  False  False      True     False      True       True     VFID3358-SDSSJ081753.93+244112.0        False        False 
 VFID3362          124.28295         24.5627971             2128.0       20.0        True                PGC2807192 2807192  622413  134955 181493          PGC1 0023266 NED007   True      True      True     True VFID3365  False  False      True     False      True       True           VFID3362-PGC10023266NED007        False        False 
 VFID3363         124.582134         24.5268823             2215.8 11.9983425        True                    IC2271   23283  316036   64389 180181                      IC 2271   True      True      True     True VFID3366  False  False      True      True      True       True                      VFID3363-IC2271        False        False 
 VFID3369        124.5346545         24.5017745             2105.5  15.926534        True   SDSSJ081808.30+243006.3 3996365  316037   64390 182545     SDSS J081808.30+243006.3   True      True      True     True VFID3372  False  False      True     False      True       True     VFID3369-SDSSJ081808.30+243006.3        False        False 
 VFID3381        124.2268035         24.1768771             2097.9  23.611374        True                    IC2256   23214  315916   64353 180156                      IC 2256   True      True      True     True VFID3384   True   True      True      True      True       True                      VFID3381-IC2256        False        False 
 VFID3388        198.0278475         24.0950337             2609.2  47.219486        True                   NGC5016   45836  552084  120018   8279                     NGC 5016   True      True      True     True VFID3391   True   True      True      True      True       True                     VFID3388-NGC5016        False        False 
 VFID3428         200.753727         23.3064026             2795.6  28.649778        True                  UGC08409   46753  552388  120053   8409                    UGC 08409   True      True      True     True VFID3431   True   True      True      True      True       True                    VFID3428-UGC08409        False        False 
 VFID3437 255.50512949999998         23.1635002             2998.0   8.652095        True                PGC1682567 1682567  343648   69838      0    WISEA J170201.27+230948.0   True      True      True    False VFID3440  False  False      True     False      True       True    VFID3437-WISEAJ170201.27+230948.0        False        False 
 VFID3442 255.06066600000003         23.1062718             2964.1  37.335438        True                  UGC10650   59408  687367  167176      0                    UGC 10650   True      True      True    False VFID3445  False   True      True      True      True       True                    VFID3442-UGC10650        False        False 
 VFID3446        198.2633625         23.0844734             2537.5  36.995865        True   SDSSJ131303.19+230504.0 5064942  548566  119303 742826    WISEA J131303.16+230503.5   True      True      True     True VFID3449  False  False      True     False      True       True    VFID3446-WISEAJ131303.16+230503.5        False        False 
 VFID3448         255.579525         23.0764695             2910.5  11.146057        True                PGC1681024 1681024  343463   69757      0      2MASX J17021901+2304349   True      True      True    False VFID3451  False   True      True     False      True       True      VFID3448-2MASXJ17021901+2304349        False        False 
 VFID3451 255.18787200000003         23.0440007             2736.1  19.236288        True                   NGC6276   59419  343657   69842      0                     NGC 6276   True      True      True    False VFID3454   True   True      True      True      True       True                     VFID3451-NGC6276        False        False 
 VFID3454        255.2096895         23.0110376             2795.2  51.775135        True                   NGC6278   59426  633944  147606      0                     NGC 6278   True      True      True    False VFID3457   True   True      True      True      True       True                     VFID3454-NGC6278        False        False 
 VFID3456         254.536089         22.9850973             2979.3   38.91538        True                   NGC6267   59340  633881  147543      0                     NGC 6267   True      True      True    False VFID3459   True   True      True      True      True       True                     VFID3456-NGC6267        False        False 
 VFID3463        197.9042895         22.9154564             2608.4   79.27226        True                   NGC5012   45795  673848  163136   8270                     NGC 5012   True      True      True     True VFID3466   True  False      True      True      True       True                     VFID3463-NGC5012        False        False 
 VFID3466 255.13814849999997          22.865998             2638.2   7.587894        True   SDSSJ170033.18+225157.4 4007472  633932  147594      0    WISEA J170033.15+225158.0   True      True      True    False VFID3469  False  False      True     False      True       True    VFID3466-WISEAJ170033.15+225158.0        False        False 
 VFID3467        156.9392895         22.8471703             1523.0   50.94731        True                   NGC3248   30776  624647  137391      0                     NGC 3248   True      True      True    False VFID3470   True   True      True      True      True       True                     VFID3467-NGC3248        False        False 
 VFID3470        198.1740945         22.8297748             2537.6  24.952913        True                  UGC08290   45884  548539  119289   8290                    NGC 5012A   True      True      True     True VFID3473   True  False      True      True      True       True                    VFID3470-NGC5012A        False        False 
 VFID3474 126.02577000000001         22.8053597             2059.7       30.0        True                PGC2807127 2807127  406720       0      0    WISEA J082406.19+224818.6   True      True     False    False VFID3477  False  False      True     False      True       True    VFID3474-WISEAJ082406.19+224818.6        False        False 
 VFID3475        157.2952065          22.775738             1196.6  29.588385        True                 PGC166105  166105  653046  158388 201987     SDSS J102910.85+224632.5   True      True      True     True VFID3478  False  False      True     False      True       True     VFID3475-SDSSJ102910.85+224632.5        False        False 
 VFID3481 125.92080600000001         22.7198445             2084.4  13.904083        True   SDSSJ082340.95+224311.1 4084961  622515  135068      0    WISEA J082340.95+224310.7   True      True      True    False VFID3484  False  False      True     False      True       True    VFID3481-WISEAJ082340.95+224310.7        False        False 
 VFID3483         124.814109         22.7039411             2123.7  20.224533        True   SDSSJ081915.38+224214.1 4084511  406175   84137      0     SDSS J081915.38+224214.1   True      True      True    False VFID3486  False  False      True     False      True       True     VFID3483-SDSSJ081915.38+224214.1        False        False 
 VFID3485 125.59636950000001         22.6968472             2077.1  10.892342        True                PGC1674543 1674543  406133   84130      0      2MASX J08222312+2241484   True      True      True    False VFID3488  False  False      True     False      True       True      VFID3485-2MASXJ08222312+2241484        False        False 
 VFID3487 124.44167399999999         22.6781047             2143.7    13.2969        True   SDSSJ081746.00+224041.0 4084359  406190   84139      0     SDSS J081746.00+224040.9   True      True      True    False VFID3490  False  False      True     False      True       True     VFID3487-SDSSJ081746.00+224040.9        False        False 
 VFID3489 125.79697350000001         22.6646066             2053.8   50.94731        True                  UGC04375   23522  589663  135051      0                    UGC 04375   True      True      True    False VFID3492   True   True      True      True      True       True                    VFID3489-UGC04375        False        False 
 VFID3490         125.871489         22.6502273             2058.7  11.725226        True                 PGC213481  213481  406134   84131      0     SDSS J082329.13+223900.1   True      True      True    False VFID3493  False  False      True     False      True       True     VFID3490-SDSSJ082329.13+223900.1        False        False 
