|    VFID|                RA|               DEC|                vr|    radius|radius_flag|                  objname|    PGC|NSAIDV1|NSAIDV0|   AGC|                     NEDname|HLflag|NSAV1flag|NSAV0flag|A100flag| VFID_V1|COflag|HAflag|HAobsflag|Z0MGSflag|Steerflag|unwiseflag|                              prefix|Herschelflag|HerschelFlag|
|    char|            double|            double|            double|     float|       char|                     char|   long|   long|   long|  long|                        char|  char|     char|     char|    char|    char|  char|  char|     char|     char|     char|      char|                                char|        char|        char|
|        |                  |                  |                  |    arcsec|           |                         |       |       |       |      |                            |      |         |         |        |        |      |      |         |         |         |          |                                    |            |            |
|    null|              null|              null|              null|      null|       null|                     null|   null|   null|   null|  null|                        null|  null|     null|     null|    null|    null|  null|  null|     null|     null|     null|      null|                                null|        null|        null|
 VFID1921        206.1447435         42.1695314             2692.1  17.342882        True                PGC2193635 2193635  265730   54583      0    WISEA J134434.71+421009.9   True      True      True    False VFID1923  False   True      True     False      True       True    VFID1921-WISEAJ134434.71+421009.9        False        False 
 VFID1923 139.43126850000002         42.1345258             1948.6   9.249564        True                PGC2193027 2193027  229870   47221      0    WISEA J091743.52+420804.6   True      True      True    False VFID1925  False  False      True     False      True       True    VFID1923-WISEAJ091743.52+420804.6        False        False 
 VFID1933 139.34535300000002         41.9998104             1740.4    72.7983        True                   NGC2798   26232  623181  135808      0                     NGC 2798   True      True      True    False VFID1935   True  False      True      True      True       True                     VFID1933-NGC2798        False        False 
 VFID1934        139.3790535         41.9941715             1870.0   52.85928        True                   NGC2799   26238  229868   47220      0                     NGC 2799   True      True      True    False VFID1936   True   True      True      True      True       True                     VFID1934-NGC2799         True         True 
 VFID1939          139.34034          41.910946             1673.9  27.109484        True                  UGC04904   26231  229871  135806      0                    UGC 04904   True      True      True    False VFID1941  False   True      True      True      True       True                    VFID1939-UGC04904        False        False 
 VFID1942 209.27017949999998         41.8462926             2204.7   74.32266        True                   NGC5383   49618  612193  144151      0                     NGC 5383   True      True      True    False VFID1944   True   True      True      True      True       True                     VFID1942-NGC5383        False        False 
 VFID1944 209.27902500000002         41.7931183             2379.0  33.583138        True                  UGC08877   49624  630883  144153      0                    UGC 08877   True      True      True    False VFID1946  False  False      True      True      True       True                    VFID1944-UGC08877        False        False 
 VFID1949        206.4527205         41.7454636             2610.6   17.74685        True   SDSSJ134548.55+414443.5 4012164  630615  143851      0    WISEA J134548.60+414443.7   True      True      True    False VFID1951  False  False      True     False      True       True    VFID1949-WISEAJ134548.60+414443.7        False        False 
 VFID1953 206.32978500000002         41.7124718             2559.1  97.078094        True                   NGC5290   48767  677259  163956      0                     NGC 5290   True      True      True    False VFID1955   True   True      True      True      True       True                     VFID1953-NGC5290         True         True 
 VFID1954         207.188184         41.7097724             2668.0   20.51735        True                 PGC049002   49002  265688   54578      0                     MRK 1484   True      True      True    False VFID1956   True   True      True     False      True       True                     VFID1954-MRK1484        False        False 
 VFID1957         206.062017         41.6773371             2607.0  14.096824        True                PGC2184997 2184997  275647   56424      0    WISEA J134414.89+414037.6   True      True      True    False VFID1959  False  False      True     False      True       True    VFID1957-WISEAJ134414.89+414037.6        False        False 
 VFID1962        206.3736945         41.6420248             2694.8  10.546813        True   SDSSJ134529.67+413831.0 4012161  630612  143848      0     SDSS J134529.67+413831.0   True      True      True    False VFID1964  False  False      True     False      True       True     VFID1962-SDSSJ134529.67+413831.0        False        False 
